auc_pr,auc_roc,loss,precision,recall,val_auc_pr,val_auc_roc,val_loss,val_precision,val_recall,learning_rate
0.3553646504878998,0.7221859693527222,0.03790754824876785,0.16487711668014526,0.6593511700630188,0.3306013345718384,0.6447205543518066,0.042619187384843826,0.17258882522583008,0.3893129825592041,0.0009415323147550225
0.35890161991119385,0.7187341451644897,0.03682422265410423,0.16033558547496796,0.6564885377883911,0.32545459270477295,0.6529765129089355,0.03815527632832527,0.11782945692539215,0.8702290058135986,0.0009241000516340137
0.3768753111362457,0.7361347675323486,0.03517424687743187,0.1682000458240509,0.680343508720398,0.3343494236469269,0.6635158061981201,0.043214038014411926,0.24840764701366425,0.2977099120616913,0.0009046039776876569
0.3672511875629425,0.7266902923583984,0.03463791683316231,0.1686171442270279,0.6736640930175781,0.35433921217918396,0.6886096000671387,0.03889060765504837,0.1819407045841217,0.5152671933174133,0.0008831392042338848
0.3784759044647217,0.7459810972213745,0.033114977180957794,0.1729152500629425,0.7261450290679932,0.32355839014053345,0.6588717699050903,0.036873381584882736,0.15469613671302795,0.5343511700630188,0.0008598102140240371
0.3581017851829529,0.7361049056053162,0.033369168639183044,0.16579486429691315,0.6956107020378113,0.33333224058151245,0.6674745082855225,0.03849554806947708,0.2201405167579651,0.35877862572669983,0.0008347307448275387
0.3920094966888428,0.7550675868988037,0.03185831382870674,0.17289508879184723,0.732824444770813,0.3364124298095703,0.6874123811721802,0.03545854613184929,0.21585902571678162,0.37404578924179077,0.0008080229163169861
0.38646382093429565,0.7512288093566895,0.03147334232926369,0.17474129796028137,0.7089694738388062,0.2984578609466553,0.6011402010917664,0.035663701593875885,0.113930344581604,0.8740457892417908,0.0007798168808221817
0.3993942141532898,0.7535680532455444,0.03091340698301792,0.17613227665424347,0.7013359069824219,0.3570442795753479,0.7020779848098755,0.03253895044326782,0.14274509251117706,0.694656491279602,0.0007502500084228814
0.4127967953681946,0.7692014575004578,0.029788048937916756,0.18127167224884033,0.7480915784835815,0.35290390253067017,0.6996077299118042,0.03239497169852257,0.14729242026805878,0.7786259651184082,0.0007194663630798459
0.4059332609176636,0.770065188407898,0.029280491173267365,0.1806318610906601,0.7528625726699829,0.3456422686576843,0.6914660930633545,0.0329703763127327,0.15639810264110565,0.6297709941864014,0.0006876160041429102
0.40504705905914307,0.7748042941093445,0.02873813360929489,0.1809588074684143,0.767175555229187,0.35242295265197754,0.6985805034637451,0.034204449504613876,0.15342959761619568,0.6488549709320068,0.0006548539968207479
0.41619595885276794,0.7740093469619751,0.028689244762063026,0.18123716115951538,0.7576335668563843,0.30744802951812744,0.660431981086731,0.03498021885752678,0.1345565766096115,0.6717557311058044,0.0006213400047272444
0.43543434143066406,0.7950901985168457,0.027241675183176994,0.19024725258350372,0.7929389476776123,0.3296622037887573,0.6605085134506226,0.03470892086625099,0.14486920833587646,0.5496183037757874,0.0005872372421436012
0.4301469624042511,0.7915318608283997,0.027249226346611977,0.18721461296081543,0.7824427485466003,0.3493322432041168,0.6870889663696289,0.03168455883860588,0.13861386477947235,0.7480915784835815,0.0005527119501493871
0.4405444264411926,0.794215202331543,0.02721223793923855,0.1926352083683014,0.7986640930175781,0.3308146297931671,0.6882742047309875,0.03360988572239876,0.14464883506298065,0.6603053212165833,0.0005179322906769812
0.44219425320625305,0.7991377711296082,0.0262929555028677,0.1886368691921234,0.8015267252922058,0.357042133808136,0.7011274099349976,0.03930966183543205,0.15823465585708618,0.5610687136650085,0.00048306770622730255
0.4444890022277832,0.8130193948745728,0.025824585929512978,0.20068807899951935,0.8349236845970154,0.3087235689163208,0.6396523714065552,0.04475091025233269,0.1910112351179123,0.3244274854660034,0.00044828804675489664
0.447270929813385,0.8107829093933105,0.025521613657474518,0.19834330677986145,0.822519063949585,0.31647515296936035,0.6648364663124084,0.043032288551330566,0.13592232763767242,0.6412213444709778,0.0004137627256568521
0.4494823217391968,0.8122355937957764,0.02502310834825039,0.1957334578037262,0.8492366671562195,0.33368822932243347,0.6711405515670776,0.04624003916978836,0.16116248071193695,0.4656488597393036,0.00037966002128086984
0.4520719647407532,0.8140137195587158,0.02534755878150463,0.19362744688987732,0.8291984796524048,0.3544313311576843,0.6835947036743164,0.03334290161728859,0.14175257086753845,0.6297709941864014,0.0003461460000835359
0.4709666967391968,0.826972484588623,0.024585828185081482,0.20438799262046814,0.8444656729698181,0.32594209909439087,0.6761240363121033,0.03885991871356964,0.14407502114772797,0.6450381875038147,0.0003133839927613735
0.47228798270225525,0.8302451968193054,0.023959243670105934,0.20518110692501068,0.8540076613426208,0.35457855463027954,0.6981983184814453,0.04555714130401611,0.16589327156543732,0.5458015203475952,0.0001407668023603037
0.4860422909259796,0.8460243940353394,0.02303875796496868,0.21640199422836304,0.8711832165718079,0.33923664689064026,0.6794264316558838,0.04772801324725151,0.14552238583564758,0.5954198241233826,0.0002507499884814024
0.4775693416595459,0.8419662714004517,0.023483648896217346,0.21600955724716187,0.8625954389572144,0.3583102524280548,0.6962335109710693,0.04259684309363365,0.14929108321666718,0.6832060813903809,0.00022118314518593252
0.4967120587825775,0.8532935380935669,0.02263364940881729,0.22278787195682526,0.8769084215164185,0.3544933795928955,0.6927964687347412,0.05439995601773262,0.16210044920444489,0.5419847369194031,0.0001929770951392129
0.5156107544898987,0.8652180433273315,0.021888140588998795,0.23353293538093567,0.8931297659873962,0.3345772922039032,0.6833552718162537,0.055999722331762314,0.1702127605676651,0.5190839767456055,0.00016626926662866026
0.5169616341590881,0.8650835752487183,0.02190624177455902,0.23234568536281586,0.8979007601737976,0.3381173014640808,0.6866205930709839,0.0475480817258358,0.1459655463695526,0.614503800868988,0.0001411897683283314
0.50190269947052,0.8636648058891296,0.021968629211187363,0.23396411538124084,0.9083969593048096,0.3522438406944275,0.6934124231338501,0.05260411649942398,0.16365689039230347,0.5534350872039795,0.00011786079994635656
0.5194575786590576,0.8698595762252808,0.021390285342931747,0.23999999463558197,0.8988549709320068,0.3434985280036926,0.6856409907341003,0.05974799767136574,0.16292798519134521,0.5267175436019897,9.639601194066927e-05
0.5316119194030762,0.8780888319015503,0.02071131207048893,0.24443863332271576,0.8912213444709778,0.34635353088378906,0.6894569396972656,0.0515545979142189,0.15292949974536896,0.5877862572669983,3.844998718705028e-05
0.5323427319526672,0.8783058524131775,0.02094366028904915,0.2488299459218979,0.9131679534912109,0.3488912284374237,0.6923119425773621,0.05247616395354271,0.15625,0.5916030406951904,5.946767851128243e-05
0.5336976647377014,0.880760669708252,0.020544348284602165,0.24576705694198608,0.9141221642494202,0.3407459855079651,0.687928318977356,0.05846015736460686,0.15977653861045837,0.5458015203475952,4.41840456915088e-05
0.5302321314811707,0.8805728554725647,0.020479809492826462,0.24914586544036865,0.9045801758766174,0.34146934747695923,0.6865044832229614,0.06039432808756828,0.16881594061851501,0.5496183037757874,3.1123534427024424e-05
0.5357393026351929,0.8843113780021667,0.020120710134506226,0.2561008334159851,0.9112595319747925,0.3510434627532959,0.6898560523986816,0.05602068081498146,0.1571582406759262,0.5572519302368164,2.0349782062112354e-05
0.535546600818634,0.881942629814148,0.02041117288172245,0.2522875964641571,0.9208015203475952,0.33921608328819275,0.6851612329483032,0.0570962131023407,0.15669205784797668,0.5496183037757874,1.1915273717022501e-05
0.5384716391563416,0.8861057758331299,0.02013695240020752,0.25424614548683167,0.9284350872039795,0.3431131839752197,0.6868277788162231,0.058529965579509735,0.15494506061077118,0.5381679534912109,5.861099452886265e-06
0.5388191938400269,0.884131133556366,0.020186075940728188,0.2522333264350891,0.9160305261611938,0.343851238489151,0.6871906518936157,0.05913577601313591,0.15555556118488312,0.5343511700630188,2.2167569113662466e-06
