auc_pr,auc_roc,loss,precision,recall,val_auc_pr,val_auc_roc,val_loss,val_precision,val_recall,learning_rate
0.11866004765033722,0.5468403697013855,0.09430766850709915,0.11351954936981201,0.48473283648490906,0.10352078080177307,0.5294531583786011,0.06919266283512115,0.0,0.0,0.00019999999494757503
0.13198384642601013,0.5556071996688843,0.08132850378751755,0.1111343652009964,0.5066794157028198,0.23655003309249878,0.6563708186149597,0.06589110195636749,0.2569444477558136,0.28244274854660034,0.00039999998989515007
0.15030521154403687,0.5904330611228943,0.07142040133476257,0.12136121094226837,0.5648854970932007,0.28927022218704224,0.6273417472839355,0.06302918493747711,0.10892388224601746,0.9503816962242126,0.0006000000284984708
0.1713242530822754,0.6048575639724731,0.06516211479902267,0.12446717917919159,0.5572519302368164,0.30455031991004944,0.6498273015022278,0.05938393995165825,0.12258797138929367,0.8244274854660034,0.0007999999797903001
0.21496707201004028,0.6191997528076172,0.060630906373262405,0.12690246105194092,0.5648854970932007,0.25237706303596497,0.5979361534118652,0.05736326798796654,0.2341269850730896,0.22519083321094513,0.0010000000474974513
0.2700888514518738,0.6474372744560242,0.05513515695929527,0.13552454113960266,0.5744274854660034,0.2906828224658966,0.5795931816101074,0.05430486425757408,0.10754604637622833,0.6908397078514099,0.0010000000474974513
0.27623963356018066,0.6579985618591309,0.05135412514209747,0.14500850439071655,0.569656491279602,0.2966724634170532,0.6380229592323303,0.050261080265045166,0.11964038759469986,0.6603053212165833,0.0009987832745537162
0.28555551171302795,0.6497201919555664,0.04905284196138382,0.14385266602039337,0.5515267252922058,0.33421191573143005,0.6798730492591858,0.04712933674454689,0.13279302418231964,0.8129770755767822,0.000995138892903924
0.32888099551200867,0.6864525079727173,0.045729007571935654,0.1562032848596573,0.5982824563980103,0.31738609075546265,0.6546502709388733,0.047531358897686005,0.14147910475730896,0.5038167834281921,0.0009890847140923142
0.32943296432495117,0.6945832967758179,0.04323039576411247,0.15897837281227112,0.5820610523223877,0.30197617411613464,0.6328976154327393,0.05061979219317436,0.17825311422348022,0.38167938590049744,0.0009806501911953092
0.31638863682746887,0.699511706829071,0.04160183295607567,0.1523464024066925,0.6412213444709778,0.3328865170478821,0.6854757070541382,0.04094523563981056,0.2492307722568512,0.3091602921485901,0.0009698764770291746
0.3347281217575073,0.7114964723587036,0.039454326033592224,0.16023166477680206,0.6335877776145935,0.3350905179977417,0.6750460863113403,0.04319483041763306,0.23173803091049194,0.35114502906799316,0.0009568159584887326
