,Unnamed: 0,target_id,kepoi_name,kepler_name,ra,ra_err,ra_str,dec,dec_err,dec_str,koi_gmag,koi_gmag_err,koi_rmag,koi_rmag_err,koi_imag,koi_imag_err,koi_zmag,koi_zmag_err,koi_jmag,koi_jmag_err,koi_hmag,koi_hmag_err,koi_kmag,koi_kmag_err,koi_kepmag,koi_kepmag_err,koi_delivname,koi_vet_stat,koi_quarters,koi_disposition,koi_pdisposition,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_bin_oedp_sig,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_trans_mod,koi_model_snr,koi_model_dof,koi_model_chisq,epoch,koi_time0bk_err1,koi_time0bk_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,period,koi_period_err1,koi_period_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_comment,koi_vet_date,koi_tce_plnt_num,koi_tce_delivname,koi_datalink_dvs,koi_disp_prov,koi_parm_prov,koi_time0,koi_time0_err1,koi_time0_err2,koi_datalink_dvr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_insol_err1,koi_insol_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_score,sky_coord.ra,sky_coord.dec,label,catalog,toi,toidisplay,toipfx,ctoi_alias,pl_pnum,tfopwg_disp,st_tmag,st_tmagerr1,st_tmagerr2,st_tmagsymerr,st_tmaglim,rastr,raerr1,raerr2,rasymerr,decstr,decerr1,decerr2,decsymerr,st_pmra,st_pmraerr1,st_pmraerr2,st_pmrasymerr,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdecsymerr,st_pmdeclim,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidsymerr,pl_tranmidlim,pl_orbpererr1,pl_orbpererr2,pl_orbpersymerr,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhsymerr,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandepsymerr,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radesymerr,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insolsymerr,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtsymerr,pl_eqtlim,st_dist,st_disterr1,st_disterr2,st_distsymerr,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_teffsymerr,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_loggsymerr,st_logglim,st_rad,st_raderr1,st_raderr2,st_radsymerr,st_radlim,sectors,toi_created,rowupdate,release_date,tce_plnt_num,tce_rogue_flag,tce_period_err,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
1564,1638,9597058,K01819.01,Kepler-962 b,295.31314,0.0,19h41m15.15s,46.237492,0.0,+46d14m15.0s,14.109,,13.528,,13.347,,13.256,,12.331,0.024,11.962,0.019,11.904,0.019,13.576,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,1.0,108.0,7.5029855,43.550297,0.3429,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1959,0.5086,Mandel and Agol (2002 ApJ 580 171),20.8,,,135.41595,0.00305,-0.00305,0.0,,,,,,1.96,0.19,-0.11,0.0984,,,0.548,0.392,-0.334,2.3462,0.0989,-0.0989,,,,523.9,29.6,-29.6,12.05705659,4.719e-05,-4.719e-05,0.021488,0.000167,-0.001493,33.9,10.2,-10.2,89.07,,,689.0,,,5365.0,107.0,-107.0,4.537,0.036,-0.078,0.0,0.15,-0.15,0.834,0.084,-0.045,0.873,0.049,-0.054,,,,q1_q17_dr25_stellar,0.548,19.6875428,5.1e-06,46.237466,6.4e-05,-0.02,0.19,-0.09,0.23,5e-05,0.0001,6e-05,0.00012,-0.05,0.096,-0.08,0.12,0.1,0.12,0.054,0.094,0.02,0.12,0.06,0.1,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,009/009597/009597058/dv/kplr009597058-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454968.416,0.00305,-0.00305,009/009597/009597058/dv/kplr009597058-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,53.26,16.58,-9.28,5.05088,3.04772,-4.62072,LS+MCMC,1.0,295.31314,46.237492,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,20131,3338885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.948,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.26077e-06,0.000505293,0.899,0.1198,1.832,0.1888,393.7,9.574,52.88,4.074,2.711,1600.0,393.0,1547.19,1521.55,4883.0,146.0,3.97,0.57,1.667,1.082
1566,41060,9466312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.91,,,,,,,,,,,,,,,,,,,,,,,,,,,275.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.00326018,0.00561196,0.01806,10270.0,0.7395,5.387,663.4,309.3,5.324,1.871,86.41,229.0,10.1,0.65,0.11,5229.0,156.0,4.56,0.07,0.724,0.082
1567,13823,20182780,,,226.337147,,,36.786975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459715.022491,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3533211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.337147,36.786975,1,TOI,3984.01,TOI-3984.01,3984.0,20182780.01,1.0,CP,13.4609,0.007,-0.007,1.0,0.0,15h05m20.92s,,,0.0,+36d47m13.11s,,,0.0,-48.936,0.051,-0.051,1.0,0.0,42.685,0.055,-0.055,1.0,0.0,0.001149,-0.001149,1.0,0.0,8.6e-06,-8.6e-06,1.0,0.0,1.894,0.137,-0.137,1.0,0.0,21740.0,10.4724,-10.4724,1.0,0.0,7.17236,0.270225,-0.270225,1.0,0.0,14.9972,,,0.0,0.0,548.0,,,0.0,0.0,108.883,0.4305,-0.4305,1.0,0.0,3422.0,157.0,-157.0,1.0,0.0,4.77,0.01,-0.01,1.0,0.0,0.46,0.01,-0.01,1.0,0.0,,2021-06-23 15:24:20,2024-08-22 10:08:01,2025-08-25 10:17:58,,,,,,,,,,,,,,,,,,,,,,,
1568,40820,9413489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.471,,,,,,,,,,,,,,,,,,,,,,,,,,,368.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0144907,0.0276491,0.7609,1.481,12.27,3.1,453.1,71.12,6.56,2.246,1.451,256.0,23.5,1.01,0.37,5831.0,174.0,4.43,0.19,0.968,0.282
1569,14214,144700903,,,85.080054,,,11.562637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458470.580837,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.080054,11.562637,1,TOI,532.01,TOI-532.01,532.0,144700903.01,1.0,CP,12.6785,0.007,-0.007,1.0,0.0,05h40m19.21s,,,0.0,+11d33m45.49s,,,0.0,23.368,0.061,-0.061,1.0,0.0,-38.099,0.047,-0.047,1.0,0.0,0.000461,-0.000461,1.0,0.0,2.8e-06,-2.8e-06,1.0,0.0,1.6497284,0.2549551,-0.2549551,1.0,0.0,7844.7831198,275.52435,-275.52435,1.0,0.0,5.5911206,1.0404642,-1.0404642,1.0,0.0,87.0961414,,,0.0,0.0,779.1471354,,,0.0,0.0,135.047,0.548,-0.548,1.0,0.0,3946.0,69.0,-69.0,1.0,0.0,4.69039,0.330439,-0.330439,1.0,0.0,0.623609,0.0186859,-0.0186859,1.0,0.0,,2019-03-28 00:07:14,2024-11-14 17:22:21,2025-08-25 10:17:58,,,,,,,,,,,,,,,,,,,,,,,
1570,555,8410727,K01148.01,Kepler-270 b,282.2001,0.0,18h48m48.02s,44.422298,0.0,+44d25m20.3s,14.232,,13.841,,13.769,,13.66,,12.938,0.021,12.614,0.023,12.627,0.019,13.908,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,2.0,120.0,4.4611506,23.003267,0.5141,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2891,0.3589,Mandel and Agol (2002 ApJ 580 171),27.7,,,135.39622,0.00365,-0.00365,0.0,,,,,,2.07,0.37,-0.37,0.1045,,,0.755,0.011,-0.543,5.046,0.111,-0.111,,,,182.3,7.1,-7.1,11.47609015,5.083e-05,-5.083e-05,0.013423,0.002793,-0.001102,11.78,4.8,-4.8,86.33,,,984.0,,,6071.0,121.0,-133.0,4.202,0.149,-0.122,0.1,0.15,-0.15,1.41,0.252,-0.252,1.156,0.104,-0.093,,,,q1_q17_dr25_stellar,1.0,18.813333,1.3e-05,44.42233,0.00014,-0.25,0.5,0.1,0.5,0.0,9.2e-05,0.0,9.2e-05,0.23,0.21,0.18,0.2,0.29,0.21,0.28,0.22,0.16,0.18,0.32,0.21,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,008/008410/008410727/dv/kplr008410727-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454968.396,0.00365,-0.00365,008/008410/008410727/dv/kplr008410727-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,221.34,111.44,-84.71,0.23497,0.48173,-0.03734,LS+MCMC,1.0,282.2001,44.422298,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,169,6948054,K00869.03,Kepler-245 c,291.63898,0.0,19h26m33.36s,42.436321,0.0,+42d26m10.8s,16.312,,15.541,,15.293,,15.162,,14.121,0.028,13.688,0.033,13.639,0.053,15.599,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,4.0,69.0,4.671781,16.755081,0.4718,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.153,0.5684,Mandel and Agol (2002 ApJ 580 171),22.6,,,137.26594,0.00242,-0.00242,0.0,,,,,,2.32,0.15,-0.12,0.1236,,,0.594,0.326,-0.377,2.2641,0.0721,-0.0721,,,,812.4,38.3,-38.3,17.46087931,5.278e-05,-5.278e-05,0.026969,0.005973,-0.001433,49.3,19.7,-19.7,89.31,,,568.0,,,5103.0,101.0,-101.0,4.562,0.032,-0.052,0.04,0.15,-0.15,0.787,0.051,-0.039,0.823,0.041,-0.047,,,,q1_q17_dr25_stellar,0.001,19.442599,1.6e-05,42.43603,0.00017,0.05,0.65,-1.03,0.61,-4e-05,0.00047,0.00093,0.00044,-0.08,0.51,0.08,0.24,0.11,0.46,-0.1,0.52,0.21,0.2,0.23,0.34,NO_COMMENT,2018-08-16 00:00:00,4.0,q1_q17_dr25_tce,006/006948/006948054/dv/kplr006948054-004-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454970.266,0.00242,-0.00242,006/006948/006948054/dv/kplr006948054-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,24.6,5.57,-4.08,7.45729,5.94226,-6.40602,LS+MCMC,1.0,291.63898,42.436321,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,36473,8172778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.716,,,,,,,,,,,,,,,,,,,,,,,,,,,357.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0113771,0.01436,0.7905,0.7775,9.971,1.834,477.2,69.43,7.385,2.575,1.205,271.0,26.5,1.27,0.5,5935.0,193.0,4.4,0.2,1.068,0.319
1573,7426,10989274,K06233.01,Kepler-1645 b,297.47946,0.0,19h49m55.07s,48.418571,0.0,+48d25m06.9s,14.987,,14.412,,14.251,,14.184,,13.286,0.023,12.949,0.018,12.897,0.035,14.472,,cumulative,Done,11111101110111011000000000000000,CONFIRMED,CANDIDATE,1.0,69.0,8.148971,18.333866,0.8077,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,Mandel and Agol (2002 ApJ 580 171),6.0,,,132.326,0.345,-0.345,0.0,,,,,,2.25,0.7,-0.3,0.1285,,,0.081,0.265,-0.081,5.18,5.9,-5.9,,,,449.0,2273.0,-2273.0,16.17803,0.05099,-0.05099,0.019283,0.051242,-0.009492,24.26,4.5,-4.5,89.81,,,754.0,,,5929.0,160.0,-196.0,4.413,0.07,-0.21,0.14,0.2,-0.3,1.069,0.33,-0.141,1.079,0.136,-0.136,,,,q1_q17_dr25_stellar,,19.83199,2e-05,48.41862,0.00021,0.91,0.71,0.19,0.77,,,,,1.47,0.28,-4.74,0.6,4.96,0.61,1.77,0.29,-4.25,0.52,4.61,0.54,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,010/010989/010989274/dv/kplr010989274-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.326,0.345,-0.345,010/010989/010989274/dv/kplr010989274-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,76.54,69.28,-26.12,1.0322,0.19029,-0.82728,LS+MCMC,1.0,297.47946,48.418571,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,1698,10709622,K02108.01,Kepler-1102 b,281.32257,0.0,18h45m17.42s,48.066502,0.0,+48d03m59.4s,15.381,,14.887,,14.772,,14.677,,13.838,0.027,13.48,0.027,13.381,0.042,14.955,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,1.0,28.0,7.873876,26.047709,0.5512,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,Mandel and Agol (2002 ApJ 580 171),34.7,,,177.67418,0.00468,-0.00468,0.0,,,,,,3.06,0.96,-0.48,0.2731,,,0.582,0.301,-0.362,9.357,0.156,-0.156,,,,692.3,22.9,-22.9,51.3283527,0.0003026,-0.0003026,0.025029,0.003642,-0.000918,35.4,11.8,-11.8,89.06,,,546.0,,,6119.0,171.0,-214.0,4.353,0.108,-0.201,-0.1,0.25,-0.3,1.119,0.35,-0.175,1.027,0.167,-0.125,,,,q1_q17_dr25_stellar,0.049,18.754817,1.4e-05,48.06682,0.00015,-0.77,0.51,1.16,0.54,2e-05,0.00034,-0.00042,0.00036,-0.34,0.15,0.21,0.2,0.4,0.18,-0.35,0.15,0.3,0.2,0.46,0.2,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,010/010709/010709622/dv/kplr010709622-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2455010.674,0.00468,-0.00468,010/010709/010709622/dv/kplr010709622-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,21.06,19.47,-8.06,0.31768,0.21273,-0.2057,LS+MCMC,0.998,281.32257,48.066502,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,3358,8344004,K00573.02,Kepler-188 b,281.27972,0.0,18h45m07.13s,44.315529,0.0,+44d18m55.9s,15.135,,14.625,,14.476,,14.464,,13.536,0.026,13.197,0.025,13.144,0.027,14.674,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,2.0,617.0,4.083681,23.648258,0.8722,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2291,0.4603,Mandel and Agol (2002 ApJ 580 171),27.9,,,133.19888,0.00206,-0.00206,0.0,,,,,,1.63,0.24,-0.19,0.0313,,,0.537,0.391,-0.323,1.9743,0.0617,-0.0617,,,,214.0,8.8,-8.8,2.06190864,5.013e-06,-5.013e-06,0.013746,9.6e-05,-0.000801,6.9,2.1,-2.1,85.54,,,1463.0,,,5622.0,76.0,-84.0,4.346,0.126,-0.103,0.14,0.15,-0.15,1.089,0.16,-0.128,0.958,0.068,-0.05,,,,q1_q17_dr25_stellar,0.006,18.751949,1.4e-05,44.31565,0.00014,-1.26,0.56,0.44,0.52,0.0002,0.00012,-0.00012,0.00011,-0.06,0.21,0.08,0.24,0.1,0.25,0.0,0.21,-0.06,0.26,0.06,0.26,NO_COMMENT,2018-08-16 00:00:00,2.0,q1_q17_dr25_tce,008/008344/008344004/dv/kplr008344004-002-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454966.199,0.00206,-0.00206,008/008344/008344004/dv/kplr008344004-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,1082.28,419.94,-288.72,1.46184,0.8982,-1.29607,LS+MCMC,0.999,281.27972,44.315529,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,2079,9664142,K02654.01,Kepler-1305 b,297.33945,0.0,19h49m21.47s,46.347252,0.0,+46d20m50.1s,16.327,,15.724,,15.552,,15.435,,14.493,0.028,14.101,0.03,14.104,0.058,15.785,,cumulative,Done,11111101110111011000000000000000,CONFIRMED,CANDIDATE,1.0,79.0,3.9537559,13.206011,0.08,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,Mandel and Agol (2002 ApJ 580 171),15.4,,,140.65364,0.0078,-0.0078,0.0,,,,,,1.75,0.51,-0.17,0.1109,,,0.704,0.005,-0.524,5.438,0.23,-0.23,,,,336.4,25.2,-25.2,13.5631157,0.0001434,-0.0001434,0.017929,0.003638,-0.001376,14.04,5.6,-5.6,87.13,,,733.0,,,5853.0,157.0,-192.0,4.529,0.048,-0.192,-0.1,0.3,-0.3,0.895,0.26,-0.087,0.99,0.104,-0.127,,,,q1_q17_dr25_stellar,0.039,19.822602,2.7e-05,46.3469,0.00033,-1.0,1.0,-1.3,1.2,0.00031,0.00034,0.00042,0.00039,-0.11,0.24,0.12,0.54,0.16,0.44,-0.05,0.23,0.21,0.54,0.22,0.52,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,009/009664/009664142/dv/kplr009664142-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454973.654,0.0078,-0.0078,009/009664/009664142/dv/kplr009664142-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,68.41,58.24,-19.62,0.28446,0.4553,-0.24518,LS+MCMC,0.978,297.33945,46.347252,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,45401,10198942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.083,,,,,,,,,,,,,,,,,,,,,,,,,,,546.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.100292,0.0698549,0.9707,0.004541,92.55,3.825,457.3,42.5,13.76,3.838,0.8487,279.0,23.8,1.44,0.49,6244.0,189.0,4.19,0.19,1.377,0.296
1578,1981,9006186,K02169.03,Kepler-1130 d,285.20749,0.0,19h00m49.80s,45.38435,0.0,+45d23m03.7s,12.944,,12.326,,12.172,,12.092,,11.137,0.023,10.735,0.018,10.662,0.016,12.404,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,4.0,277.0,6.6511064,13.706386,0.4707,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2291,0.4603,Mandel and Agol (2002 ApJ 580 171),13.7,,,133.21863,0.00437,-0.00437,0.0,,,,,,0.64,0.07,-0.03,0.0506,,,0.744,0.225,-0.513,2.113,0.125,-0.125,,,,48.9,3.9,-3.9,4.27226421,2.236e-05,-2.236e-05,0.006951,0.002237,-0.000711,10.53,4.3,-4.3,85.95,,,981.0,,,5450.0,108.0,-108.0,4.563,0.017,-0.094,0.1,0.15,-0.15,0.842,0.093,-0.033,0.944,0.039,-0.066,,,,q1_q17_dr25_stellar,0.066,19.013837,1.3e-05,45.38416,0.00014,0.2,0.5,-0.67,0.52,-2.1e-05,2.5e-05,2.9e-05,2.6e-05,-0.64,0.18,-1.41,0.32,1.55,0.3,-0.79,0.18,-1.43,0.34,1.63,0.31,NO_COMMENT,2018-08-16 00:00:00,3.0,q1_q17_dr25_tce,009/009006/009006186/dv/kplr009006186-003-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454966.219,0.00437,-0.00437,009/009006/009006186/dv/kplr009006186-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,218.63,72.98,-32.33,1.2086,2.47146,-1.15158,LS+MCMC,0.649,285.20749,45.38435,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,1057,4278221,K01615.01,Kepler-908 b,295.32251,0.0,19h41m17.40s,39.376492,0.0,+39d22m35.4s,11.951,,11.478,,11.341,,11.283,,10.406,0.021,10.043,0.019,9.993,0.018,11.524,,cumulative,Done,11111011101110111000000000000000,CONFIRMED,CANDIDATE,1.0,801.0,7.200995,45.450558,0.5423,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2826,0.3729,Mandel and Agol (2002 ApJ 580 171),37.6,,,132.24549,0.0013,-0.0013,0.0,,,,,,1.16,0.2,-0.09,0.0247,,,0.007,0.437,-0.007,1.6484,0.0415,-0.0415,,,,107.5,3.4,-3.4,1.340596782,2.113e-06,-2.113e-06,0.009466,0.000345,-0.000185,6.299,0.665,-0.665,89.94,,,1783.0,,,5992.0,119.0,-119.0,4.385,0.054,-0.117,0.18,0.15,-0.15,1.125,0.186,-0.093,1.122,0.078,-0.078,,,,q1_q17_dr25_stellar,0.176,19.6881757,5.2e-06,39.376481,6.6e-05,0.37,0.22,-0.03,0.24,3e-06,2.3e-05,2.5e-05,2.5e-05,0.02,0.16,0.1,0.66,0.11,0.64,0.2,0.16,0.15,0.73,0.25,0.4,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,004/004278/004278221/dv/kplr004278221-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.245,0.0013,-0.0013,004/004278/004278221/dv/kplr004278221-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,2393.35,1122.81,-534.63,2.63042,0.27761,-0.88739,LS+MCMC,1.0,295.32251,39.376492,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
