,Unnamed: 0,target_id,kepoi_name,kepler_name,ra,ra_err,ra_str,dec,dec_err,dec_str,koi_gmag,koi_gmag_err,koi_rmag,koi_rmag_err,koi_imag,koi_imag_err,koi_zmag,koi_zmag_err,koi_jmag,koi_jmag_err,koi_hmag,koi_hmag_err,koi_kmag,koi_kmag_err,koi_kepmag,koi_kepmag_err,koi_delivname,koi_vet_stat,koi_quarters,koi_disposition,koi_pdisposition,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_bin_oedp_sig,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_trans_mod,koi_model_snr,koi_model_dof,koi_model_chisq,epoch,koi_time0bk_err1,koi_time0bk_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,period,koi_period_err1,koi_period_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_comment,koi_vet_date,koi_tce_plnt_num,koi_tce_delivname,koi_datalink_dvs,koi_disp_prov,koi_parm_prov,koi_time0,koi_time0_err1,koi_time0_err2,koi_datalink_dvr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_insol_err1,koi_insol_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_score,sky_coord.ra,sky_coord.dec,label,catalog,toi,toidisplay,toipfx,ctoi_alias,pl_pnum,tfopwg_disp,st_tmag,st_tmagerr1,st_tmagerr2,st_tmagsymerr,st_tmaglim,rastr,raerr1,raerr2,rasymerr,decstr,decerr1,decerr2,decsymerr,st_pmra,st_pmraerr1,st_pmraerr2,st_pmrasymerr,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdecsymerr,st_pmdeclim,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidsymerr,pl_tranmidlim,pl_orbpererr1,pl_orbpererr2,pl_orbpersymerr,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhsymerr,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandepsymerr,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radesymerr,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insolsymerr,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtsymerr,pl_eqtlim,st_dist,st_disterr1,st_disterr2,st_distsymerr,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_teffsymerr,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_loggsymerr,st_logglim,st_rad,st_raderr1,st_raderr2,st_radsymerr,st_radlim,sectors,toi_created,rowupdate,release_date,tce_plnt_num,tce_rogue_flag,tce_period_err,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
7294,3606,3541946,K00624.01,Kepler-198 b,290.67313,0.0,19h22m41.55s,38.69101,0.0,+38d41m27.6s,14.081,,13.543,,13.39,,13.346,,12.421,0.021,12.067,0.021,12.027,0.02,13.597,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,3.0,75.0,12.067978,66.874435,0.4176,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2291,0.4603,Mandel and Agol (2002 ApJ 580 171),67.2,,,182.43745,0.00143,-0.00143,0.0,,,,,,2.7,0.36,-0.19,0.1304,,,0.182,0.214,-0.182,4.4116,0.0481,-0.0481,,,,871.4,13.7,-13.7,17.79001678,3.203e-05,-3.203e-05,0.026716,0.000543,-0.000378,31.13,2.9,-2.9,89.66,,,655.0,,,5569.0,111.0,-111.0,4.474,0.059,-0.11,0.07,0.15,-0.15,0.927,0.122,-0.066,0.935,0.057,-0.057,,,,q1_q17_dr25_stellar,0.078,19.3782109,2.8e-06,38.69108,4.1e-05,0.07,0.12,0.25,0.15,-7e-05,0.00011,-0.00015,0.00014,-0.125,0.099,0.13,0.13,0.18,0.12,-0.102,0.1,0.2,0.13,0.23,0.13,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,003/003541/003541946/dv/kplr003541946-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2455015.437,0.00143,-0.00143,003/003541/003541946/dv/kplr003541946-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,43.5,16.78,-8.87,1.80367,0.16964,-0.35595,LS+MCMC,1.0,290.67313,38.69101,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7295,10305,139375960,,,38.361569,,,41.013432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458793.27728,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.361569,41.013432,1,TOI,1601.01,TOI-1601.01,1601.0,139375960.01,1.0,CP,10.1035,0.007,-0.007,1.0,0.0,02h33m26.78s,,,0.0,+41d00m48.36s,,,0.0,21.708,0.095,-0.095,1.0,0.0,-0.874,0.09,-0.09,1.0,0.0,0.00127,-0.00127,1.0,0.0,0.00052,-0.00052,1.0,0.0,6.191,0.15,-0.15,1.0,0.0,4220.0,0.467679,-0.467679,1.0,0.0,14.6101,0.793698,-0.793698,1.0,0.0,1071.42,,,0.0,0.0,1593.0,,,0.0,0.0,336.608,8.1935,-8.1935,1.0,0.0,5917.0,125.8,-125.8,1.0,0.0,3.78,0.08,-0.08,1.0,0.0,2.22,0.12,-0.12,1.0,0.0,,2019-12-19 20:58:22,2022-01-12 12:02:22,2025-08-25 10:17:58,,,,,,,,,,,,,,,,,,,,,,,
7296,34507,7673841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.153,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,7.30817e-05,0.00558866,0.7943,1.392,2.229,0.2558,69.48,7.305,9.999,1.048,0.6984,901.0,64.6,155.84,44.7,5767.0,115.0,4.29,0.16,1.135,0.202
7297,47693,10545066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.157,,,,,,,,,,,,,,,,,,,,,,,,,,,19.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,7.05856e-05,0.00267207,0.7817,0.3918,5.63,0.3989,371.2,11.44,32.11,2.331,0.5367,708.0,39.7,59.47,13.33,5747.0,115.0,4.33,0.12,1.099,0.164
7298,10554,17993892,,,171.274935,,,41.028021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459632.338336,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1244833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.274935,41.028021,1,TOI,1800.01,TOI-1800.01,1800.0,17993892.01,1.0,KP,11.1065,0.007,-0.007,1.0,0.0,11h25m05.98s,,,0.0,+41d01m40.88s,,,0.0,-1.088,0.047,-0.047,1.0,0.0,13.243,0.061,-0.061,1.0,0.0,0.000501,-0.000501,1.0,0.0,4.4e-06,-4.4e-06,1.0,0.0,3.567,0.074,-0.074,1.0,0.0,9590.0,1.24726,-1.24726,1.0,0.0,12.4249,0.670575,-0.670575,1.0,0.0,459.542,,,0.0,0.0,1289.0,,,0.0,0.0,277.278,3.1795,-3.1795,1.0,0.0,5634.0,125.032,-125.032,1.0,0.0,4.24009,0.0810481,-0.0810481,1.0,0.0,1.26,0.07,-0.07,1.0,0.0,,2020-04-15 12:38:54,2022-07-07 16:02:02,2025-08-25 10:17:58,,,,,,,,,,,,,,,,,,,,,,,
7299,41930,9291039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.259,,,,,,,,,,,,,,,,,,,,,,,,,,,8.80849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.000218498,0.0189108,0.9942,0.007022,20.09,1.053,50.09,14.28,17.96,1.379,0.514,1000.0,68.8,236.45,65.03,6017.0,181.0,4.3,0.14,1.21,0.245
7300,30133,6963490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.277,,,,,,,,,,,,,,,,,,,,,,,,,,,0.850059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.5598e-05,0.0127053,0.7219,8.476,2.916,1.402,78.66,33.89,3.181,1.177,2.691,2370.0,235.0,7485.53,2963.45,6656.0,241.0,4.35,0.2,1.232,0.397
7301,3415,10265898,K00732.03,Kepler-656 c,288.32791,0.0,19h13m18.70s,47.381592,0.0,+47d22m53.7s,15.969,,15.255,,15.073,,14.978,,14.054,0.027,13.616,0.024,13.503,0.033,15.342,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,3.0,241.0,3.538901,10.598249,0.6144,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2111,0.4955,Mandel and Agol (2002 ApJ 580 171),12.6,,,132.55624,0.00796,-0.00796,0.0,,,,,,1.41,0.38,-0.11,0.0602,,,0.837,0.108,-0.597,3.078,0.197,-0.197,,,,169.0,14.6,-14.6,5.25449393,5.613e-05,-5.613e-05,0.013572,0.002167,-0.001976,7.52,3.4,-3.4,83.61,,,975.0,,,5550.0,166.0,-183.0,4.5,0.046,-0.184,0.46,0.05,-0.3,0.954,0.252,-0.079,1.05,0.075,-0.113,,,,q1_q17_dr25_stellar,0.218,19.221847,3.1e-05,47.38182,0.0003,-0.5,1.2,0.8,1.1,8e-05,0.00021,-0.00018,0.0002,0.7,1.8,2.75,0.78,2.8,1.1,0.7,1.6,2.54,0.8,2.6,1.0,CENT_FEW_DIFFS,2018-08-16 00:00:00,2.0,q1_q17_dr25_tce,010/010265/010265898/dv/kplr010265898-002-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.556,0.00796,-0.00796,010/010265/010265898/dv/kplr010265898-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,213.25,170.17,-56.37,0.29085,1.32126,-0.23589,LS+MCMC,0.992,288.32791,47.381592,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7302,35013,7624741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.605,,,,,,,,,,,,,,,,,,,,,,,,,,,159.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.00556736,0.0987844,0.8586,0.6409,14.64,6.925,100.1,26.38,6.739,1.042,0.5186,349.0,23.2,3.52,0.94,6170.0,186.0,4.47,0.13,0.916,0.17
7303,10888,124778445,,,94.444759,,,-35.706364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459203.395868,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6751568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.444759,-35.706364,1,TOI,2503.01,TOI-2503.01,2503.0,124778445.01,1.0,KP,13.9819,0.006,-0.006,1.0,0.0,06h17m46.74s,,,0.0,-35d42m22.91s,,,0.0,-8.838,0.033,-0.033,1.0,0.0,8.771,0.032,-0.032,1.0,0.0,0.001231,-0.001231,1.0,0.0,0.0001458,-0.0001458,1.0,0.0,2.2718194,0.1026523,-0.1026523,1.0,0.0,17781.0520005,533.70654,-533.70654,1.0,0.0,13.2366563,0.4848281,-0.4848281,1.0,0.0,1000.567857,,,0.0,0.0,1434.4366942,,,0.0,0.0,743.972,10.74,-10.74,1.0,0.0,5457.0,122.0,-122.0,1.0,0.0,4.44807,,,1.0,0.0,0.963518,,,1.0,0.0,,2021-02-19 00:37:59,2021-10-29 12:59:15,2025-08-25 10:17:58,,,,,,,,,,,,,,,,,,,,,,,
7304,33972,7971521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.583,,,,,,,,,,,,,,,,,,,,,,,,,,,523.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0110558,0.0142823,0.5854,2.508,15.12,1.333,190.5,19.37,9.926,1.642,0.8067,259.0,19.3,1.07,0.32,6217.0,206.0,4.33,0.14,1.14,0.256
7305,36739,8114921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.445,,,,,,,,,,,,,,,,,,,,,,,,,,,24.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.00053878,0.0186978,0.9922,0.1746,3.901,1.56,267.6,148.9,10.52,3.411,13.51,768.0,77.1,82.43,33.07,6539.0,214.0,4.32,0.2,1.265,0.41
7306,23766,4825832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.776,,,,,,,,,,,,,,,,,,,,,,,,,,,347.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,-1.0,-1.0,0.1,-1.0,3.0,-1.0,453.8,-1.0,-1.0,222.2,-1.0,1600.0,-1.0,1538.53,-1.0,3429.0,117.0,0.4,0.27,113.4,29.86
7307,12472,150030205,,,90.984276,,,-60.666335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2460186.64883,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5117221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.984276,-60.666335,1,TOI,286.01,TOI-286.01,286.0,150030205.01,1.0,CP,9.1059,0.006,-0.006,1.0,0.0,06h03m56.23s,,,0.0,-60d39m58.81s,,,0.0,76.064,0.048,-0.048,1.0,0.0,-3.482,0.04,-0.04,1.0,0.0,0.001656,-0.001656,1.0,0.0,5.9e-06,-5.9e-06,1.0,0.0,1.785,0.286,-0.286,1.0,0.0,313.0,15.4327,-15.4327,1.0,0.0,1.40246,0.0932244,-0.0932244,1.0,0.0,86.7681,,,0.0,0.0,850.0,,,0.0,0.0,59.2293,0.07465,-0.07465,1.0,0.0,5245.0,183.0,-183.0,1.0,0.0,4.57666,0.27213,-0.27213,1.0,0.0,0.79,0.05,-0.05,1.0,0.0,,2019-05-07 17:42:37,2025-04-21 12:03:49,2025-08-25 10:17:58,,,,,,,,,,,,,,,,,,,,,,,
7308,9083,7935997,K05447.02,Kepler-1629 b,280.2066,0.0,18h40m49.58s,43.774288,0.0,+43d46m27.4s,13.21,,12.671,,12.553,,12.522,,11.595,0.024,11.302,0.03,11.218,0.018,12.75,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,2.0,348.0,3.5178986,10.725665,0.0121,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2602,0.4096,Mandel and Agol (2002 ApJ 580 171),14.2,,,134.84758,0.00685,-0.00685,0.0,,,,,,0.68,0.09,-0.03,0.0485,,,0.025,0.443,-0.025,2.314,0.254,-0.254,,,,58.6,5.1,-5.1,3.87594316,2.665e-05,-2.665e-05,0.00694,0.000461,-0.000307,12.897,0.281,-0.281,89.89,,,1081.0,,,5713.0,68.0,-85.0,4.541,0.013,-0.117,0.07,0.15,-0.15,0.893,0.125,-0.033,1.01,0.043,-0.073,,,,q1_q17_dr25_stellar,0.327,18.680435,2.3e-05,43.77411,0.00024,-0.24,0.9,-0.64,0.86,-1.1e-05,4.8e-05,3.5e-05,4.6e-05,-0.09,0.68,0.87,0.4,0.87,0.41,-0.05,0.6,1.03,0.44,1.03,0.45,SWEET_NTL,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,007/007935/007935997/dv/kplr007935997-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454967.848,0.00685,-0.00685,007/007935/007935997/dv/kplr007935997-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,323.21,117.17,-40.89,2.70101,0.05891,-1.90538,LS+MCMC,0.0,280.2066,43.774288,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7309,13626,332579116,,,62.022558,,,-12.332383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458456.806385,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9017499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.022558,-12.332383,0,TOI,4197.01,TOI-4197.01,4197.0,332579116.01,1.0,PC,12.8512,0.006,-0.006,1.0,0.0,04h08m05.41s,,,0.0,-12d19m56.58s,,,0.0,-2.192,0.03,-0.03,1.0,0.0,-4.431,0.021,-0.021,1.0,0.0,0.000506,-0.000506,1.0,0.0,0.0002889,-0.0002889,1.0,0.0,1.845,0.221,-0.221,1.0,0.0,27430.0,18.5068,-18.5068,1.0,0.0,12.6062,0.971587,-0.971587,1.0,0.0,73.9553,,,0.0,0.0,816.0,,,0.0,0.0,240.7,1.3865,-1.3865,1.0,0.0,4665.0,121.8,-121.8,1.0,0.0,4.6,0.09,-0.09,1.0,0.0,0.71,0.05,-0.05,1.0,0.0,,2021-07-12 14:25:44,2024-08-22 10:08:01,2025-08-25 10:17:58,,,,,,,,,,,,,,,,,,,,,,,
7310,33935,7847927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.343,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0803e-05,0.000241035,0.9223,0.01766,8.423,0.01897,38470.0,58.84,715.9,21.42,4.381,373.0,24.8,4.6,1.22,5458.0,163.0,4.6,0.13,0.755,0.151
7311,13694,94986319,,,81.853282,,,-14.27674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458441.280669,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1976858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.853282,-14.27674,1,TOI,421.02,TOI-421.02,421.0,94986319.02,2.0,CP,9.2711,0.006,-0.006,1.0,0.0,05h27m24.79s,,,0.0,-14d16m36.26s,,,0.0,-35.687,0.046,-0.046,1.0,0.0,50.45,0.064,-0.064,1.0,0.0,0.001549,-0.001549,1.0,0.0,2.94e-05,-2.94e-05,1.0,0.0,1.8810737,0.3464259,-0.3464259,1.0,0.0,437.4376044,38.440166,-38.440166,1.0,0.0,1.9257346,0.9877214,-0.9877214,1.0,0.0,162.5917886,,,0.0,0.0,910.7399798,,,0.0,0.0,74.7969,0.2035,-0.2035,1.0,0.0,5718.0,189.0,-189.0,1.0,0.0,4.35658,2.00367,-2.00367,1.0,0.0,0.860124,0.0494975,-0.0494975,1.0,0.0,,2021-10-21 22:08:38,2022-01-12 12:02:22,2025-08-25 10:17:58,,,,,,,,,,,,,,,,,,,,,,,
7312,2633,9693006,K02913.01,Kepler-1385 b,282.63138,0.0,18h50m31.53s,46.48111,0.0,+46d28m52.0s,13.319,,12.793,,12.661,,12.594,,11.724,0.023,11.394,0.018,11.361,0.011,12.858,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,1.0,463.0,3.298866,14.267832,0.9657,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2517,0.4369,Mandel and Agol (2002 ApJ 580 171),17.2,,,132.33651,0.00485,-0.00485,0.0,,,,,,0.84,0.16,-0.14,0.0415,,,0.242,0.216,-0.242,2.977,0.174,-0.174,,,,40.9,2.9,-2.9,2.88878583,1.761e-05,-1.761e-05,0.005802,0.00032,-0.000229,7.26,2.0,-2.0,88.09,,,1423.0,,,5696.0,113.0,-101.0,4.247,0.13,-0.117,0.44,0.05,-0.15,1.331,0.244,-0.22,1.139,0.083,-0.101,,,,q1_q17_dr25_stellar,0.107,18.842129,2.4e-05,46.48105,0.00022,1.41,0.89,-0.21,0.8,-6.2e-05,3.5e-05,5e-06,3.2e-05,-0.36,0.37,0.28,0.34,0.46,0.36,-0.42,0.37,-0.07,0.31,0.42,0.37,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,009/009693/009693006/dv/kplr009693006-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.337,0.00485,-0.00485,009/009693/009693006/dv/kplr009693006-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,969.05,498.79,-340.5,0.86888,0.23719,-0.32798,LS+MCMC,0.997,282.63138,46.48111,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7313,20450,3541800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.359,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.37603e-05,0.00228172,0.9997,0.05551,3.756,0.1511,335.0,38.8,31.32,3.692,4.201,1170.0,113.0,437.48,169.46,6191.0,216.0,4.45,0.2,1.025,0.293
7314,11058,229791084,,,284.443905,,,69.570837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459766.543741,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6453265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.443905,69.570837,1,TOI,1864.01,TOI-1864.01,1864.0,229791084.01,1.0,KP,12.2856,0.007,-0.007,1.0,0.0,18h57m46.54s,,,0.0,+69d34m15.01s,,,0.0,-5.575,0.035,-0.035,1.0,0.0,-3.373,0.044,-0.044,1.0,0.0,0.000146,-0.000146,1.0,0.0,3e-07,-3e-07,1.0,0.0,2.59,0.011,-0.011,1.0,0.0,19310.0,0.137604,-0.137604,1.0,0.0,19.0536,0.849766,-0.849766,1.0,0.0,1816.48,,,0.0,0.0,1818.0,,,0.0,0.0,559.068,6.021,-6.021,1.0,0.0,6023.0,120.7,-120.7,1.0,0.0,4.25,0.08,-0.08,1.0,0.0,1.32,0.06,-0.06,1.0,0.0,,2020-05-29 16:35:30,2022-10-05 10:10:01,2025-08-25 10:17:58,,,,,,,,,,,,,,,,,,,,,,,
