kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_kepmag,ra,dec,catalog,target_id,label
3247268,K01089.02,Kepler-418 c,CONFIRMED,12.21828097,1.128e-05,-1.128e-05,1843.4,23.2,-23.2,2.6969,0.0669,-0.0669,5.1,0.76,-0.62,1.081,0.162,-0.132,5822.0,105.0,-116.0,4.351,0.115,-0.115,14.696,294.4335,38.35545,KEPLER_CONFIRMED,3247268,1
3323887,K00377.01,Kepler-9 b,CONFIRMED,19.270825843,4.182e-06,-4.182e-06,6660.5,13.0,-13.0,4.1281,0.0135,-0.0135,7.74,1.2,-0.42,0.956,0.147,-0.053,5779.0,104.0,-127.0,4.491,0.03,-0.128,13.803,285.57397,38.400902,KEPLER_CONFIRMED,3323887,1
3326377,K01830.01,Kepler-967 b,CONFIRMED,13.22714056,2.728e-05,-2.728e-05,812.0,17.8,-17.8,3.2861,0.051,-0.051,2.22,0.15,-0.12,0.8,0.054,-0.043,5180.0,103.0,-103.0,4.548,0.036,-0.054,14.443,286.55807,38.405369,KEPLER_CONFIRMED,3326377,1
3328080,K03075.01,Kepler-1898 b,CONFIRMED,4.76559056,2.772e-05,-2.772e-05,67.5,5.2,-5.2,2.2,0.147,-0.147,0.92,0.28,-0.23,1.125,0.347,-0.284,5702.0,189.0,-172.0,4.258,0.253,-0.207,12.994,287.20587,38.498055,KEPLER_CONFIRMED,3328080,1
3338885,K01845.02,Kepler-975 c,CONFIRMED,5.05821338,4.738e-06,-4.738e-06,748.3,23.7,-23.7,1.132,0.112,-0.112,10.69,6.94,-6.3,1.667,1.082,-0.983,4883.0,146.0,-132.0,3.972,0.57,-0.38,14.438,290.54855,38.495281,KEPLER_CONFIRMED,3338885,1
3342794,K02278.01,Kepler-376 c,CONFIRMED,14.17222858,5.555e-05,-5.555e-05,246.8,11.0,-11.0,2.6297,0.083,-0.083,2.39,0.38,-0.46,1.314,0.209,-0.256,5845.0,105.0,-117.0,4.2,0.176,-0.108,13.776,291.60718,38.410389,KEPLER_CONFIRMED,3342794,1
3342970,K00800.02,Kepler-234 c,CONFIRMED,7.21203748,1.553e-05,-1.553e-05,950.4,19.5,-19.5,4.0491,0.058,-0.058,3.32,1.09,-0.36,1.076,0.353,-0.118,6214.0,174.0,-239.0,4.442,0.054,-0.216,15.541,291.65353,38.494659,KEPLER_CONFIRMED,3342970,1
3346154,K02723.01,Kepler-1871 b,CONFIRMED,1.952711161,2.256e-06,-2.256e-06,403.0,18.9,-18.9,0.872,0.0356,-0.0356,2.58,0.76,-0.26,0.946,0.279,-0.093,5741.0,154.0,-188.0,4.495,0.052,-0.208,14.575,292.42749,38.472912,KEPLER_CONFIRMED,3346154,1
3348082,K01196.03,Kepler-274 c,CONFIRMED,33.1981761,0.0003758,-0.0003758,336.7,29.7,-29.7,4.709,0.295,-0.295,3.21,0.5,-0.81,1.548,0.241,-0.391,5570.0,83.0,-72.0,4.066,0.21,-0.09,15.035,292.92276,38.47728,KEPLER_CONFIRMED,3348082,1
3351888,K00801.01,Kepler-685 b,CONFIRMED,1.625522174,1.58e-07,-1.58e-07,7969.0,11.8,-11.8,2.38963,0.00338,-0.00338,9.73,1.41,-1.42,1.106,0.161,-0.161,5539.0,83.0,-74.0,4.322,0.137,-0.1,15.001,293.87192,38.422939,KEPLER_CONFIRMED,3351888,1
3353050,K00384.01,Kepler-541 b,CONFIRMED,5.0800579,1.209e-05,-1.209e-05,222.8,4.5,-4.5,5.207,0.0624,-0.0624,3.95,0.59,-1.1,2.52,0.377,-0.7,6049.0,132.0,-120.0,3.769,0.224,-0.096,13.281,294.14966,38.458271,KEPLER_CONFIRMED,3353050,1
3354846,K02444.01,Kepler-1241 b,CONFIRMED,18.5525162,0.0001372,-0.0001372,771.5,50.5,-50.5,4.385,0.21,-0.21,2.53,0.65,-0.21,0.829,0.213,-0.071,5569.0,166.0,-182.0,4.566,0.032,-0.179,15.714,294.57623,38.45697,KEPLER_CONFIRMED,3354846,1
3426367,K02662.01,Kepler-1308 b,CONFIRMED,2.10433534,4.467e-06,-4.467e-06,242.1,15.0,-15.0,1.1168,0.0649,-0.0649,0.79,0.11,-0.08,0.433,0.058,-0.048,3605.0,71.0,-85.0,4.837,0.038,-0.071,14.488,285.92889,38.520981,KEPLER_CONFIRMED,3426367,1
3433668,K03415.01,Kepler-1493 b,CONFIRMED,15.0219784,0.0004154,-0.0004154,96.9,16.2,-16.2,5.068,0.891,-0.891,1.77,0.29,-0.38,1.382,0.221,-0.295,5831.0,105.0,-117.0,4.162,0.182,-0.098,13.109,288.54913,38.565231,KEPLER_CONFIRMED,3433668,1
3438507,K01204.01,Kepler-788 b,CONFIRMED,8.39842977,5.66e-05,-5.66e-05,340.1,13.6,-13.6,6.344,0.143,-0.143,2.0,0.64,-0.21,1.044,0.335,-0.112,6309.0,175.0,-219.0,4.441,0.067,-0.216,15.291,290.0004,38.53989,KEPLER_CONFIRMED,3438507,1
3440118,K03876.01,Kepler-1928 b,CONFIRMED,19.57783279,3.696e-05,-3.696e-05,432.6,13.5,-13.5,1.9857,0.048,-0.048,1.96,0.27,-0.09,0.884,0.123,-0.039,5620.0,100.0,-111.0,4.533,0.023,-0.113,12.624,290.44067,38.52356,KEPLER_CONFIRMED,3440118,1
3442055,K01218.01,Kepler-795 b,CONFIRMED,29.6193891,0.0001103,-0.0001103,314.7,8.6,-8.6,4.9595,0.0926,-0.0926,1.74,0.24,-0.19,0.996,0.133,-0.109,5618.0,112.0,-101.0,4.401,0.1,-0.1,13.331,291.01904,38.54557,KEPLER_CONFIRMED,3442055,1
3444588,K01202.01,Kepler-787 b,CONFIRMED,0.928310036,2.161e-06,-2.161e-06,376.2,20.5,-20.5,1.1899,0.0617,-0.0617,1.16,0.05,-0.06,0.602,0.027,-0.03,4109.0,82.0,-82.0,4.672,0.022,-0.025,15.854,291.69247,38.572899,KEPLER_CONFIRMED,3444588,1
3446746,K00385.01,Kepler-542 b,CONFIRMED,13.14496741,3.118e-05,-3.118e-05,300.8,7.7,-7.7,3.6399,0.0591,-0.0591,1.59,0.16,-0.13,0.888,0.088,-0.073,5411.0,107.0,-107.0,4.477,0.07,-0.077,13.435,292.21509,38.548592,KEPLER_CONFIRMED,3446746,1
3447722,K01198.02,Kepler-275 b,CONFIRMED,10.30067919,9.16e-05,-9.16e-05,271.8,17.2,-17.2,4.885,0.207,-0.207,2.2,0.37,-0.38,1.33,0.225,-0.225,6157.0,123.0,-123.0,4.224,0.149,-0.108,15.319,292.47971,38.514919,KEPLER_CONFIRMED,3447722,1
3448130,K02043.01,Kepler-1786 b,CONFIRMED,78.5461106,0.000425,-0.000425,658.7,21.3,-21.3,8.689,0.131,-0.131,3.55,0.58,-0.64,1.397,0.228,-0.254,5808.0,78.0,-78.0,4.172,0.162,-0.108,14.087,292.5878,38.52203,KEPLER_CONFIRMED,3448130,1
3458028,K02276.01,Kepler-1171 b,CONFIRMED,1.442592305,4.874e-06,-4.874e-06,166.0,7.1,-7.1,2.9698,0.0858,-0.0858,2.67,0.67,-0.91,2.043,0.507,-0.697,7216.0,203.0,-279.0,3.983,0.28,-0.151,11.558,294.95892,38.591572,KEPLER_CONFIRMED,3458028,1
3531558,K00118.01,Kepler-467 b,CONFIRMED,24.99324319,6.127e-05,-6.127e-05,269.6,4.9,-4.9,5.9409,0.0669,-0.0669,2.29,0.12,-0.08,1.317,0.064,-0.048,5718.0,85.0,-77.0,4.181,0.018,-0.016,12.377,287.36279,38.649601,KEPLER_CONFIRMED,3531558,1
3541946,K00624.02,Kepler-198 c,CONFIRMED,49.5674085,0.0001867,-0.0001867,730.0,24.9,-24.9,4.002,0.0847,-0.0847,2.91,0.38,-0.21,0.927,0.122,-0.066,5569.0,111.0,-111.0,4.474,0.059,-0.11,13.597,290.67313,38.69101,KEPLER_CONFIRMED,3541946,1
3544595,K00069.01,Kepler-93 b,CONFIRMED,4.72674037,1.57e-06,-1.57e-06,273.1,1.1,-1.1,2.9267,0.0164,-0.0164,1.56,0.07,-0.07,0.894,0.04,-0.036,5648.0,76.0,-76.0,4.472,0.03,-0.03,9.931,291.4183,38.672359,KEPLER_CONFIRMED,3544595,1
3544640,K03279.01,Kepler-1914 b,CONFIRMED,30.8278245,0.0003158,-0.0003158,641.3,52.1,-52.1,4.214,0.215,-0.215,2.42,0.68,-0.27,0.96,0.27,-0.108,5982.0,189.0,-232.0,4.493,0.048,-0.192,15.765,291.43143,38.654388,KEPLER_CONFIRMED,3544640,1
3545135,K02755.01,Kepler-1689 b,CONFIRMED,8.48299282,3.908e-05,-3.908e-05,69.1,3.9,-3.9,2.505,0.11,-0.11,0.8,0.11,-0.06,0.933,0.126,-0.073,5827.0,104.0,-116.0,4.471,0.059,-0.11,12.147,291.57422,38.655949,KEPLER_CONFIRMED,3545135,1
3546060,K02126.01,Kepler-1110 b,CONFIRMED,9.69310837,3.035e-05,-3.035e-05,1130.7,40.6,-40.6,2.734,0.0772,-0.0772,2.12,0.18,-0.19,0.618,0.054,-0.054,4818.0,173.0,-173.0,4.639,0.059,-0.036,15.914,291.80801,38.6227,KEPLER_CONFIRMED,3546060,1
3548044,K02194.02,Kepler-371 c,CONFIRMED,67.968656,0.0005854,-0.0005854,321.8,12.7,-12.7,7.948,0.158,-0.158,1.71,0.22,-0.22,0.95,0.124,-0.124,5670.0,113.0,-102.0,4.387,0.138,-0.092,13.865,292.32645,38.657581,KEPLER_CONFIRMED,3548044,1
3554031,K01194.01,Kepler-415 c,CONFIRMED,8.70798309,2.927e-05,-2.927e-05,1419.6,53.6,-53.6,2.4904,0.0805,-0.0805,2.01,0.15,-0.06,0.554,0.042,-0.017,4362.0,87.0,-78.0,4.722,0.012,-0.051,15.842,293.80441,38.63913,KEPLER_CONFIRMED,3554031,1
3559860,K03440.01,Kepler-1980 b,CONFIRMED,33.0257179,0.0006181,-0.0006181,507.1,47.2,-47.2,6.032,0.45,-0.45,2.21,0.36,-0.12,0.99,0.163,-0.054,5819.0,69.0,-87.0,4.468,0.032,-0.128,15.606,295.16721,38.637081,KEPLER_CONFIRMED,3559860,1
3559935,K00492.01,Kepler-576 b,CONFIRMED,29.9111886,9.444e-05,-9.444e-05,942.0,21.1,-21.1,6.6436,0.0927,-0.0927,2.9,0.29,-0.35,0.969,0.096,-0.117,5275.0,78.0,-78.0,4.397,0.12,-0.08,14.424,295.18292,38.654228,KEPLER_CONFIRMED,3559935,1
3561464,K03398.02,Kepler-1487 c,CONFIRMED,35.8007112,0.0003713,-0.0003713,417.4,17.5,-17.5,8.219,0.208,-0.208,7.97,1.39,-2.77,3.955,0.688,-1.376,5745.0,86.0,-77.0,3.499,0.259,-0.129,13.489,295.49811,38.644501,KEPLER_CONFIRMED,3561464,1
3629330,K03418.01,Kepler-1495 b,CONFIRMED,85.272459,0.002575,-0.002575,767.8,48.7,-48.7,13.31,1.2,-1.2,3.85,1.07,-0.71,1.057,0.293,-0.195,5922.0,178.0,-178.0,4.349,0.158,-0.193,15.417,286.13077,38.779629,KEPLER_CONFIRMED,3629330,1
3629967,K01901.01,Kepler-1775 b,CONFIRMED,85.6542476,0.0004328,-0.0004328,476.0,14.9,-14.9,6.866,0.122,-0.122,3.56,0.54,-0.82,1.647,0.252,-0.378,5818.0,69.0,-86.0,4.065,0.202,-0.081,13.34,286.40231,38.738541,KEPLER_CONFIRMED,3629967,1
3632089,K03308.02,Kepler-1464 c,CONFIRMED,5.32784157,4.29e-05,-4.29e-05,87.2,6.2,-6.2,4.696,0.187,-0.187,0.86,0.24,-0.15,0.928,0.252,-0.168,5638.0,152.0,-152.0,4.391,0.171,-0.209,14.159,287.23569,38.754162,KEPLER_CONFIRMED,3632089,1
3632418,K00975.01,Kepler-21 b,CONFIRMED,2.785821236,5.258e-06,-5.258e-06,68.9,1.5,-1.5,3.5599,0.0416,-0.0416,1.69,0.11,-0.09,1.733,0.118,-0.095,6202.0,74.0,-83.0,4.026,0.033,-0.027,8.224,287.36182,38.714016,KEPLER_CONFIRMED,3632418,1
3634051,K06103.01,Kepler-1981 b,CONFIRMED,453.54212,0.003501,-0.003501,861.0,18.6,-18.6,17.026,0.24,-0.24,9.23,1.76,-4.1,3.006,0.572,-1.335,5874.0,87.0,-79.0,3.664,0.375,-0.125,13.436,287.97546,38.74028,KEPLER_CONFIRMED,3634051,1
3640905,K01221.01,Kepler-278 b,CONFIRMED,30.1599411,0.0001761,-0.0001761,175.9,5.8,-5.8,7.874,0.13,-0.13,4.54,0.3,-0.61,3.051,0.202,-0.404,5010.0,51.0,-103.0,3.62,0.06,-0.055,11.584,290.10718,38.702229,KEPLER_CONFIRMED,3640905,1
3641726,K00804.01,Kepler-1727 b,CONFIRMED,9.02930689,1.648e-05,-1.648e-05,1019.8,21.9,-21.9,3.1449,0.0528,-0.0528,2.57,0.44,-0.26,0.82,0.141,-0.082,5349.0,167.0,-167.0,4.526,0.063,-0.108,15.387,290.33362,38.72823,KEPLER_CONFIRMED,3641726,1
3642289,K00301.01,Kepler-135 b,CONFIRMED,6.002548291,9.701e-06,-9.701e-06,202.0,3.1,-3.1,4.1628,0.0713,-0.0713,2.33,0.38,-0.29,1.36,0.228,-0.166,6204.0,111.0,-136.0,4.269,0.084,-0.116,12.73,290.49512,38.795479,KEPLER_CONFIRMED,3642289,1
3642335,K03010.01,Kepler-1410 b,CONFIRMED,60.8660974,0.0006497,-0.0006497,714.3,53.7,-53.7,4.397,0.238,-0.238,1.39,0.07,-0.1,0.522,0.028,-0.035,3808.0,69.0,-76.0,4.734,0.033,-0.027,15.757,290.51019,38.743542,KEPLER_CONFIRMED,3642335,1
3645438,K04385.01,Kepler-1600 c,CONFIRMED,7.298142,5.423e-05,-5.423e-05,370.5,29.4,-29.4,3.024,0.146,-0.146,1.6,0.09,-0.1,0.834,0.047,-0.052,5119.0,82.0,-82.0,4.508,0.06,-0.04,15.825,291.39938,38.78775,KEPLER_CONFIRMED,3645438,1
3656121,K00386.01,Kepler-146 b,CONFIRMED,31.1588249,5.73e-05,-5.73e-05,959.0,14.5,-14.5,5.1803,0.0504,-0.0504,3.56,0.57,-0.46,1.155,0.184,-0.151,5951.0,107.0,-119.0,4.319,0.12,-0.12,13.838,294.11075,38.710232,KEPLER_CONFIRMED,3656121,1
3657758,K02034.01,Kepler-1065 b,CONFIRMED,3.609313059,7.605e-06,-7.605e-06,1375.1,45.1,-45.1,1.7752,0.054,-0.054,3.26,0.92,-0.31,0.868,0.246,-0.082,5668.0,169.0,-186.0,4.545,0.036,-0.192,15.54,294.51126,38.790501,KEPLER_CONFIRMED,3657758,1
3660924,K01214.01,Kepler-793 b,CONFIRMED,4.24153629,2.203e-05,-2.203e-05,188.1,12.4,-12.4,2.971,0.147,-0.147,1.44,0.39,-0.28,1.047,0.283,-0.206,5776.0,172.0,-155.0,4.34,0.185,-0.185,14.621,295.21664,38.77433,KEPLER_CONFIRMED,3660924,1
3661886,K02279.01,Kepler-377 c,CONFIRMED,27.0142622,0.0001497,-0.0001497,287.6,12.1,-12.1,5.385,0.126,-0.126,2.0,0.31,-0.28,1.184,0.183,-0.165,5949.0,107.0,-119.0,4.303,0.12,-0.108,13.86,295.422,38.735691,KEPLER_CONFIRMED,3661886,1
3662838,K00302.01,Kepler-516 b,CONFIRMED,24.85466504,5.637e-05,-5.637e-05,776.2,9.7,-9.7,9.182,0.11,-0.11,7.61,1.38,-2.56,2.527,0.458,-0.851,6967.0,167.0,-229.0,3.864,0.259,-0.111,12.059,295.6088,38.735741,KEPLER_CONFIRMED,3662838,1
3728432,K03893.01,Kepler-1526 b,CONFIRMED,3.90863457,7.248e-06,-7.248e-06,867.2,27.7,-27.7,1.7704,0.0508,-0.0508,1.86,0.13,-0.18,0.653,0.046,-0.063,4518.0,121.0,-134.0,4.613,0.052,-0.024,15.646,285.11969,38.866421,KEPLER_CONFIRMED,3728432,1
3728701,K02536.01,Kepler-1272 b,CONFIRMED,51.1319346,0.0004368,-0.0004368,382.3,21.6,-21.6,6.019,0.194,-0.194,2.43,0.74,-0.4,1.107,0.338,-0.182,6071.0,189.0,-210.0,4.353,0.132,-0.198,14.423,285.21985,38.805882,KEPLER_CONFIRMED,3728701,1
3732035,K03966.01,Kepler-1535 b,CONFIRMED,138.944022,0.001311,-0.001311,530.2,21.7,-21.7,10.611,0.192,-0.192,2.57,0.41,-0.28,1.115,0.18,-0.12,6014.0,108.0,-133.0,4.362,0.084,-0.116,14.208,286.61371,38.891972,KEPLER_CONFIRMED,3732035,1
3732821,K01207.01,Kepler-790 b,CONFIRMED,13.73474071,4.209e-05,-4.209e-05,746.4,27.9,-27.9,2.769,0.137,-0.137,2.71,0.31,-0.31,0.772,0.088,-0.088,5196.0,153.0,-138.0,4.524,0.088,-0.072,15.187,286.91711,38.872219,KEPLER_CONFIRMED,3732821,1
3733628,K00387.01,Kepler-543 b,CONFIRMED,13.89963233,1.541e-05,-1.541e-05,1121.7,13.1,-13.1,3.5791,0.0543,-0.0543,2.46,0.1,-0.13,0.663,0.027,-0.036,4538.0,90.0,-90.0,4.607,0.039,-0.015,13.577,287.21872,38.862522,KEPLER_CONFIRMED,3733628,1
3734418,K02261.01,Kepler-1164 b,CONFIRMED,3.97599629,1.137e-05,-1.137e-05,206.0,8.7,-8.7,2.2029,0.0732,-0.0732,1.11,0.07,-0.06,0.778,0.049,-0.04,5143.0,102.0,-102.0,4.561,0.036,-0.05,14.11,287.52963,38.894508,KEPLER_CONFIRMED,3734418,1
3745559,K03423.01,Kepler-1920 b,CONFIRMED,30.2541186,0.000208,-0.000208,576.3,56.4,-56.4,2.134,0.177,-0.177,2.8,0.96,-0.32,1.161,0.4,-0.133,6277.0,170.0,-208.0,4.402,0.056,-0.224,14.296,291.06204,38.863312,KEPLER_CONFIRMED,3745559,1
3745690,K00442.03,Kepler-157 d,CONFIRMED,7.0257409,2.348e-05,-2.348e-05,190.7,9.7,-9.7,2.245,0.0807,-0.0807,1.56,0.23,-0.18,1.014,0.145,-0.119,5767.0,115.0,-104.0,4.389,0.099,-0.11,14.002,291.09723,38.87561,KEPLER_CONFIRMED,3745690,1
3747817,K04103.01,Kepler-1552 b,CONFIRMED,184.77271,0.002335,-0.002335,951.4,47.0,-47.0,9.568,0.287,-0.287,2.41,0.22,-0.1,0.801,0.072,-0.033,5273.0,105.0,-105.0,4.566,0.025,-0.07,14.838,291.67682,38.874908,KEPLER_CONFIRMED,3747817,1
3749134,K01212.01,Kepler-792 b,CONFIRMED,11.30123036,7.531e-05,-7.531e-05,277.1,16.6,-16.6,4.022,0.142,-0.142,1.85,0.28,-0.23,1.122,0.169,-0.138,5730.0,77.0,-77.0,4.34,0.11,-0.11,14.981,292.00681,38.820728,KEPLER_CONFIRMED,3749134,1
3749365,K01176.01,Kepler-785 b,CONFIRMED,1.97376085,9.9e-08,-9.9e-08,30222.4,31.3,-31.3,1.82542,0.00776,-0.00776,8.78,1.43,-2.13,0.503,0.082,-0.122,3807.0,291.0,-291.0,4.762,0.12,-0.08,15.715,292.0683,38.84227,KEPLER_CONFIRMED,3749365,1
3749978,K02308.01,Kepler-1183 b,CONFIRMED,28.5057217,0.0002837,-0.0002837,755.8,40.5,-40.5,6.324,0.227,-0.227,2.55,0.75,-0.26,0.87,0.259,-0.086,5712.0,169.0,-169.0,4.534,0.048,-0.192,15.778,292.23242,38.89222,KEPLER_CONFIRMED,3749978,1
3756264,K03108.01,Kepler-1906 b,CONFIRMED,7.36272124,1.93e-05,-1.93e-05,429.3,29.7,-29.7,1.3287,0.082,-0.082,1.86,0.49,-0.16,0.894,0.231,-0.077,5868.0,140.0,-175.0,4.53,0.042,-0.179,14.941,293.82663,38.856621,KEPLER_CONFIRMED,3756264,1
3762468,K00208.01,Kepler-493 b,CONFIRMED,3.003879547,3.581e-06,-3.581e-06,8538.0,122.0,-122.0,3.2848,0.0587,-0.0587,10.96,3.52,-1.17,1.172,0.376,-0.125,6311.0,177.0,-243.0,4.398,0.054,-0.216,14.996,295.30753,38.881641,KEPLER_CONFIRMED,3762468,1
3831053,K00388.01,Kepler-1719 b,CONFIRMED,6.14955931,1.211e-05,-1.211e-05,333.7,4.4,-4.4,5.5694,0.0479,-0.0479,3.26,0.51,-0.85,1.775,0.283,-0.46,5687.0,114.0,-103.0,3.973,0.21,-0.09,13.644,284.70691,38.936821,KEPLER_CONFIRMED,3831053,1
3832474,K00806.01,Kepler-30 d,CONFIRMED,143.2063047,0.0002348,-0.0002348,10565.7,82.4,-82.4,8.9302,0.0961,-0.0961,8.9,0.82,-0.38,0.867,0.079,-0.037,5485.0,98.0,-120.0,4.556,0.014,-0.081,15.403,285.28363,38.947281,KEPLER_CONFIRMED,3832474,1
3833007,K00443.01,Kepler-555 b,CONFIRMED,16.21774917,2.713e-05,-2.713e-05,758.3,10.9,-10.9,4.9274,0.0462,-0.0462,2.22,0.59,-0.16,0.798,0.211,-0.056,5837.0,158.0,-158.0,4.577,0.033,-0.187,14.2,285.51685,38.9324,KEPLER_CONFIRMED,3833007,1
3835670,K00149.01,Kepler-473 b,CONFIRMED,14.55730897,1.395e-05,-1.395e-05,956.9,5.5,-5.5,7.7643,0.0289,-0.0289,4.32,0.71,-0.86,1.412,0.232,-0.283,5774.0,115.0,-104.0,4.159,0.168,-0.098,13.397,286.6301,38.945599,KEPLER_CONFIRMED,3835670,1
3839488,K01216.01,Kepler-794 b,CONFIRMED,11.13127159,3.506e-05,-3.506e-05,211.2,6.7,-6.7,4.2372,0.0749,-0.0749,2.06,0.35,-0.39,1.435,0.247,-0.271,5800.0,105.0,-117.0,4.202,0.156,-0.117,13.459,288.1337,38.99688,KEPLER_CONFIRMED,3839488,1
3847138,K00444.01,Kepler-556 b,CONFIRMED,11.72291212,2.566e-05,-2.566e-05,492.2,9.6,-9.6,4.2064,0.0526,-0.0526,2.08,0.26,-0.21,0.953,0.12,-0.098,5550.0,110.0,-110.0,4.431,0.095,-0.095,14.112,290.52942,38.942661,KEPLER_CONFIRMED,3847138,1
3847907,K00229.01,Kepler-497 b,CONFIRMED,3.573202801,9e-07,-9e-07,2975.0,9.7,-9.7,2.88,0.0114,-0.0114,5.81,1.6,-0.94,1.08,0.298,-0.174,5646.0,200.0,-220.0,4.37,0.128,-0.192,14.72,290.76587,38.927959,KEPLER_CONFIRMED,3847907,1
3848275,K02995.01,Kepler-1403 b,CONFIRMED,5.19492747,2.784e-05,-2.784e-05,272.9,19.3,-19.3,3.167,0.132,-0.132,2.03,0.66,-0.26,1.224,0.4,-0.16,6415.0,177.0,-243.0,4.374,0.065,-0.208,15.598,290.86771,38.960121,KEPLER_CONFIRMED,3848275,1
3852655,K03002.01,Kepler-1406 b,CONFIRMED,11.62904159,7.444e-05,-7.444e-05,88.0,7.4,-7.4,2.97,0.149,-0.149,1.31,0.2,-0.2,1.131,0.173,-0.173,5721.0,103.0,-114.0,4.307,0.143,-0.104,13.256,292.08185,38.915031,KEPLER_CONFIRMED,3852655,1
3859079,K01199.01,Kepler-786 b,CONFIRMED,53.5292702,0.0002683,-0.0002683,1086.1,35.7,-35.7,5.668,0.122,-0.122,2.28,0.15,-0.08,0.708,0.046,-0.025,4736.0,94.0,-94.0,4.624,0.012,-0.048,14.887,293.74393,38.939281,KEPLER_CONFIRMED,3859079,1
3859628,K01191.01,Kepler-1740 b,CONFIRMED,8.17242644,2.683e-05,-2.683e-05,864.3,26.0,-26.0,3.902,0.141,-0.141,3.29,0.44,-0.19,0.905,0.121,-0.052,5705.0,76.0,-76.0,4.499,0.045,-0.113,15.24,293.87363,38.922482,KEPLER_CONFIRMED,3859628,1
3861595,K00004.01,Kepler-1658 b,CONFIRMED,3.849371737,2.344e-06,-2.344e-06,1298.6,13.0,-13.0,2.632,0.106,-0.106,12.94,1.8,-4.2,2.992,0.416,-0.971,6244.0,126.0,-114.0,3.657,0.27,-0.09,11.432,294.35654,38.94738,KEPLER_CONFIRMED,3861595,1
3867615,K02289.02,Kepler-379 b,CONFIRMED,20.0983676,0.0001238,-0.0001238,157.8,8.8,-8.8,5.207,0.144,-0.144,1.58,0.27,-0.22,1.26,0.217,-0.177,6053.0,121.0,-133.0,4.279,0.12,-0.12,13.358,295.70111,38.945831,KEPLER_CONFIRMED,3867615,1
3869014,K01205.01,Kepler-789 b,CONFIRMED,8.63847391,3.522e-05,-3.522e-05,395.9,11.8,-11.8,5.4566,0.0903,-0.0903,5.99,1.17,-2.19,3.046,0.598,-1.111,5684.0,85.0,-76.0,3.657,0.3,-0.1,14.507,295.97516,38.94664,KEPLER_CONFIRMED,3869014,1
3935914,K00809.01,Kepler-686 b,CONFIRMED,1.594745374,1.13e-07,-1.13e-07,15044.5,20.3,-20.3,1.9604,0.0106,-0.0106,11.3,3.09,-1.33,0.893,0.244,-0.105,5934.0,160.0,-178.0,4.491,0.065,-0.195,15.53,285.21381,39.027481,KEPLER_CONFIRMED,3935914,1
3937519,K00221.02,Kepler-495 c,CONFIRMED,5.89661966,4.591e-05,-4.591e-05,144.0,10.4,-10.4,3.154,0.189,-0.189,1.28,0.26,-0.22,1.087,0.224,-0.184,5392.0,80.0,-72.0,4.314,0.165,-0.15,14.622,285.93069,39.098141,KEPLER_CONFIRMED,3937519,1
3937814,K04084.01,Kepler-1549 b,CONFIRMED,214.881456,0.003917,-0.003917,759.2,48.7,-48.7,9.581,0.404,-0.404,2.68,0.29,-0.37,0.995,0.111,-0.135,5323.0,79.0,-79.0,4.378,0.126,-0.084,15.188,286.05243,39.09605,KEPLER_CONFIRMED,3937814,1
3939150,K01215.02,Kepler-277 c,CONFIRMED,33.0063185,0.000149,-0.000149,278.1,7.6,-7.6,7.118,0.12,-0.12,3.13,0.45,-0.76,1.857,0.264,-0.452,5968.0,120.0,-108.0,3.972,0.21,-0.084,13.42,286.58316,39.077202,KEPLER_CONFIRMED,3939150,1
3940418,K00810.01,Kepler-1728 b,CONFIRMED,4.783002698,5.432e-06,-5.432e-06,1008.7,16.6,-16.6,2.335,0.0332,-0.0332,2.5,0.34,-0.19,0.807,0.111,-0.06,5170.0,155.0,-155.0,4.574,0.026,-0.097,15.119,287.09399,39.060719,KEPLER_CONFIRMED,3940418,1
3942670,K00392.02,Kepler-147 b,CONFIRMED,12.6119685,0.0002983,-0.0002983,76.5,7.3,-7.3,6.372,0.398,-0.398,1.33,0.24,-0.25,1.42,0.263,-0.263,6007.0,122.0,-122.0,4.178,0.162,-0.108,13.954,287.97577,39.087181,KEPLER_CONFIRMED,3942670,1
3955817,K04117.01,Kepler-1553 b,CONFIRMED,4.24263096,2.661e-05,-2.661e-05,187.6,13.6,-13.6,2.582,0.143,-0.143,1.1,0.06,-0.06,0.825,0.042,-0.047,5072.0,81.0,-81.0,4.521,0.054,-0.036,14.955,291.91916,39.02227,KEPLER_CONFIRMED,3955817,1
3962243,K01203.01,Kepler-276 c,CONFIRMED,31.8841473,0.0002099,-0.0002099,910.0,37.4,-37.4,6.122,0.217,-0.217,3.7,0.6,-0.2,0.974,0.158,-0.053,5779.0,78.0,-86.0,4.477,0.032,-0.128,15.368,293.56815,39.03632,KEPLER_CONFIRMED,3962243,1
3962357,K01210.01,Kepler-791 b,CONFIRMED,14.55387488,9.874e-05,-9.874e-05,319.7,13.3,-13.3,6.973,0.28,-0.28,3.45,0.62,-0.63,1.507,0.273,-0.273,6143.0,73.0,-85.0,4.177,0.149,-0.122,14.377,293.59583,39.02948,KEPLER_CONFIRMED,3962357,1
