kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
2304168,2,0,431.719000,1.180250000e-02,219.298,1.838380000e-02,9.3080000e-01,3.8710000e-02,13.2200,1.1440000e+00,4.8840000e+02,5.3700e+01,1.0320000e+01,8.7680000e+00,4.5680000e+00,4.94e+02,1.040000e+02,14.09,11.85,7221.00,327.00,3.67,0.49,3.332,1.718
2304235,1,0,0.570607,5.551820000e-06,132.049,6.989240000e-04,9.0000000e-01,2.6870000e-01,1.1600,1.1590000e-01,7.5150000e+01,5.4500e+00,2.0390000e+01,2.7830000e+01,2.0180000e+01,0.00e+00,-1.000000e+00,0.00,-1.00,4896.00,172.00,2.12,0.56,26.320,17.390
2304566,1,0,0.689480,4.752780000e-05,131.833,1.983840000e-02,3.0850000e-01,4.5490000e+01,5.2360,7.3650000e-01,3.7940000e+00,1.9230e+00,2.5740000e+00,1.1680000e+00,3.2680000e+00,0.00e+00,-1.000000e+00,0.00,-1.00,7059.00,269.00,3.29,0.43,5.894,2.825
2304320,1,0,16.540800,4.285770000e-05,133.952,2.193080000e-03,8.8480000e-01,2.2350000e-01,2.7150,3.8630000e-01,3.6670000e+02,1.2290e+01,3.0830000e+01,1.7630000e+00,4.1400000e-01,5.70e+02,1.660000e+01,24.93,2.91,5064.00,101.00,4.57,0.05,0.769,0.049
2303365,2,0,0.520697,8.654280000e-06,132.003,9.162350000e-04,9.0080000e-01,4.1550000e-01,1.0350,2.3270000e-01,1.2360000e+02,1.3350e+01,1.8950000e+01,4.6860000e+00,2.7250000e+00,0.00e+00,-1.000000e+00,0.00,-1.00,7517.00,339.00,3.64,0.46,3.603,1.762
2303102,10,0,480.481000,2.095320000e-02,161.570,3.073540000e-02,8.8250000e-01,1.8170000e-01,15.5600,2.3360000e+00,3.0990000e+02,7.1230e+01,6.8630000e+00,2.6140000e+00,9.2500000e-01,2.50e+02,2.980000e+01,0.92,0.44,5465.00,164.00,4.21,0.28,1.257,0.352
2303903,1,0,3.708560,2.148680000e-05,134.480,3.688440000e-03,9.6480000e-01,4.3470000e-02,2.0730,5.0010000e-01,3.0240000e+02,4.0420e+01,1.0770000e+01,1.7890000e+00,4.3770000e-01,9.95e+02,6.310000e+01,231.91,58.84,5420.00,162.00,4.60,0.12,0.771,0.147
2303365,1,0,0.520693,1.355630000e-05,131.701,1.192510000e-03,7.2070000e-02,1.2230000e+02,0.5068,8.6170000e-02,8.2170000e+01,1.5970e+01,9.1150000e+00,3.4390000e+00,5.5540000e+00,0.00e+00,-1.000000e+00,0.00,-1.00,7517.00,339.00,3.64,0.46,3.603,1.762
2304604,1,0,0.845263,1.272340000e-05,131.673,2.489170000e-03,9.0150000e-01,5.5860000e-01,2.3350,6.0910000e-01,9.0430000e+01,1.6310e+01,7.4380000e+00,1.7150000e+00,1.0970000e+00,2.29e+03,2.350000e+02,6452.57,2650.68,5525.00,82.00,4.05,0.24,1.504,0.402
2305255,1,0,24.569400,1.019190000e-03,155.963,3.343430000e-02,1.0000000e+00,6.4210000e-02,31.1700,2.1280000e+00,6.4970000e+02,1.9970e+02,1.1930000e+01,4.7460000e+00,4.2490000e+00,6.38e+02,6.170000e+01,39.08,15.12,5977.00,197.00,4.46,0.20,0.956,0.293
757099,1,0,0.723930,2.191430000e-05,131.691,4.358580000e-03,1.9830000e-01,2.1550000e+01,6.2410,7.2620000e-01,7.2850000e+01,1.5800e+01,4.8380000e+00,1.7830000e+00,2.1020000e+00,2.78e+03,7.400000e+02,14129.44,15039.31,5519.00,182.00,3.82,0.64,2.109,1.251
892376,1,0,607.711000,8.982250000e-03,207.635,1.199710000e-02,5.5040000e-01,1.5770000e+00,12.5800,1.4610000e+00,1.0500000e+03,2.0480e+02,6.3560000e+00,1.9980000e+00,7.9780000e-01,1.25e+02,6.210000e+00,0.06,0.01,3973.00,152.00,4.66,0.06,0.605,0.074
757450,1,0,8.884920,1.215220000e-06,134.452,1.031710000e-04,3.9540000e-02,1.4070000e+00,2.0740,2.4500000e-02,1.5940000e+04,4.1340e+01,4.3120000e+02,1.0450000e+01,5.7930000e-01,7.70e+02,2.240000e+01,83.33,9.68,5332.00,106.00,4.50,0.05,0.843,0.045
892376,2,0,1.021880,8.715820000e-06,131.812,2.652370000e-03,8.9080000e-01,1.8890000e-01,5.9940,5.8270000e-01,9.1170000e+01,8.0480e+00,1.3640000e+01,6.9470000e-01,1.6530000e-01,1.05e+03,5.220000e+01,289.74,57.53,3973.00,152.00,4.66,0.06,0.605,0.074
892376,4,0,405.727000,1.117600000e-02,498.041,1.988000000e-02,3.7600000e-01,2.2590000e+01,4.2790,2.9720000e+00,1.4900000e+03,4.6550e+02,9.3280000e+00,2.3110000e+00,6.7490000e+00,1.43e+02,7.100000e+00,0.10,0.02,3973.00,152.00,4.66,0.06,0.605,0.074
892376,3,0,85.741100,-1.000000000e+00,182.874,-1.000000000e+00,1.0000000e-01,-1.0000000e+00,12.5000,-1.0000000e+00,8.3950000e+02,-1.0000e+00,-1.0000000e+00,1.6960000e+00,-1.0000000e+00,2.40e+02,-1.000000e+00,0.79,-1.00,3973.00,152.00,4.66,0.06,0.605,0.074
892376,5,0,126.081000,2.991180000e-03,201.665,1.954510000e-02,6.1230000e-01,1.6920000e+00,12.6400,1.7200000e+00,7.8760000e+02,1.5510e+02,7.3680000e+00,1.7580000e+00,8.8330000e-01,2.11e+02,1.050000e+01,0.47,0.09,3973.00,152.00,4.66,0.06,0.605,0.074
892772,1,0,5.092590,3.049980000e-05,133.454,4.620160000e-03,8.9960000e-01,3.1800000e-01,3.6420,8.1810000e-01,2.3970000e+02,1.6490e+01,1.5340000e+01,1.4110000e+00,5.2680000e-01,8.44e+02,4.100000e+01,120.07,23.34,5037.00,181.00,4.55,0.07,0.751,0.079
892376,6,0,64.517800,-1.000000000e+00,188.638,-1.000000000e+00,1.0000000e-01,-1.0000000e+00,3.0000,-1.0000000e+00,6.7540000e+02,-1.0000e+00,-1.0000000e+00,1.5230000e+00,-1.0000000e+00,2.64e+02,-1.000000e+00,1.15,-1.00,3973.00,152.00,4.66,0.06,0.605,0.074
892667,1,0,2.262010,2.617830000e-05,132.194,6.041530000e-03,6.0150000e-01,1.8820000e+00,8.2780,3.2470000e-01,3.0410000e+01,3.0290e+00,1.0100000e+01,9.5680000e-01,4.2970000e-01,1.96e+03,2.230000e+02,3503.24,1589.69,6609.00,227.00,4.11,0.25,1.654,0.523
893507,2,0,302.046000,2.381180000e-03,286.987,4.835720000e-03,8.4860000e-01,3.7940000e-01,3.9840,9.2270000e-01,9.0200000e+02,1.3400e+02,9.9860000e+00,5.7960000e+00,3.6410000e+00,3.37e+02,9.300000e+01,3.05,3.37,5382.00,177.00,3.92,0.67,1.684,0.939
893507,1,1,380.787000,3.871040000e-03,401.972,6.249610000e-03,7.1220000e-01,6.2310000e+00,2.4480,1.9500000e+00,6.6490000e+02,1.3430e+02,9.3710000e+00,4.6610000e+00,1.0340000e+01,3.12e+02,8.610000e+01,2.24,2.47,5382.00,177.00,3.92,0.67,1.684,0.939
893507,3,1,300.228000,7.309640000e-03,320.423,1.894670000e-02,1.0000000e+00,1.9270000e-01,6.6490,5.3020000e+00,5.2550000e+02,9.1930e+02,6.0230000e+00,7.7920000e+00,3.1360000e+01,3.38e+02,9.320000e+01,3.07,3.39,5382.00,177.00,3.92,0.67,1.684,0.939
893507,4,0,285.254000,4.851450000e-03,251.518,1.469200000e-02,8.9030000e-01,1.5390000e-01,7.5020,9.7430000e-01,5.0660000e+02,1.2030e+02,6.5310000e+00,4.4870000e+00,2.6680000e+00,3.43e+02,9.480000e+01,3.29,3.63,5382.00,177.00,3.92,0.67,1.684,0.939
893507,5,0,308.893000,3.976590000e-03,271.390,1.115560000e-02,9.4870000e-01,1.6900000e-02,7.8010,6.2720000e-01,7.5710000e+02,1.1790e+02,8.4000000e+00,5.9370000e+00,3.3540000e+00,3.34e+02,9.230000e+01,2.96,3.27,5382.00,177.00,3.92,0.67,1.684,0.939
893507,7,0,318.782000,4.243250000e-03,427.806,6.417400000e-03,7.5970000e-01,2.1870000e+00,4.6670,1.7560000e+00,4.9310000e+02,8.4050e+01,8.0120000e+00,4.0810000e+00,4.4250000e+00,3.31e+02,9.140000e+01,2.84,3.13,5382.00,177.00,3.92,0.67,1.684,0.939
893507,6,0,279.221000,7.240370000e-03,368.703,1.136320000e-02,7.8760000e-01,1.4080000e+00,4.6840,1.3320000e+00,4.0410000e+02,7.9370e+01,6.7000000e+00,3.7410000e+00,3.3310000e+00,3.46e+02,9.550000e+01,3.39,3.74,5382.00,177.00,3.92,0.67,1.684,0.939
893647,4,0,397.411000,1.058660000e-02,523.176,1.285700000e-02,1.6030000e-03,1.0250000e+04,4.0620,3.9800000e+00,1.4520000e+03,3.9450e+02,5.6320000e+00,2.5650000e+00,1.2450000e+01,1.85e+02,7.640000e+00,0.28,0.05,4856.00,146.00,4.58,0.06,0.696,0.068
893647,1,0,407.102000,5.525800000e-03,318.395,1.127260000e-02,5.4580000e-01,3.9340000e+00,6.6630,2.1650000e+00,1.8720000e+03,3.0380e+02,6.6540000e+00,3.0650000e+00,2.7920000e+00,1.84e+02,7.580000e+00,0.27,0.04,4856.00,146.00,4.58,0.06,0.696,0.068
893647,2,0,491.470000,8.492920000e-03,532.242,9.749110000e-03,1.7110000e-01,1.8930000e+01,8.6410,2.5080000e+00,2.7440000e+03,4.9450e+02,9.0670000e+00,3.5370000e+00,3.5470000e+00,1.73e+02,7.120000e+00,0.21,0.03,4856.00,146.00,4.58,0.06,0.696,0.068
893647,3,0,551.920000,6.442800000e-03,467.977,8.332980000e-03,5.6290000e-01,2.1570000e+00,7.0470,1.4820000e+00,2.1080000e+03,3.1840e+02,7.0180000e+00,3.2650000e+00,1.7800000e+00,1.66e+02,6.850000e+00,0.18,0.03,4856.00,146.00,4.58,0.06,0.696,0.068
1025986,1,0,275.072000,2.148320000e-03,315.240,4.471620000e-03,8.4940000e-01,1.2240000e+00,3.2800,1.0460000e+00,2.0470000e+02,2.3030e+01,9.2370000e+00,1.9430000e+00,1.6070000e+00,3.03e+02,2.650000e+01,2.00,0.70,5604.00,84.00,4.23,0.21,1.187,0.230
1026032,1,0,8.460440,3.752890000e-07,133.774,3.789590000e-05,9.8380000e-01,3.3100000e-02,4.8100,2.5060000e-03,7.4350000e+04,9.3540e+01,2.2920000e+03,3.1590000e+01,5.7960000e+00,8.04e+02,5.180000e+01,98.85,25.46,5951.00,178.00,4.64,0.13,0.702,0.122
1026133,1,0,1.346370,1.729090000e-05,132.808,5.614410000e-03,9.5150000e-01,1.2670000e-01,6.1640,8.9610000e-01,2.1060000e+01,2.4900e+00,9.1950000e+00,9.0810000e-01,3.2510000e-01,2.42e+03,2.340000e+02,8092.75,3131.62,7001.00,295.00,4.15,0.19,1.615,0.478
1026032,2,0,4.230220,7.597570000e-07,133.998,1.497520000e-04,1.0000000e+00,2.1940000e-02,4.6990,1.5290000e-01,2.8040000e+04,2.8950e+03,1.3000000e+03,2.0290000e+01,4.1730000e+00,1.01e+03,6.520000e+01,249.07,64.16,5951.00,178.00,4.64,0.13,0.702,0.122
1026133,2,0,186.181000,5.577710000e-03,244.432,1.926400000e-02,7.7030000e-01,7.1620000e-01,11.0200,1.2360000e+00,2.7800000e+02,3.6750e+01,8.2370000e+00,2.9390000e+00,1.1250000e+00,4.68e+02,4.520000e+01,11.32,4.38,7001.00,295.00,4.15,0.19,1.615,0.478
1026474,1,0,223.399000,2.934860000e-03,198.615,1.070200000e-02,2.6120000e-01,1.4770000e+01,3.9910,1.2680000e+00,2.5460000e+03,5.4700e+02,6.0670000e+00,3.3470000e+00,4.8800000e+00,1.96e+02,9.010000e+00,0.35,0.06,4276.00,165.00,4.60,0.05,0.690,0.061
1026474,2,0,205.853000,2.269130000e-02,250.645,6.370080000e-02,8.4970000e-01,1.3990000e-01,19.0700,2.3960000e+00,1.4510000e+03,4.3600e+02,3.4850000e+00,3.0880000e+00,6.8650000e-01,2.02e+02,9.260000e+00,0.39,0.07,4276.00,165.00,4.60,0.05,0.690,0.061
1026957,1,0,21.761300,9.741480000e-06,144.779,3.826300000e-04,8.2180000e-01,1.6840000e-01,1.3330,9.9700000e-02,1.2690000e+03,1.6230e+01,9.7070000e+01,2.9440000e+00,4.0420000e-01,4.86e+02,1.390000e+01,13.19,1.51,4859.00,97.00,4.61,0.04,0.720,0.047
1028018,1,0,0.615074,1.124610000e-05,131.685,1.392700000e-03,7.4120000e-01,7.2350000e-01,4.7250,4.2850000e-01,1.4120000e+02,2.2510e+01,7.9950000e+00,1.7740000e+00,6.4560000e-01,2.44e+03,2.340000e+02,8397.24,3222.95,5543.00,83.00,4.13,0.22,1.378,0.330
1028246,1,0,105.276000,1.422280000e-03,147.316,1.398570000e-02,2.0270000e-01,3.8860000e+01,2.8750,1.7130000e+00,1.6520000e+03,9.1690e+02,4.6240000e+00,3.7120000e+01,6.3820000e+01,1.00e+03,1.540000e+02,236.80,146.25,5443.00,130.00,2.76,0.34,9.096,4.243
1028246,2,0,192.927000,2.154670000e-02,212.184,9.123990000e-02,6.7800000e-01,4.9890000e+01,2.9580,1.1720000e+01,3.1940000e+02,5.2210e+02,9.7790000e-01,1.7310000e+01,2.1010000e+02,8.17e+02,1.260000e+02,105.59,65.21,5443.00,130.00,2.76,0.34,9.096,4.243
1160891,1,0,0.940466,9.804810000e-06,132.370,2.001780000e-03,8.2740000e-01,5.8150000e-01,4.0200,2.9900000e-01,5.1710000e+01,5.6850e+00,1.0350000e+01,1.2840000e+00,4.0680000e-01,2.64e+03,1.410000e+02,11479.31,2459.51,6842.00,92.00,4.17,0.11,1.600,0.289
1160891,2,0,0.940522,8.964570000e-06,131.718,2.198450000e-03,8.9940000e-01,3.7350000e-01,2.9630,4.1410000e-01,5.3330000e+01,6.7240e+00,1.0950000e+01,1.3600000e+00,4.7160000e-01,2.64e+03,1.410000e+02,11478.40,2459.31,6842.00,92.00,4.17,0.11,1.600,0.289
1160891,4,0,84.515400,1.479420000e-03,210.647,1.383980000e-02,8.3850000e-01,1.5630000e+00,5.2080,3.1610000e+00,5.4570000e+02,8.8620e+01,6.5820000e+00,4.1930000e+00,3.2870000e+00,5.89e+02,3.160000e+01,28.52,6.11,6842.00,92.00,4.17,0.11,1.600,0.289
1160891,3,0,65.624200,6.220150000e-04,152.751,6.305710000e-03,8.5390000e-01,1.4890000e+00,2.7120,1.9220000e+00,5.7310000e+02,8.4250e+01,7.3890000e+00,4.3340000e+00,3.5160000e+00,6.41e+02,3.430000e+01,39.96,8.56,6842.00,92.00,4.17,0.11,1.600,0.289
1161345,1,0,4.287650,1.243630000e-06,133.417,1.625650000e-04,9.7630000e-01,1.9630000e-02,1.3190,4.0550000e-02,8.5030000e+02,1.9900e+01,1.1490000e+02,3.7080000e+00,9.0150000e-01,9.42e+02,3.910000e+01,186.42,30.97,5296.00,105.00,4.58,0.09,0.815,0.080
1162150,1,0,1.130560,1.076260000e-05,131.639,3.111560000e-03,8.9730000e-01,7.7010000e-01,2.3290,6.5650000e-01,6.4010000e+01,8.6650e+00,9.5920000e+00,4.0000000e+00,3.2550000e+00,3.94e+03,1.020000e+03,57035.08,58841.06,7090.00,297.00,3.49,0.61,4.311,2.535
1162150,2,0,0.710008,1.642750000e-05,131.748,4.288760000e-03,8.9260000e-01,1.2750000e+00,1.9240,6.7630000e-01,4.0280000e+01,9.0970e+00,6.0250000e+00,3.1640000e+00,3.3650000e+00,0.00e+00,-1.000000e+00,0.00,-1.00,7090.00,297.00,3.49,0.61,4.311,2.535
1162150,3,0,0.710011,1.087350000e-05,131.995,3.684860000e-03,9.0050000e-01,7.9560000e-01,2.9190,9.2240000e-01,5.5880000e+01,8.1390e+00,9.3930000e+00,3.7440000e+00,3.1400000e+00,0.00e+00,-1.000000e+00,0.00,-1.00,7090.00,297.00,3.49,0.61,4.311,2.535
1162339,1,0,0.837073,1.598500000e-05,132.287,4.346470000e-03,8.9990000e-01,7.4460000e-01,3.3250,7.7690000e-01,3.5900000e+01,7.7890e+00,6.3220000e+00,1.1560000e+00,7.7570000e-01,2.75e+03,3.120000e+02,13499.01,6135.87,6644.00,235.00,4.10,0.25,1.656,0.521
1162339,2,0,417.691000,1.008640000e-02,168.622,1.843410000e-02,8.8830000e-01,1.0130000e-01,6.1170,9.6390000e-01,1.5160000e+03,2.3480e+02,8.2790000e+00,7.4570000e+00,2.5100000e+00,3.47e+02,3.940000e+01,3.41,1.55,6644.00,235.00,4.10,0.25,1.656,0.521
1162339,3,0,163.312000,2.217660000e-03,133.782,1.140340000e-02,6.5440000e-01,2.2640000e+00,6.7530,1.6500000e+00,8.6640000e+02,1.2470e+02,7.7000000e+00,5.1660000e+00,2.9310000e+00,4.74e+02,5.390000e+01,11.93,5.42,6644.00,235.00,4.10,0.25,1.656,0.521
1162345,1,0,1.109130,1.073550000e-05,131.912,2.245530000e-03,9.0170000e-01,2.5410000e-01,3.7080,2.9050000e-01,3.0580000e+01,3.5670e+00,9.9860000e+00,3.3210000e+00,1.6890000e+00,3.99e+03,6.940000e+02,60131.02,41806.87,6495.00,177.00,3.32,0.40,5.138,2.369
1162345,2,0,0.554544,1.032850000e-05,131.642,3.038330000e-03,7.0000000e-01,2.5820000e+00,4.8810,5.7020000e-01,2.4950000e+01,3.1500e+00,1.0900000e+01,2.7480000e+00,2.1440000e+00,0.00e+00,-1.000000e+00,0.00,-1.00,6495.00,177.00,3.32,0.40,5.138,2.369
1292087,1,0,1.094800,8.505840000e-03,132.712,2.731820000e+00,7.0160000e-01,1.5710000e+01,5.4580,5.2610000e+01,4.1250000e-02,2.6370e+00,1.6390000e-02,3.2650000e-02,1.0620000e+00,2.31e+03,2.400000e+02,6781.02,2815.62,6328.00,208.00,4.15,0.22,1.502,0.456
1293031,1,0,1.078720,1.713900000e-05,132.552,1.940300000e-03,4.8670000e-01,4.9490000e+00,0.5611,6.0590000e-02,3.3110000e+01,7.9040e+00,5.7140000e+00,3.2440000e+00,2.4160000e+00,3.98e+03,6.800000e+02,59512.66,40649.89,6341.00,195.00,3.30,0.40,5.302,2.276
1293031,2,0,1.078740,2.088480000e-05,132.012,6.871570000e-03,1.3680000e-01,4.3130000e+01,5.5980,3.1640000e-01,1.6360000e+01,3.0410e+00,7.0240000e+00,2.1540000e+00,2.6820000e+00,3.98e+03,6.800000e+02,59510.68,40648.54,6341.00,195.00,3.30,0.40,5.302,2.276
1293031,3,1,91.042300,3.725550000e-03,205.214,5.060030000e-02,8.9650000e-01,1.3980000e+00,3.9410,3.8040000e+00,3.0490000e+02,6.0230e+01,7.0870000e+00,1.0800000e+01,1.2720000e+01,9.08e+02,1.550000e+02,160.75,109.80,6341.00,195.00,3.30,0.40,5.302,2.276
1293046,1,0,36.267200,2.812370000e-04,155.081,6.523960000e-03,7.0650000e-01,3.6960000e+00,1.9630,7.2170000e-01,5.6380000e+02,8.1580e+01,7.9420000e+00,1.5800000e+00,2.3930000e+00,3.48e+02,1.390000e+01,3.45,0.55,4264.00,128.00,4.64,0.05,0.620,0.062
1294670,1,0,1.343150,1.876940000e-05,132.646,8.296270000e-03,9.3080000e-01,2.4300000e-01,6.6560,1.6780000e+00,7.8670000e+01,8.2030e+00,1.0520000e+01,2.0630000e+00,7.8150000e-01,2.70e+03,2.460000e+02,12487.87,4556.91,7277.00,304.00,4.05,0.17,1.954,0.533
1294670,2,0,0.715635,1.134180000e-05,131.762,4.731360000e-03,8.9860000e-01,1.0370000e+00,3.0560,1.8200000e+00,1.2500000e+02,1.9780e+01,9.8330000e+00,2.5300000e+00,2.0310000e+00,3.33e+03,3.030000e+02,28911.13,10549.86,7277.00,304.00,4.05,0.17,1.954,0.533
1294756,1,0,0.795291,1.056560000e-05,131.971,2.227870000e-03,9.0000000e-01,8.2070000e-02,2.9790,9.9990000e-02,4.6780000e+00,6.8620e-01,9.2470000e+00,7.5230000e-01,3.2710000e-01,4.53e+03,7.980000e+02,99292.83,69993.07,8615.00,374.00,3.78,0.41,3.003,1.276
1294756,2,0,327.664000,4.448650000e-03,259.642,2.575630000e-02,6.7980000e-01,2.2390000e+00,11.9500,1.7710000e+00,2.3240000e+02,4.6110e+01,7.1660000e+00,4.8890000e+00,2.9390000e+00,6.08e+02,1.070000e+02,32.39,22.83,8615.00,374.00,3.78,0.41,3.003,1.276
1294756,3,0,527.250000,1.189890000e-02,175.543,1.217730000e-02,9.2710000e-01,2.5280000e-02,21.9900,1.1020000e+00,1.9680000e+02,4.0060e+01,5.9550000e+00,4.9850000e+00,2.1950000e+00,5.19e+02,9.150000e+01,17.18,12.11,8615.00,374.00,3.78,0.41,3.003,1.276
1294756,4,0,193.300000,2.135080000e-03,232.194,1.034260000e-02,7.6110000e-01,1.5960000e+00,3.1250,6.1310000e-01,1.6260000e+02,2.2940e+01,8.4640000e+00,4.1740000e+00,2.6480000e+00,7.25e+02,1.280000e+02,65.46,46.14,8615.00,374.00,3.78,0.41,3.003,1.276
1294756,5,0,252.753000,3.848770000e-03,302.211,1.042850000e-02,8.7700000e-01,7.6750000e-02,23.4000,6.8740000e-01,6.8530000e+01,2.3770e+01,3.4580000e+00,2.8360000e+00,1.3260000e+00,6.63e+02,1.170000e+02,45.78,32.27,8615.00,374.00,3.78,0.41,3.003,1.276
1294756,6,0,400.264000,1.341950000e-02,333.658,1.687030000e-02,6.8810000e-01,7.4690000e-01,12.7400,8.1340000e-01,2.6440000e+02,3.6150e+01,7.0090000e+00,5.2240000e+00,2.4070000e+00,5.69e+02,1.000000e+02,24.80,17.48,8615.00,374.00,3.78,0.41,3.003,1.276
1294756,7,0,546.484000,1.036770000e-02,246.699,1.442680000e-02,9.4300000e-01,9.0640000e-03,14.8200,8.2810000e-01,3.5390000e+02,4.2660e+01,8.1490000e+00,6.8000000e+00,2.9220000e+00,5.13e+02,9.040000e+01,16.38,11.54,8615.00,374.00,3.78,0.41,3.003,1.276
1294869,1,0,273.376000,1.013760000e-02,301.969,2.563830000e-02,8.1520000e-01,9.4540000e-01,6.9650,2.3460000e+00,7.1460000e+02,1.2480e+02,6.7520000e+00,2.4690000e+00,1.4480000e+00,2.53e+02,2.220000e+01,0.97,0.34,5641.00,186.00,4.57,0.18,0.825,0.217
1294756,8,0,278.183000,4.898800000e-03,251.695,1.076020000e-02,9.0380000e-01,1.1810000e-01,10.7000,6.5690000e-01,9.8260000e+01,2.5420e+01,4.1270000e+00,3.4550000e+00,1.5880000e+00,6.42e+02,1.130000e+02,40.29,28.40,8615.00,374.00,3.78,0.41,3.003,1.276
1296164,1,0,1.961090,2.003250000e-05,132.264,4.716840000e-03,8.0970000e-03,5.1420000e+02,7.6590,3.8020000e-01,4.1640000e+01,4.7510e+00,1.0170000e+01,1.1410000e+00,9.0540000e-01,2.20e+03,2.290000e+02,5526.23,2302.06,6977.00,296.00,4.10,0.21,1.751,0.537
1296721,1,0,3.913560,1.676470000e-04,132.234,3.448280000e-02,9.7680000e-01,1.4550000e-02,16.8000,1.9850000e+00,6.8840000e+01,9.2280e+00,8.1650000e+00,1.4220000e+00,2.9240000e-01,1.40e+03,1.090000e+02,903.69,280.72,6071.00,82.00,4.18,0.18,1.295,0.242
1296164,2,0,65.235400,6.844250000e-04,154.518,7.849060000e-03,9.6370000e-01,3.5980000e-02,3.2520,6.0080000e-01,2.6480000e+02,3.9820e+01,7.8660000e+00,3.5780000e+00,1.1790000e+00,6.84e+02,7.120000e+01,51.66,21.52,6977.00,296.00,4.10,0.21,1.751,0.537
1429120,1,0,0.760615,7.369170000e-05,132.294,3.439800000e-02,5.0000000e-01,3.1370000e+01,6.1300,1.4920000e+00,3.6790000e+00,2.3560e+00,1.8030000e+00,3.0070000e-01,1.0560000e+00,2.82e+03,3.310000e+02,14993.34,7025.39,7143.00,335.00,4.27,0.23,1.512,0.544
1297272,1,0,197.902000,1.529150000e-03,328.609,5.472440000e-03,5.9920000e-01,1.6360000e+00,4.8750,7.1820000e-01,1.2390000e+03,1.7000e+02,7.2910000e+00,5.2890000e+01,2.6570000e+01,8.91e+02,4.100000e+01,149.10,27.42,4830.00,100.00,2.40,0.03,14.560,3.411
1429653,1,0,2.338290,2.584410000e-05,133.073,6.937380000e-03,9.0630000e-01,1.2630000e-01,10.2600,8.5160000e-01,9.8990000e+01,6.4860e+00,1.5500000e+01,2.2530000e+00,4.7440000e-01,2.15e+03,1.220000e+02,5066.77,1148.05,7106.00,95.00,4.09,0.12,1.940,0.351
1429653,2,0,2.337900,9.347690000e-05,132.579,8.245030000e-02,9.8570000e-01,9.3140000e-03,18.7600,5.3890000e+00,1.2040000e+02,1.8160e+01,1.3860000e+01,2.8640000e+00,5.9770000e-01,2.15e+03,1.220000e+02,5067.90,1148.31,7106.00,95.00,4.09,0.12,1.940,0.351
1431114,1,0,419.412000,1.966600000e-02,205.811,3.699090000e-02,8.9910000e-01,1.4300000e-01,22.0400,2.4140000e+00,2.2350000e+02,3.0320e+01,7.5680000e+00,1.4430000e+00,2.9320000e-01,1.93e+02,8.040000e+00,0.33,0.06,4949.00,133.00,4.53,0.07,0.792,0.074
1430590,2,0,1.386270,9.345930000e-03,132.118,3.137260000e+00,8.3180000e-01,5.4290000e+01,12.3700,1.0030000e+02,4.7360000e-02,1.7670e+00,2.7360000e-02,8.1030000e-02,2.4620000e+00,3.16e+03,6.720000e+02,23612.69,20073.87,6809.00,286.00,3.67,0.49,3.331,1.743
1430590,1,0,1.386640,1.390130000e-05,132.731,4.076400000e-03,8.9650000e-01,5.1980000e-01,3.3170,4.2830000e-01,2.6770000e+01,3.3690e+00,9.3930000e+00,2.0010000e+00,1.3060000e+00,3.16e+03,6.720000e+02,23604.29,20065.61,6809.00,286.00,3.67,0.49,3.331,1.743
1431114,2,0,401.306000,1.138480000e-02,242.182,2.155340000e-02,8.5790000e-01,5.1070000e-01,10.0500,2.2200000e+00,3.0900000e+02,5.7110e+01,6.8660000e+00,1.6280000e+00,7.3680000e-01,1.96e+02,8.160000e+00,0.35,0.06,4949.00,133.00,4.53,0.07,0.792,0.074
1431501,1,0,502.717000,1.323780000e-02,317.149,1.654270000e-02,8.0490000e-01,2.1870000e+00,5.9390,2.3530000e+00,2.1250000e+02,3.8980e+01,5.6730000e+00,2.4800000e+00,2.4290000e+00,2.99e+02,2.430000e+01,1.88,0.61,6072.00,82.00,4.06,0.19,1.535,0.327
1431122,1,0,4.298910,1.409930000e-05,132.863,2.235170000e-03,8.1160000e-01,1.0160000e+00,2.2710,3.9180000e-01,2.2970000e+02,1.3530e+01,1.8710000e+01,1.6830000e+00,1.0460000e+00,1.05e+03,5.990000e+01,283.64,64.93,5300.00,87.00,4.38,0.13,0.986,0.124
1431794,1,0,1.251190,1.369140000e-05,131.756,7.452960000e-03,9.6210000e-01,1.2360000e-02,8.8540,6.3040000e-01,1.4870000e+02,8.7160e+00,1.7130000e+01,3.6040000e+00,1.2950000e+00,3.02e+03,4.130000e+02,19734.69,10777.84,7329.00,307.00,3.92,0.30,2.349,0.839
1431794,2,0,0.515958,-1.000000000e+00,131.614,-1.000000000e+00,1.0000000e-01,-1.0000000e+00,1.5000,-1.0000000e+00,3.9910000e+02,-1.0000e+00,-1.0000000e+00,4.7440000e+00,-1.0000000e+00,4.06e+03,-1.000000e+00,64294.80,-1.00,7329.00,307.00,3.92,0.30,2.349,0.839
