kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
4356766,1,0,1.731790,2.531880000e-07,132.894,9.760340000e-05,1.0000000e+00,7.9320000e-02,5.3990,1.2170000e-01,5.4840000e+04,5.5730e+03,1.3290000e+03,4.1600000e+01,1.2590000e+01,1.53e+03,1.450000e+02,1285.78,489.38,5761.00,200.00,4.43,0.20,1.029,0.289
4356964,1,0,414.004000,5.499990000e-03,420.380,6.924960000e-03,9.2040000e-01,2.4460000e-02,6.4770,3.7580000e-01,5.9790000e+02,1.9430e+02,3.7900000e+00,4.9630000e+01,1.7770000e+01,6.92e+02,4.340000e+01,54.26,13.62,4842.00,154.00,2.47,0.03,16.150,5.096
4357275,1,1,559.907000,8.295610000e-03,184.884,7.746820000e-03,4.8970000e-01,2.2840000e+00,15.3400,1.2340000e+00,4.5480000e+02,4.7680e+01,9.7950000e+00,1.7380000e+00,6.1090000e-01,2.03e+02,1.250000e+01,0.40,0.10,5619.00,167.00,4.49,0.13,0.796,0.114
4357960,1,0,1.658370,1.256070000e-04,131.878,3.485010000e-02,7.0560000e-01,1.1440000e+01,14.3900,2.9430000e+00,3.5440000e+00,1.4140e+00,2.7020000e+00,3.4010000e-01,9.1800000e-01,2.24e+03,1.300000e+02,5959.96,1385.15,6832.00,81.00,4.12,0.12,1.685,0.309
4372961,1,0,2.537850,5.050030000e-02,132.361,1.087680000e+01,6.5020000e-01,3.2370000e+01,7.2750,1.7690000e+02,2.3610000e-02,4.1760e+00,5.4470000e-03,3.6630000e-02,3.2750000e+00,2.12e+03,1.960000e+02,4747.35,1756.18,6440.00,77.00,3.87,0.21,2.254,0.585
4373146,1,1,284.653000,3.776220000e-03,306.882,1.106280000e-02,5.0540000e-01,1.4000000e+01,3.9730,2.6710000e+00,8.8100000e+02,1.6230e+02,8.5400000e+00,1.9140000e+00,4.0620000e+00,2.17e+02,8.960000e+00,0.52,0.09,5261.00,158.00,4.63,0.07,0.630,0.049
4373146,2,0,625.991000,5.218710000e-03,149.426,6.833740000e-03,5.0110000e-01,5.9500000e+00,4.9420,1.4480000e+00,9.2020000e+02,1.5010e+02,8.2080000e+00,1.9550000e+00,1.7780000e+00,1.67e+02,6.890000e+00,0.18,0.03,5261.00,158.00,4.63,0.07,0.630,0.049
4373146,3,0,666.362000,7.908300000e-03,186.973,6.158920000e-03,7.2340000e-01,1.7730000e+00,5.2710,1.5540000e+00,8.3010000e+02,1.3770e+02,7.2430000e+00,1.9520000e+00,1.1960000e+00,1.63e+02,6.750000e+00,0.17,0.03,5261.00,158.00,4.63,0.07,0.630,0.049
4379948,6,0,34.409400,9.949120000e-04,160.283,2.651290000e-02,6.6770000e-01,6.0590000e+00,5.9470,2.4380000e+00,2.8600000e+02,5.9470e+01,9.6680000e+00,1.8860000e+00,2.7890000e+00,6.07e+02,6.550000e+01,32.14,13.88,6215.00,216.00,4.44,0.22,1.052,0.349
4379948,7,0,63.990000,9.366850000e-04,137.221,1.076690000e-02,5.7950000e-01,2.4780000e+01,2.9610,4.1350000e+00,5.6730000e+02,1.0190e+02,1.0330000e+01,2.6120000e+00,1.1210000e+01,4.94e+02,5.330000e+01,14.06,6.07,6215.00,216.00,4.44,0.22,1.052,0.349
4380283,1,0,0.872356,2.560870000e-08,132.034,7.861010000e-06,7.2650000e-01,3.2480000e-02,3.7170,1.3830000e-03,2.3240000e+05,8.3510e+01,8.4760000e+03,6.3890000e+01,1.9150000e+01,2.11e+03,2.040000e+02,4716.45,1818.75,6240.00,219.00,4.39,0.20,1.048,0.312
4390899,2,0,0.832663,9.367950000e-04,132.210,2.809750000e-01,9.6590000e-01,1.4150000e+00,2.9780,1.1890000e+01,3.4560000e-01,3.8900e+00,1.1130000e-01,1.2830000e-01,8.2240000e-01,3.00e+03,2.940000e+02,19151.86,7498.04,7170.00,324.00,4.10,0.18,1.741,0.522
4390902,1,0,612.653000,3.358560000e-02,139.792,3.978970000e-02,8.8800000e-01,4.0920000e-01,18.2900,3.5610000e+00,1.3650000e+02,4.9300e+01,2.5630000e+00,4.0950000e+00,2.4810000e+00,4.16e+02,7.750000e+01,7.06,5.26,7118.00,320.00,3.74,0.42,3.028,1.436
4390912,1,0,0.687503,6.069600000e-06,131.866,6.688320000e-04,8.9960000e-01,2.3600000e-01,1.1020,9.3140000e-02,7.6970000e+01,6.1860e+00,1.6810000e+01,8.5940000e+00,2.8480000e+00,0.00e+00,-1.000000e+00,0.00,-1.00,4643.00,55.00,2.60,0.03,7.906,1.325
4390912,2,0,0.687502,8.241490000e-06,131.514,9.323690000e-04,9.0800000e-01,2.9160000e-01,1.2930,1.4060000e-01,6.0070000e+01,6.5100e+00,1.2500000e+01,7.6510000e+00,3.1820000e+00,0.00e+00,-1.000000e+00,0.00,-1.00,4643.00,55.00,2.60,0.03,7.906,1.325
4457122,1,0,1.347500,1.920990000e-04,132.300,1.965440000e-02,9.8020000e-02,3.1570000e+03,0.5045,5.1510000e-01,1.7460000e+00,7.3310e+00,4.9680000e-01,2.2360000e-01,1.2410000e+01,2.37e+03,2.400000e+02,7425.69,3014.39,6811.00,285.00,4.13,0.21,1.609,0.444
4457352,1,0,342.621000,1.119970000e-02,407.701,2.093110000e-02,8.1470000e-01,7.6760000e-01,13.1100,1.0670000e+00,5.4710000e+01,1.0940e+01,5.4890000e+00,3.0560000e+00,1.8910000e+00,6.42e+02,1.280000e+02,40.23,32.18,8534.00,403.00,3.67,0.45,3.726,1.992
4457475,1,0,585.029000,6.497460000e-03,205.734,1.005600000e-02,2.4280000e-01,3.5890000e+01,5.7350,2.4170000e+00,6.9780000e+02,1.6250e+02,5.8990000e+00,2.2110000e+00,5.3330000e+00,1.92e+02,1.580000e+01,0.32,0.11,5300.00,159.00,4.47,0.18,0.849,0.160
4473613,1,0,4.361290,2.026630000e-05,132.525,3.064420000e-03,8.8780000e-01,6.9180000e-01,2.1810,6.9980000e-01,1.7220000e+02,1.6260e+01,1.1250000e+01,1.3600000e+00,8.9990000e-01,1.00e+03,5.300000e+01,236.51,50.18,5520.00,82.00,4.54,0.12,0.873,0.118
4473933,1,0,103.598000,-1.000000000e+00,132.505,-1.000000000e+00,1.0000000e-01,-1.0000000e+00,15.0000,-1.0000000e+00,3.3050000e+02,-1.0000e+00,-1.0000000e+00,1.1030000e+00,-1.0000000e+00,2.59e+02,-1.000000e+00,1.06,-1.00,4505.00,161.00,4.64,0.04,0.633,0.056
4474407,1,0,2.996050,1.179920000e-04,131.997,2.248580000e-02,4.9780000e-01,1.4440000e+01,27.8100,3.7690000e+00,7.0890000e+00,2.3440e+00,3.6310000e+00,4.6920000e-01,7.6030000e-01,1.87e+03,1.820000e+02,2909.76,1129.64,6896.00,288.00,4.11,0.19,1.702,0.496
4481700,1,0,0.664173,6.914560000e-06,131.912,1.165300000e-03,9.0150000e-01,1.1930000e-01,2.2320,2.9090000e-01,4.6450000e+02,4.1150e+01,1.3820000e+01,4.3340000e+00,1.4990000e+00,3.18e+03,3.290000e+02,24128.92,9999.93,7108.00,342.00,4.12,0.19,1.728,0.567
4481700,2,0,0.664168,7.458460000e-06,131.581,1.294920000e-03,7.2180000e-01,1.3670000e+00,2.4340,4.4030000e-01,4.3190000e+02,3.8710e+01,1.4130000e+01,3.8720000e+00,1.8440000e+00,3.18e+03,3.290000e+02,24129.19,10000.04,7108.00,342.00,4.12,0.19,1.728,0.567
4481700,3,0,0.616551,1.111650000e-05,131.608,2.838320000e-03,9.0000000e-01,1.4120000e-01,2.6530,5.7990000e-01,1.0640000e+03,1.5920e+02,1.0120000e+01,6.5550000e+00,2.3500000e+00,3.26e+03,3.380000e+02,26645.36,11042.84,7108.00,342.00,4.12,0.19,1.728,0.567
4489844,4,0,201.064000,5.618650000e-03,282.605,1.933390000e-02,2.9330000e-01,7.5740000e+00,17.1800,1.7500000e+00,4.1830000e+02,1.0710e+02,4.6420000e+00,1.9220000e+00,1.1810000e+00,3.07e+02,2.630000e+01,2.11,0.72,5709.00,154.00,4.41,0.18,0.938,0.253
4489844,5,0,114.236000,1.952870000e-03,239.089,1.142670000e-02,8.8350000e-01,6.7950000e-01,4.2610,1.8130000e+00,3.0680000e+02,7.5650e+01,4.8720000e+00,1.9190000e+00,1.2530000e+00,3.71e+02,3.170000e+01,4.49,1.54,5709.00,154.00,4.41,0.18,0.938,0.253
4489844,6,0,441.743000,1.082930000e-02,139.380,1.661000000e-02,4.7920000e-01,7.1650000e+00,9.3470,2.6730000e+00,5.8970000e+02,1.1570e+02,6.1030000e+00,2.3250000e+00,2.3560000e+00,2.36e+02,2.020000e+01,0.74,0.25,5709.00,154.00,4.41,0.18,0.938,0.253
4552729,1,0,97.446500,4.835990000e-04,204.821,3.684360000e-03,9.3400000e-01,7.5300000e-03,8.8540,2.3170000e-01,2.0920000e+03,6.1090e+01,4.4150000e+01,4.0670000e+00,3.8720000e-01,2.83e+02,1.220000e+01,1.53,0.26,4735.00,170.00,4.63,0.05,0.686,0.063
4553072,1,0,369.068000,5.535020000e-02,172.668,9.965250000e-02,9.4510000e-01,5.3830000e-02,16.2700,3.2470000e+00,5.6610000e+02,2.9890e+02,3.7570000e+00,4.7630000e+00,2.0390000e+00,3.23e+02,4.000000e+01,2.58,1.28,5982.00,199.00,4.10,0.28,1.597,0.505
4553072,2,0,367.184000,1.102840000e-02,175.777,2.313760000e-02,8.4500000e-01,2.5940000e-02,26.6000,9.0170000e-01,9.3150000e+03,5.4020e+02,4.6960000e+01,1.7600000e+01,5.6040000e+00,3.24e+02,4.010000e+01,2.60,1.29,5982.00,199.00,4.10,0.28,1.597,0.505
4553072,3,0,364.572000,3.339130000e-02,192.740,7.195130000e-02,9.9970000e-01,2.5590000e-01,31.5900,9.8920000e+00,2.4460000e+03,1.7240e+03,1.7140000e+01,1.4840000e+01,3.6460000e+01,3.25e+02,4.020000e+01,2.62,1.30,5982.00,199.00,4.10,0.28,1.597,0.505
4569590,5,0,41.370600,2.313440000e-04,164.108,4.120290000e-03,1.0000000e+00,2.4530000e-01,2.4470,2.1620000e+00,1.0700000e+03,2.2650e+03,1.8000000e+01,4.6440000e+01,1.7750000e+02,1.13e+03,2.080000e+02,389.98,285.99,4764.00,142.00,2.78,0.40,6.883,3.901
4569590,6,0,41.370200,3.182710000e-04,145.840,6.449410000e-03,1.0000000e+00,9.4680000e-02,11.1400,1.0530000e+01,1.7800000e+03,5.2760e+03,2.1170000e+01,5.8200000e+01,4.4140000e+01,1.13e+03,2.080000e+02,389.99,285.99,4764.00,142.00,2.78,0.40,6.883,3.901
4569590,7,0,41.369700,-1.000000000e+00,143.577,-1.000000000e+00,1.0000000e-01,-1.0000000e+00,12.0000,-1.0000000e+00,2.0030000e+02,-1.0000e+00,-1.0000000e+00,9.3900000e+00,-1.0000000e+00,1.13e+03,-1.000000e+00,389.99,-1.00,4764.00,142.00,2.78,0.40,6.883,3.901
4579313,2,0,1.056190,4.144260000e-06,131.923,9.786380000e-04,9.0140000e-01,3.0250000e-01,1.6360,3.8910000e-01,2.8670000e+02,1.6730e+01,2.4770000e+01,1.5300000e+00,5.6550000e-01,1.54e+03,1.080000e+02,1344.34,374.90,5562.00,169.00,4.60,0.14,0.756,0.158
4579321,1,0,2.112410,1.683090000e-07,131.916,4.448210000e-05,4.7600000e-01,2.7530000e-02,2.6860,5.1270000e-03,3.4420000e+05,8.6190e+02,9.5310000e+02,6.3730000e+01,1.1760000e+00,1.42e+03,3.770000e-05,962.87,0.00,5780.00,0.00,4.44,0.00,1.000,0.000
4579321,2,0,2.112400,2.516470000e-07,132.975,6.757960000e-05,7.3910000e-01,2.7880000e-02,2.5820,9.6190000e-03,1.2460000e+05,4.2950e+02,4.3910000e+02,4.1980000e+01,1.4950000e+00,1.42e+03,5.640000e-05,962.87,0.00,5780.00,0.00,4.44,0.00,1.000,0.000
4579598,1,0,0.866360,9.962600000e-06,131.622,2.134490000e-03,9.0920000e-01,5.5090000e-01,1.6200,3.1640000e-01,3.8790000e+01,5.4170e+00,9.7680000e+00,8.3620000e-01,5.1520000e-01,2.17e+03,2.300000e+02,5207.41,2212.67,6241.00,260.00,4.37,0.21,1.131,0.375
4639868,1,0,53.100900,3.123640000e-06,135.972,4.812640000e-05,9.4600000e-01,1.2880000e-02,2.2840,5.3110000e-03,1.9760000e+04,1.9610e+01,1.1040000e+03,2.0810000e+01,2.6450000e+00,4.64e+02,2.600000e+01,10.94,2.45,5465.00,109.00,4.40,0.13,0.973,0.117
4640798,1,0,409.738000,1.365960000e-02,290.733,2.846020000e-02,7.8440000e-01,1.6050000e+00,10.7800,3.2220000e+00,4.0680000e+02,5.9180e+01,7.1830000e+00,1.9790000e+00,1.6140000e+00,2.26e+02,2.100000e+01,0.61,0.23,5418.00,191.00,4.44,0.20,0.889,0.214
4641419,1,0,1.743580,3.298360000e-05,132.209,8.908490000e-03,5.6530000e-01,4.2410000e+00,10.4600,6.3260000e-01,2.2550000e+01,2.8360e+00,8.0690000e+00,5.7780000e-01,4.0960000e-01,1.82e+03,1.840000e+02,2571.13,1041.49,6601.00,215.00,4.38,0.21,1.167,0.372
4649344,4,0,510.001000,4.658400000e-03,147.971,6.063080000e-03,5.9150000e-04,1.0260000e+04,8.6940,3.8020000e+00,1.8350000e+03,2.2100e+02,8.7610000e+00,3.0390000e+00,4.7270000e+00,1.85e+02,8.970000e+00,0.28,0.05,5174.00,154.00,4.55,0.08,0.725,0.097
4649344,5,1,391.503000,-1.000000000e+00,353.151,-1.000000000e+00,1.0000000e-01,-1.0000000e+00,3.0000,-1.0000000e+00,1.5360000e+03,-1.0000e+00,-1.0000000e+00,2.7870000e+00,-1.0000000e+00,2.02e+02,-1.000000e+00,0.39,-1.00,5174.00,154.00,4.55,0.08,0.725,0.097
4649440,1,0,19.370700,3.140880000e-05,147.668,1.361870000e-03,1.0000000e+00,4.8830000e-02,2.2350,8.3910000e-01,6.2440000e+02,5.9000e+02,3.2760000e+01,2.2140000e+01,2.7140000e+01,1.18e+03,1.450000e+02,459.90,225.56,5321.00,223.00,3.42,0.25,4.335,1.614
4661660,3,0,0.630863,7.298190000e-06,131.600,1.046860000e-03,9.0000000e-01,4.0900000e-01,0.7551,3.1670000e-01,5.8330000e+02,8.0590e+01,1.6050000e+01,1.0060000e+01,5.8450000e+00,4.96e+03,9.440000e+02,142946.41,108870.39,8211.00,368.00,3.69,0.43,3.523,1.688
4661660,4,0,0.630865,1.139980000e-05,131.775,2.327670000e-03,2.9190000e-01,1.5930000e+01,1.2820,2.3320000e-01,2.6760000e+02,4.1120e+01,1.0960000e+01,5.8950000e+00,5.9370000e+00,4.96e+03,9.440000e+02,142945.92,108870.02,8211.00,368.00,3.69,0.43,3.523,1.688
4661703,1,0,0.785267,1.174650000e-05,132.268,1.901750000e-03,9.0790000e-01,9.6300000e-01,1.0430,6.0160000e-01,1.2790000e+02,2.2800e+01,8.7640000e+00,1.0810000e+00,1.2100000e+00,1.65e+03,1.010000e+02,1738.65,426.91,5325.00,175.00,4.59,0.11,0.780,0.133
4671547,2,1,546.411000,8.274290000e-03,464.798,9.972290000e-03,6.5300000e-01,2.0530000e+00,6.0210,1.3810000e+00,1.0400000e+03,2.3570e+02,9.5570000e+00,2.2010000e+00,1.7600000e+00,1.38e+02,6.040000e+00,0.09,0.01,4166.00,167.00,4.65,0.04,0.652,0.045
4671547,3,0,296.362000,-1.000000000e+00,240.749,-1.000000000e+00,1.0000000e-01,-1.0000000e+00,15.0000,-1.0000000e+00,1.3790000e+02,-1.0000e+00,-1.0000000e+00,7.2590000e-01,-1.0000000e+00,1.69e+02,-1.000000e+00,0.19,-1.00,4166.00,167.00,4.65,0.04,0.652,0.045
4671547,4,0,557.907000,8.914830000e-03,280.189,1.143090000e-02,8.6240000e-01,2.9530000e-01,5.7760,1.4230000e+00,8.6780000e+02,2.1150e+02,6.9780000e+00,2.2880000e+00,7.8280000e-01,1.37e+02,5.990000e+00,0.08,0.01,4166.00,167.00,4.65,0.04,0.652,0.045
4347340,5,0,124.987000,2.429520000e-03,180.256,2.002720000e-02,6.7100000e-01,2.9180000e+00,5.3490,2.1230000e+00,1.1310000e+03,1.7050e+02,8.3030000e+00,2.5740000e+00,1.9860000e+00,3.16e+02,1.750000e+01,2.35,0.52,5520.00,194.00,4.55,0.10,0.722,0.097
4347340,6,0,67.732500,7.415600000e-04,157.192,1.158160000e-02,8.3370000e-01,1.7500000e+00,1.8680,1.5750000e+00,1.0010000e+03,1.9810e+02,6.8700000e+00,2.5800000e+00,2.6300000e+00,3.87e+02,2.140000e+01,5.31,1.18,5520.00,194.00,4.55,0.10,0.722,0.097
4347340,7,0,117.676000,-1.000000000e+00,221.262,-1.000000000e+00,1.0000000e-01,-1.0000000e+00,7.5000,-1.0000000e+00,6.4610000e+02,-1.0000e+00,-1.0000000e+00,1.8280000e+00,-1.0000000e+00,3.22e+02,-1.000000e+00,2.54,-1.00,5520.00,194.00,4.55,0.10,0.722,0.097
4347340,8,0,184.598000,-1.000000000e+00,283.138,-1.000000000e+00,1.0000000e-01,-1.0000000e+00,5.0000,-1.0000000e+00,2.0180000e+03,-1.0000e+00,-1.0000000e+00,3.2320000e+00,-1.0000000e+00,2.77e+02,-1.000000e+00,1.40,-1.00,5520.00,194.00,4.55,0.10,0.722,0.097
4348313,1,0,104.857000,8.408480000e-04,157.927,6.274840000e-03,1.0000000e+00,2.9830000e-02,22.5400,4.1680000e-01,3.4660000e+03,1.8590e+02,3.5400000e+01,1.8160000e+03,4.3200000e+02,0.00e+00,-1.000000e+00,0.00,-1.00,3299.00,97.00,0.26,0.03,148.100,15.830
4357967,1,0,1.201640,1.198880000e-05,131.947,2.487410000e-03,7.5510000e-01,3.8970000e-01,2.9760,1.0850000e-01,2.2920000e+01,3.0180e+00,8.9030000e+00,1.9650000e+00,8.3310000e-01,3.66e+03,5.460000e+02,42582.51,25379.37,7050.00,232.00,3.55,0.34,3.775,1.518
4357985,1,0,8.653070,3.391900000e-05,136.665,2.984350000e-03,9.0820000e-01,6.1050000e-01,1.2890,7.3940000e-01,3.2810000e+02,3.7740e+01,1.1730000e+01,1.6580000e+00,1.2090000e+00,7.34e+02,3.620000e+01,68.60,13.54,5210.00,155.00,4.54,0.09,0.749,0.091
4358206,1,0,1.901970,2.112710000e-05,132.003,3.822100000e-03,9.1430000e-01,3.6330000e-02,9.4330,4.1590000e-01,1.7640000e+02,4.6620e+01,4.5850000e+00,3.2290000e+00,1.5140000e+00,2.14e+03,4.160000e+02,4976.15,3865.12,6093.00,238.00,3.91,0.46,2.039,0.912
4373146,4,0,196.686000,2.365680000e-03,161.492,8.692400000e-03,5.4650000e-01,7.3500000e+00,5.7190,1.8440000e+00,4.6880000e+02,8.6800e+01,5.9910000e+00,1.4050000e+00,1.7970000e+00,2.45e+02,1.010000e+01,0.85,0.14,5261.00,158.00,4.63,0.07,0.630,0.049
4373195,1,0,0.562550,8.258200000e-06,131.734,2.337050000e-03,8.9940000e-01,8.4810000e-02,2.5140,9.7070000e-02,2.7320000e+00,2.9000e-01,1.2090000e+01,5.2880000e-01,2.3480000e-01,5.13e+03,9.390000e+02,163649.30,119899.58,9005.00,727.00,3.84,0.38,2.773,1.213
4374122,1,0,1.255590,1.621910000e-05,132.430,4.468620000e-03,8.3750000e-01,7.4900000e-01,3.6240,3.2080000e-01,2.9630000e+01,4.1880e+00,7.9210000e+00,9.5040000e-01,4.5170000e-01,2.31e+03,2.210000e+02,6715.47,2566.99,6605.00,221.00,4.16,0.19,1.555,0.469
4380307,1,0,1.865630,4.599040000e-05,131.576,1.341180000e-02,9.0820000e-01,5.3020000e-01,10.9700,1.4810000e+00,1.0940000e+01,1.5560e+00,7.1030000e+00,8.5880000e-01,4.2060000e-01,2.78e+03,2.500000e+02,14169.31,5085.23,8137.00,367.00,4.03,0.17,2.221,0.559
4380307,2,0,94.256400,1.049810000e-02,179.808,6.794270000e-02,8.8980000e-01,5.9560000e-01,10.4800,3.3740000e+00,1.0160000e+02,1.9150e+01,7.2650000e+00,2.5820000e+00,1.2610000e+00,7.53e+02,6.750000e+01,75.86,27.23,8137.00,367.00,4.03,0.17,2.221,0.559
4380558,1,0,0.705752,1.046840000e-05,132.026,3.042190000e-03,1.0700000e-02,3.9740000e+02,4.1050,2.5800000e-01,5.6510000e+01,6.8300e+00,1.0150000e+01,7.7800000e-01,6.6940000e-01,2.27e+03,2.340000e+02,6300.88,2593.23,6393.00,222.00,4.44,0.21,1.030,0.332
4380558,2,0,408.561000,1.282520000e-02,234.096,2.209230000e-02,7.5790000e-01,2.2300000e+00,4.8920,2.2330000e+00,8.7600000e+02,1.2530e+02,8.9380000e+00,3.3180000e+00,2.6130000e+00,2.73e+02,2.800000e+01,1.31,0.54,6393.00,222.00,4.44,0.21,1.030,0.332
4390912,3,0,228.269000,3.037030000e-03,153.650,8.381750000e-03,9.5120000e-01,1.3090000e-02,3.2720,3.1110000e-01,1.1990000e+03,1.7170e+02,7.8370000e+00,3.6880000e+01,7.0070000e+00,6.86e+02,2.250000e+01,52.34,6.88,4643.00,55.00,2.60,0.03,7.906,1.325
4390912,4,0,151.521000,1.253110000e-03,192.383,5.309320000e-03,6.2440000e-01,3.2380000e+00,2.9430,7.4060000e-01,1.0610000e+03,1.3490e+02,6.3810000e+00,2.6750000e+01,2.7530000e+01,7.86e+02,2.580000e+01,90.39,11.89,4643.00,55.00,2.60,0.03,7.906,1.325
4390912,5,0,213.056000,1.491870000e-03,278.689,4.550200000e-03,8.3530000e-04,1.0160000e+04,3.4360,1.5850000e+00,1.4870000e+03,2.2750e+02,7.0720000e+00,2.9260000e+01,7.8970000e+01,7.02e+02,2.310000e+01,57.38,7.55,4643.00,55.00,2.60,0.03,7.906,1.325
4457475,2,0,616.289000,9.254170000e-03,263.731,1.302980000e-02,6.4450000e-01,3.5980000e+00,7.4220,2.2230000e+00,6.3250000e+02,1.7490e+02,4.7880000e+00,2.2370000e+00,2.3450000e+00,1.89e+02,1.550000e+01,0.30,0.10,5300.00,159.00,4.47,0.18,0.849,0.160
4457475,3,0,468.415000,5.102820000e-03,243.091,8.867820000e-03,5.7870000e-01,1.2860000e+01,3.2450,2.7880000e+00,9.6240000e+02,1.7330e+02,8.6490000e+00,2.7180000e+00,7.8390000e+00,2.07e+02,1.700000e+01,0.43,0.14,5300.00,159.00,4.47,0.18,0.849,0.160
4457734,1,0,363.525000,1.494810000e-02,422.814,2.923210000e-02,7.3570000e-01,1.5820000e+00,14.9500,2.4140000e+00,2.3720000e+02,3.9220e+01,6.2750000e+00,1.2800000e+00,8.3110000e-01,2.15e+02,1.310000e+01,0.50,0.12,5383.00,159.00,4.59,0.11,0.769,0.143
4458082,1,0,4.893340,1.314020000e-05,133.645,1.847470000e-03,8.9750000e-01,1.6880000e-01,3.6310,3.3010000e-01,1.3370000e+02,7.2540e+00,1.9540000e+01,1.8140000e+00,6.8440000e-01,1.37e+03,1.550000e+02,843.69,379.51,6688.00,281.00,4.30,0.23,1.347,0.473
4474462,1,0,12.857500,1.181410000e-04,141.857,7.564560000e-03,8.5400000e-01,7.2580000e-01,4.9250,7.6270000e-01,9.8480000e+01,8.4360e+00,1.1810000e+01,1.3090000e+00,6.4350000e-01,8.60e+02,5.980000e+01,129.29,35.97,5860.00,79.00,4.28,0.16,1.156,0.195
4474462,2,0,1.624580,3.667130000e-05,132.477,1.213980000e-02,7.3950000e-03,7.9060000e+02,13.7300,8.9290000e-01,1.8990000e+01,1.8880e+00,1.0340000e+01,5.0040000e-01,6.2950000e-01,1.71e+03,1.190000e+02,2039.25,567.32,5860.00,79.00,4.28,0.16,1.156,0.195
4474484,1,0,348.648000,3.121540000e-02,397.472,7.531250000e-02,8.0100000e-01,1.0900000e+00,21.7700,3.2680000e+00,7.8340000e+01,2.5310e+01,3.0670000e+00,2.3480000e+00,1.3410000e+00,4.60e+02,6.440000e+01,10.58,5.93,7209.00,327.00,3.90,0.31,2.404,0.866
4474484,2,0,0.812804,1.110640000e-05,132.057,3.248440000e-03,8.4960000e-01,5.7500000e-01,4.2500,3.0460000e-01,2.2610000e+01,2.5880e+00,9.9380000e+00,1.2890000e+00,5.9710000e-01,3.47e+03,4.860000e+02,34227.05,19183.41,7209.00,327.00,3.90,0.31,2.404,0.866
4481700,4,0,0.706193,-1.000000000e+00,131.995,-1.000000000e+00,1.0000000e-01,-1.0000000e+00,2.5000,-1.0000000e+00,4.3480000e+02,-1.0000e+00,-1.0000000e+00,3.6510000e+00,-1.0000000e+00,3.11e+03,-1.000000e+00,22233.88,-1.00,7108.00,342.00,4.12,0.19,1.728,0.567
4482231,1,0,1.240550,2.273170000e-05,132.700,6.510090000e-03,9.2070000e-02,7.2990000e+01,9.6540,1.4230000e+00,6.4860000e+01,5.7880e+00,1.1700000e+01,1.6870000e+00,1.9630000e+00,3.19e+03,1.740000e+02,24458.00,5339.41,8313.00,83.00,4.06,0.12,2.070,0.342
4482738,1,0,0.866332,7.192150000e-06,132.075,1.129760000e-03,8.8400000e-01,4.7440000e-01,1.3480,1.8060000e-01,8.5480000e+01,7.9980e+00,1.3760000e+01,5.0120000e+00,2.5720000e+00,0.00e+00,-1.000000e+00,0.00,-1.00,4936.00,109.00,3.06,0.03,4.527,1.003
4482738,2,0,0.866349,7.297840000e-06,131.630,1.126850000e-03,9.0300000e-01,4.7030000e-01,1.2330,2.4170000e-01,8.4520000e+01,8.2700e+00,1.4000000e+01,5.0930000e+00,2.9770000e+00,0.00e+00,-1.000000e+00,0.00,-1.00,4936.00,109.00,3.06,0.03,4.527,1.003
4489844,7,0,273.142000,8.109300000e-03,163.046,2.305940000e-02,7.5470000e-01,5.8410000e+00,4.4110,3.0120000e+00,2.6370000e+02,9.6810e+01,3.5950000e+00,1.6570000e+00,3.6400000e+00,2.78e+02,2.370000e+01,1.40,0.48,5709.00,154.00,4.41,0.18,0.938,0.253
4540632,1,0,31.005400,-1.000000000e+00,150.858,-1.000000000e+00,1.0000000e-01,-1.0000000e+00,1.5000,-1.0000000e+00,5.4750000e+05,0.0000e+00,-1.0000000e+00,9.7340000e+01,-1.0000000e+00,6.83e+02,-1.000000e+00,51.34,-1.00,5023.00,151.00,3.90,0.70,1.784,1.129
4540632,2,0,31.005400,7.816020000e-06,132.973,2.164570000e-04,8.3410000e-01,1.3130000e-01,15.1200,1.8620000e-02,1.6540000e+05,2.5320e+02,1.7040000e+03,9.9830000e+01,6.5490000e+01,6.83e+02,1.980000e+02,51.34,59.58,5023.00,151.00,3.90,0.70,1.784,1.129
4540632,3,0,4.427310,1.861760000e-04,133.576,2.833910000e-02,6.7920000e-01,6.8490000e+00,2.9260,1.0030000e+00,4.1610000e+01,2.6770e+01,1.7960000e+00,1.2190000e+00,3.0660000e+00,1.31e+03,3.790000e+02,687.85,798.34,5023.00,151.00,3.90,0.70,1.784,1.129
4554781,1,0,566.431000,1.179810000e-02,189.070,1.563040000e-02,4.9190000e-01,1.7910000e+00,19.4900,1.3630000e+00,6.3760000e+02,8.2960e+01,8.8060000e+00,1.6930000e+00,6.8600000e-01,1.42e+02,6.870000e+00,0.10,0.02,4254.00,172.00,4.61,0.06,0.672,0.062
4556345,1,0,0.960242,1.453790000e-05,132.068,5.551710000e-03,5.9270000e-01,4.0790000e+00,10.3100,2.1350000e+00,2.4370000e+01,2.6080e+00,1.0570000e+01,1.5010000e+00,1.0960000e+00,3.66e+03,5.560000e+02,42491.72,25802.09,7540.00,340.00,3.81,0.33,2.895,1.225
