,target_id,tce_plnt_num,tce_rogue_flag,period,tce_period_err,epoch,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err,label,catalog
15891,7286137,1,0,2.35358,0.000100311,133.047,0.0247057,0.07317,118.0,20.41,1.605,9.577,1.771,6.343,0.2337,0.4025,1250.0,79.4,579.34,147.1,5800.0,174.0,4.56,0.12,0.755,0.136,0,TCE
15892,7286173,1,0,56.435,0.000155012,151.41,0.00225118,0.7858,0.3177,4.898,0.3564,573.6,14.09,40.27,2.649,0.542,465.0,25.7,11.06,2.44,5534.0,110.0,4.38,0.12,1.001,0.134,0,TCE
15893,7286276,1,0,1.48602,1.20372e-05,132.877,0.00229757,0.9128,0.1958,4.205,0.3662,42.57,6.347,8.356,1.33,0.442,2430.0,254.0,8273.05,3450.71,6881.0,238.0,4.04,0.23,1.735,0.468,0,TCE
15894,7052048,2,0,0.655606,1.31861e-05,131.968,0.00509635,0.8997,0.6933,3.297,0.5458,15.53,2.639,8.087,0.8623,0.5052,3360.0,337.0,30210.57,12124.22,7345.0,324.0,4.11,0.2,1.889,0.569,0,TCE
15895,7052337,1,1,622.263,0.0128703,324.689,0.0174269,0.8745,0.2809,16.44,1.489,93.53,11.48,8.428,3.597,1.746,476.0,90.4,12.11,9.2,8048.0,336.0,3.73,0.44,3.251,1.46,0,TCE
15896,7053328,1,0,455.766,0.00525488,338.796,0.00544658,0.5331,6.214,4.866,0.9795,301.6,47.17,6.746,4.735,4.22,419.0,53.5,7.29,3.72,6785.0,238.0,3.79,0.28,2.623,0.875,0,TCE
15897,7060330,1,0,27.7825,0.00875714,147.473,0.0119978,0.6905,4.546,2.834,0.2233,66.74,13.22,9.246,8.197,13.76,1430.0,287.0,992.64,796.69,5021.0,140.0,2.79,0.46,9.433,5.12,0,TCE
15898,7105691,2,0,617.676,0.79234,277.812,1.00871,0.9985,0.5677,101.1,72.32,446.1,377.4,9.899,4.435,46.59,241.0,24.8,0.8,0.33,6276.0,218.0,4.38,0.2,1.106,0.379,0,TCE
15899,7105691,3,0,701.811,-1.0,138.506,-1.0,0.1,-1.0,15.0,-1.0,3055.0,-1.0,-1.0,6.125,-1.0,231.0,-1.0,0.67,-1.0,6276.0,218.0,4.38,0.2,1.106,0.379,0,TCE
15900,7106173,1,0,10.1832,7.00287e-05,133.214,0.00545484,0.8725,0.6707,3.099,0.4119,53.33,5.182,10.08,0.9218,0.5083,867.0,50.1,133.75,30.89,5843.0,127.0,4.42,0.12,1.084,0.177,0,TCE
15901,7106173,2,0,8.29461,8.31587e-05,134.833,0.00768565,0.9626,0.09977,4.04,0.8879,37.33,4.736,8.31,0.8681,0.2614,929.0,53.6,175.82,40.61,5843.0,127.0,4.42,0.12,1.084,0.177,0,TCE
15902,7115249,8,0,1.45854,-1.0,131.68,-1.0,0.1,-1.0,2.0,-1.0,875.3,-1.0,-1.0,2.633,-1.0,1540.0,-1.0,1342.78,-1.0,5855.0,176.0,4.53,0.2,0.894,0.261,0,TCE
15903,7115291,1,0,52.8028,6.85875e-06,167.27,0.000101621,0.9035,0.01314,5.608,0.008153,51630.0,49.75,1193.0,28.73,8.424,472.0,44.4,11.75,4.42,5835.0,174.0,4.49,0.2,0.901,0.263,0,TCE
15904,7115291,2,0,0.566741,1.23439e-05,131.892,0.00520729,0.2961,22.43,3.57,0.3134,28.03,4.322,8.206,0.4789,0.7587,2140.0,201.0,4962.43,1868.0,5835.0,174.0,4.49,0.2,0.901,0.263,0,TCE
15905,7115308,1,0,0.566749,1.69594e-05,131.871,0.00738453,0.5839,6.284,3.939,0.3943,15.56,3.204,6.078,0.3905,0.4477,2250.0,209.0,6067.92,2252.17,6089.0,199.0,4.5,0.19,0.95,0.262,0,TCE
15906,7116043,5,0,37.9945,0.000702454,166.126,0.0194479,0.935,0.06754,3.182,0.3848,3935.0,668.0,8.443,9.131,3.799,564.0,52.9,23.87,8.96,5576.0,183.0,4.3,0.2,1.132,0.314,0,TCE
15907,7116043,6,0,7.37226,0.000203977,132.336,0.0173998,0.9961,0.4372,2.855,0.4492,2151.0,454.1,9.532,9.836,36.38,974.0,91.4,212.46,79.79,5576.0,183.0,4.3,0.2,1.132,0.314,0,TCE
15908,7116043,7,0,18.974,0.000136307,149.583,0.00619848,0.989,0.5994,2.102,0.3989,3459.0,592.6,8.821,11.83,48.73,710.0,66.7,60.24,22.62,5576.0,183.0,4.3,0.2,1.132,0.314,0,TCE
15909,7116046,1,0,0.566766,1.02151e-05,131.859,0.00463049,0.7251,2.317,4.091,0.4484,50.28,6.882,9.966,0.6547,0.6008,1920.0,156.0,3214.82,1046.69,5408.0,191.0,4.55,0.16,0.857,0.2,0,TCE
15910,7117293,1,0,416.482,0.0262057,483.544,0.0340643,0.7745,3.778,4.455,4.773,850.2,723.6,2.311,0.9551,1.776,95.8,3.5,0.02,0.0,3377.0,54.0,4.95,0.06,0.299,0.045,0,TCE
15911,7117293,2,0,350.746,0.00574215,416.271,0.0122388,0.1526,26.56,4.72,2.009,2748.0,780.4,6.588,1.549,1.575,101.0,3.7,0.03,0.0,3377.0,54.0,4.95,0.06,0.299,0.045,0,TCE
15912,7117293,3,0,458.71,0.00866279,411.898,0.0137678,0.07538,78.46,4.599,2.643,2730.0,620.5,6.908,1.541,2.167,92.8,3.38,0.02,0.0,3377.0,54.0,4.95,0.06,0.299,0.045,0,TCE
15913,7121281,1,0,638.408,0.0163589,221.78,0.0194679,0.5005,2.572,17.69,2.109,916.3,128.5,7.743,2.06,1.186,140.0,5.38,0.09,0.01,4340.0,129.0,4.6,0.05,0.68,0.057,0,TCE
15914,7121885,1,0,33.9376,8.47849e-06,135.544,0.000235148,0.4632,0.003278,7.044,0.009834,197600.0,293.9,5533.0,49.35,16.94,618.0,67.5,34.49,15.08,6220.0,259.0,4.41,0.22,1.066,0.366,0,TCE
15915,7121885,2,0,33.9375,1.19603e-05,147.182,0.000349211,0.9501,0.01361,11.14,0.01792,32940.0,37.23,947.2,29.34,10.13,618.0,67.5,34.49,15.08,6220.0,259.0,4.41,0.22,1.066,0.366,0,TCE
15916,7122259,1,0,20.8821,1.30235e-06,146.569,6.14168e-05,0.7203,0.02504,8.073,0.002388,230300.0,80.61,3333.0,64.08,20.93,737.0,76.5,69.77,28.95,6335.0,241.0,4.43,0.21,1.072,0.349,0,TCE
15917,7135545,1,0,1.45821,1.59198e-05,132.626,0.00456912,0.2802,10.56,4.426,0.1885,25.68,3.191,8.774,0.8845,0.6764,2220.0,373.0,5787.69,3878.26,6140.0,218.0,3.99,0.39,1.73,0.732,0,TCE
15918,7135545,2,0,1.45849,1.77684e-05,131.56,0.00579551,0.9033,0.3781,7.573,0.8928,23.84,2.563,10.27,0.9936,0.5347,2220.0,373.0,5786.23,3877.28,6140.0,218.0,3.99,0.39,1.73,0.732,0,TCE
15919,7135545,3,1,89.8535,0.00111333,176.081,0.00794695,0.8082,1.707,4.373,1.68,365.9,44.66,8.887,3.673,3.189,563.0,94.3,23.78,15.93,6140.0,218.0,3.99,0.39,1.73,0.732,0,TCE
15920,7135699,1,0,495.09,0.00674653,251.122,0.00662,0.8159,1.959,3.62,1.382,212.8,30.24,6.566,3.191,3.491,313.0,41.0,2.27,1.19,5738.0,173.0,3.91,0.3,1.954,0.643,0,TCE
15921,7176268,9,0,58.9066,0.0009606,179.024,0.0125837,0.9918,0.06514,3.792,0.8057,178.2,92.24,7.361,4.514,7.918,744.0,79.9,72.63,31.18,6698.0,184.0,3.94,0.24,2.138,0.613,0,TCE
15922,7176375,1,0,289.15,0.011513,226.865,0.0294212,0.8469,0.7593,13.21,1.827,52.43,11.74,5.116,0.9038,0.4177,319.0,21.2,2.46,0.65,6329.0,190.0,4.33,0.13,1.106,0.212,0,TCE
15923,7177105,1,0,5.8926,0.000147999,132.624,0.0184307,0.575,2.216,34.47,1.387,31.73,2.82,10.97,1.089,0.4636,1610.0,165.0,1585.09,651.55,7201.0,277.0,4.06,0.21,1.845,0.535,0,TCE
15924,7198817,3,1,109.317,0.000795318,235.688,0.00503052,0.8055,1.813,3.3,1.407,389.7,51.07,7.581,4.598,3.78,587.0,70.3,28.03,13.43,6513.0,179.0,3.95,0.27,2.103,0.711,0,TCE
15925,7198817,4,0,179.199,0.00254295,152.942,0.0122423,0.7958,7.56,3.442,4.932,314.3,59.19,6.371,4.113,11.89,498.0,59.6,14.5,6.95,6513.0,179.0,3.95,0.27,2.103,0.711,0,TCE
15926,7198817,5,0,54.3244,0.00204943,141.026,0.0292402,0.9973,0.07445,12.67,1.352,324.8,45.23,7.355,6.989,11.2,741.0,88.7,71.22,34.13,6513.0,179.0,3.95,0.27,2.103,0.711,0,TCE
15927,7199917,1,0,0.566756,1.29419e-05,131.852,0.00535837,0.5919,3.094,3.625,0.228,8.542,1.345,7.931,0.602,0.447,2940.0,391.0,17715.69,9409.1,5551.0,182.0,3.88,0.3,1.985,0.675,0,TCE
15928,7199917,2,0,44.5195,0.000721032,151.558,0.0126615,0.08707,190.1,1.687,0.5986,132.5,27.25,7.46,2.26,8.942,687.0,91.2,52.66,27.97,5551.0,182.0,3.88,0.3,1.985,0.675,0,TCE
15929,7199935,1,0,0.56679,9.0477e-06,131.824,0.00284677,0.3661,6.385,2.682,0.1164,16.73,2.117,10.56,0.5787,0.344,2760.0,262.0,13639.77,5196.5,6130.0,167.0,4.15,0.21,1.393,0.358,0,TCE
15930,7199935,2,0,402.315,0.0266208,273.851,0.0231139,0.8611,0.4843,7.219,1.624,353.0,77.3,6.779,2.987,1.244,309.0,29.4,2.15,0.82,6130.0,167.0,4.15,0.21,1.393,0.358,0,TCE
15931,7204073,2,0,0.566812,6.97061e-06,131.797,0.00151962,0.8939,0.3647,2.064,0.1561,24.24,2.3,15.29,0.345,0.1323,1340.0,58.5,773.38,134.57,4208.0,138.0,4.66,0.06,0.583,0.061,0,TCE
15932,7204073,3,0,262.032,0.0067073,186.466,0.0185801,0.8546,0.8264,8.027,1.896,183.0,39.04,5.289,0.9134,0.5961,174.0,7.57,0.22,0.04,4208.0,138.0,4.66,0.06,0.583,0.061,0,TCE
15933,7204073,4,0,143.477,0.00625245,237.122,0.031894,0.8993,1.632,4.472,3.24,81.84,34.21,2.647,0.6364,1.113,213.0,9.25,0.48,0.08,4208.0,138.0,4.66,0.06,0.583,0.061,0,TCE
15934,7212566,1,0,422.67,0.0108304,345.98,0.0156022,0.8692,1.175,5.553,3.242,271.6,47.05,6.342,2.003,1.666,267.0,28.6,1.21,0.52,6290.0,206.0,4.43,0.22,1.06,0.349,0,TCE
15935,7212722,1,0,2.31617,2.25439e-08,132.312,6.04848e-06,0.7372,0.01327,3.999,0.001251,249000.0,49.49,10660.0,51.14,13.27,1290.0,110.0,652.0,223.09,5932.0,177.0,4.58,0.18,0.795,0.206,0,TCE
15936,7213311,1,0,285.372,0.00360853,311.303,0.00863946,0.8581,0.4288,5.031,1.132,491.9,61.68,8.129,7.06,5.799,423.0,207.0,7.56,14.82,5142.0,180.0,3.47,1.23,2.756,2.067,0,TCE
15937,7257180,1,0,446.974,0.0213107,240.804,0.0330838,0.7949,0.4027,27.24,2.411,300.0,44.25,6.976,1.531,0.44,219.0,15.5,0.54,0.15,5807.0,158.0,4.58,0.14,0.8,0.168,0,TCE
15938,7257363,1,0,5.23344,5.81953e-05,133.143,0.00900478,0.9951,0.08842,5.32,0.6926,254.2,23.78,13.5,2.221,4.39,851.0,40.9,124.25,23.85,5266.0,142.0,4.61,0.08,0.741,0.103,0,TCE
15939,7257373,1,0,5.2335,-1.0,133.118,-1.0,0.1,-1.0,4.5,-1.0,456800.0,0.0,-1.0,51.92,-1.0,1050.0,-1.0,287.77,-1.0,5841.0,205.0,4.45,0.2,0.977,0.291,0,TCE
15940,7257373,2,0,5.23361,-1.0,134.188,-1.0,0.1,-1.0,15.0,-1.0,7318.0,-1.0,-1.0,8.292,-1.0,1050.0,-1.0,287.76,-1.0,5841.0,205.0,4.45,0.2,0.977,0.291,0,TCE
15941,7257373,3,0,2.61641,-1.0,132.73,-1.0,0.1,-1.0,7.5,-1.0,12850.0,-1.0,-1.0,10.99,-1.0,1320.0,-1.0,725.27,-1.0,5841.0,205.0,4.45,0.2,0.977,0.291,0,TCE
15942,7272132,1,0,154.678,0.00489171,177.338,0.0277855,0.9655,0.01704,10.36,1.126,461.5,49.33,11.29,2.751,0.8817,371.0,38.2,4.47,1.85,6338.0,242.0,4.45,0.21,1.002,0.311,0,TCE
15943,7273277,1,0,2.71409,3.72126e-06,133.711,0.000666415,0.9331,0.1254,1.383,0.2064,133.9,5.422,35.7,1.426,0.3354,1300.0,71.2,678.06,148.48,5815.0,87.0,4.46,0.12,0.992,0.152,0,TCE
15944,7277317,1,0,16.3389,2.0481e-05,145.239,0.0010176,0.5096,0.202,9.442,0.126,1708.0,11.27,151.5,10.81,1.226,963.0,32.2,203.53,27.2,4877.0,63.0,3.65,0.07,2.595,0.273,0,TCE
15945,7281856,1,0,0.566799,8.41675e-06,131.818,0.00269309,0.9,0.6493,3.242,0.5928,23.88,2.764,11.56,0.6778,0.3959,2690.0,249.0,12456.63,4610.64,6555.0,216.0,4.32,0.19,1.189,0.34,0,TCE
15946,7281864,1,0,0.566766,1.69722e-05,131.834,0.00755808,0.3094,26.95,3.882,0.3542,11.9,2.462,6.118,0.3435,0.6576,2280.0,246.0,6400.11,2765.04,6072.0,198.0,4.47,0.22,0.988,0.336,0,TCE
15947,7281902,1,0,0.566761,2.39697e-05,131.858,0.0103656,0.1,148.7,4.072,0.4188,6.605,1.976,4.244,0.3585,1.152,2660.0,291.0,11811.46,5169.95,5957.0,181.0,4.17,0.25,1.402,0.389,0,TCE
15948,7286836,1,1,312.885,0.007375,439.341,0.0136717,0.6676,6.072,3.939,2.806,989.2,216.7,6.332,2.718,4.9,235.0,16.5,0.72,0.2,5464.0,180.0,4.55,0.13,0.818,0.173,0,TCE
15949,7286911,1,0,11.5556,2.82907e-05,138.196,0.00198001,0.3755,4.762,1.627,0.1324,438.3,20.46,22.03,1.781,0.9855,703.0,31.5,57.91,10.36,5420.0,81.0,4.55,0.1,0.85,0.101,0,TCE
15950,7287028,1,0,3.60919,2.21685e-05,132.48,0.00392961,0.945,0.227,2.866,0.7621,54.24,6.811,8.908,0.8501,0.4073,1190.0,121.0,478.12,193.48,6032.0,180.0,4.51,0.21,0.929,0.291,0,TCE
15951,7060736,1,0,3.46959,5.8623e-05,134.68,0.0135544,0.9953,0.04089,9.215,0.929,152.2,26.25,14.15,2.044,2.565,1270.0,135.0,624.62,264.26,6283.0,242.0,4.49,0.22,0.952,0.304,0,TCE
15952,7060736,2,0,3.47004,6.23543e-05,133.747,0.0119917,0.9497,0.07354,8.394,1.104,77.2,8.752,9.269,1.035,0.3578,1270.0,135.0,624.51,264.22,6283.0,242.0,4.49,0.22,0.952,0.304,0,TCE
15953,7060736,3,0,316.225,0.0106156,304.811,0.0307447,0.7154,2.728,6.542,2.821,711.2,109.8,6.502,2.727,2.232,283.0,30.0,1.52,0.64,6283.0,242.0,4.49,0.22,0.952,0.304,0,TCE
15954,7106173,3,0,6.23224,4.87345e-05,135.23,0.00515734,0.8973,0.6958,2.282,0.3729,35.23,5.076,7.486,0.7665,0.533,1020.0,59.0,257.39,59.45,5843.0,127.0,4.42,0.12,1.084,0.177,0,TCE
15955,7106205,1,0,1.14921,1.19339e-05,131.539,0.00522944,0.9935,0.004393,4.675,0.5123,27.93,6.72,11.33,2.441,0.7442,3360.0,340.0,30053.4,12167.85,6903.0,151.0,3.7,0.23,3.229,0.831,0,TCE
15956,7106205,2,0,2.87801,4.08781e-05,131.877,0.0091716,0.9105,0.1896,11.48,0.9567,36.17,3.718,10.28,2.278,0.7046,2470.0,250.0,8836.92,3577.84,6903.0,151.0,3.7,0.23,3.229,0.831,0,TCE
15957,7115332,1,0,0.566889,0.177384,132.19,66.9884,0.7016,310.3,3.082,859.1,0.002225,4.656,0.0005737,0.0053,5.613,2460.0,359.0,8631.96,5044.98,6395.0,242.0,4.44,0.21,1.049,0.325,0,TCE
15958,7115366,1,0,0.566753,1.36571e-05,131.865,0.00581664,0.5395,7.206,3.59,0.3593,35.96,6.141,7.437,0.4903,0.6232,1950.0,155.0,3409.79,1085.22,5613.0,169.0,4.58,0.16,0.795,0.194,0,TCE
15959,7115390,1,0,0.566788,8.69691e-06,131.82,0.00325089,0.9041,0.5169,3.253,1.024,98.77,11.59,11.16,0.6946,0.442,1450.0,66.2,1032.22,189.19,4631.0,166.0,4.71,0.06,0.569,0.061,0,TCE
15960,7116166,1,0,0.566755,2.03106e-05,131.842,0.00872563,0.4157,18.58,3.667,0.4842,23.18,5.817,5.062,0.4977,0.9504,2330.0,245.0,6944.06,2926.89,6148.0,236.0,4.46,0.21,1.015,0.341,0,TCE
15961,7116217,1,0,0.566754,1.28926e-05,131.867,0.00594553,0.7,3.72,4.437,0.5638,31.25,5.281,7.926,0.5127,0.6134,2010.0,173.0,3829.76,1321.27,5639.0,169.0,4.55,0.18,0.859,0.22,0,TCE
15962,7116226,1,0,0.566746,1.69591e-05,131.861,0.00737759,0.4438,13.47,3.696,0.4134,22.15,4.575,6.16,0.492,0.7222,2380.0,239.0,7637.68,3058.82,6273.0,225.0,4.45,0.2,1.021,0.32,0,TCE
15963,7117293,4,1,590.334,0.00751996,285.959,0.00904695,0.3904,5.712,5.277,1.645,2832.0,482.5,7.056,1.599,1.047,85.3,3.11,0.01,0.0,3377.0,54.0,4.95,0.06,0.299,0.045,0,TCE
15964,7117293,5,0,367.014,0.00506465,169.13,0.0112787,0.6801,1.549,3.275,1.427,3776.0,614.2,10.39,1.948,0.9714,100.0,3.65,0.02,0.0,3377.0,54.0,4.95,0.06,0.299,0.045,0,TCE
15965,7117348,1,0,0.566804,8.28262e-06,131.832,0.00341669,0.3735,10.52,4.624,0.4287,63.01,7.635,12.09,0.7888,0.8571,2180.0,202.0,5355.55,1981.63,5705.0,190.0,4.42,0.19,0.989,0.281,0,TCE
15966,7117355,1,0,0.566734,3.05982e-05,131.872,0.0118765,0.7047,3.217,3.051,0.508,9.235,3.51,3.308,0.3382,0.3495,2270.0,221.0,6307.44,2451.67,5864.0,184.0,4.41,0.2,1.04,0.305,0,TCE
15967,7122259,2,0,20.8821,2.4652e-06,138.247,0.000113989,0.9008,0.01989,11.11,0.005542,105900.0,43.64,2549.0,50.62,16.56,737.0,76.5,69.77,28.95,6335.0,241.0,4.43,0.21,1.072,0.349,0,TCE
15968,7122746,1,0,482.555,0.017937,150.98,0.0177858,0.4787,27.93,6.799,6.916,616.7,137.6,5.94,5.762,16.34,419.0,24.8,7.31,1.73,7710.0,154.0,4.0,0.13,2.239,0.372,0,TCE
15969,7122746,2,0,0.594422,9.55133e-06,131.771,0.00229776,0.9044,0.6217,1.915,0.4164,40.48,5.118,10.83,1.657,0.8235,3910.0,232.0,55337.7,13102.56,7710.0,154.0,4.0,0.13,2.239,0.372,0,TCE
15970,7122746,3,0,0.594425,1.23389e-05,132.062,0.00211966,0.9,0.6362,1.436,0.3276,49.95,8.055,9.831,1.838,0.9022,3910.0,232.0,55337.35,13102.48,7710.0,154.0,4.0,0.13,2.239,0.372,0,TCE
15971,7135852,1,0,4.22097,2.27893e-06,132.633,0.000373514,0.843,0.02143,3.249,0.05839,2264.0,17.57,140.8,2.807,0.6204,596.0,81.4,29.78,16.29,3837.0,481.0,4.75,0.1,0.517,0.114,0,TCE
15972,7135861,1,0,443.233,0.0102024,208.864,0.0196805,0.776,0.9478,14.24,1.223,96.6,12.03,8.243,1.426,0.6103,286.0,20.9,1.59,0.46,6200.0,204.0,4.27,0.14,1.324,0.281,0,TCE
15973,7136729,1,0,3.17319,1.02218e-05,133.385,0.00216367,0.9819,0.004398,3.015,0.17,154.5,10.16,22.62,1.373,0.2017,1080.0,59.5,318.19,70.28,5369.0,160.0,4.51,0.1,0.784,0.109,0,TCE
15974,7177553,1,0,17.9965,2.83604e-07,139.543,1.27697e-05,0.9934,0.0085,4.672,0.0007926,62170.0,30.27,5075.0,95.11,58.21,1000.0,275.0,240.95,263.76,5684.0,190.0,3.79,0.66,2.249,1.376,0,TCE
15975,7177553,2,0,17.9964,-1.0,134.913,-1.0,0.1,-1.0,3.0,-1.0,37030.0,-1.0,-1.0,43.07,-1.0,1000.0,-1.0,240.95,-1.0,5684.0,190.0,3.79,0.66,2.249,1.376,0,TCE
15976,7177555,1,0,17.9964,3.05698e-05,139.544,0.00143616,0.751,0.0355,4.266,0.09303,9425.0,147.8,176.1,7.095,0.68,468.0,21.6,11.33,2.1,4438.0,172.0,4.61,0.05,0.666,0.062,0,TCE
15977,7177555,2,0,17.9965,3.40207e-05,134.911,0.00163171,0.8965,0.007959,4.834,0.06614,8230.0,181.4,146.5,7.529,0.7215,468.0,21.6,11.33,2.1,4438.0,172.0,4.61,0.05,0.666,0.062,0,TCE
15978,7198834,1,0,0.558577,2.09343e-05,131.685,0.0112206,0.5577,15.36,4.973,1.161,21.8,5.823,5.027,0.4504,1.145,2220.0,225.0,5705.19,2319.14,6017.0,230.0,4.51,0.21,0.931,0.279,0,TCE
15979,7198846,1,0,0.566803,-1.0,131.711,-1.0,0.1,-1.0,1.5,-1.0,526.9,-1.0,-1.0,3.265,-1.0,2540.0,-1.0,9783.93,-1.0,5513.0,82.0,4.11,0.23,1.442,0.354,0,TCE
15980,7198881,1,0,0.566672,-1.0,132.067,-1.0,0.1,-1.0,1.5,-1.0,10130.0,-1.0,-1.0,11.73,-1.0,2490.0,-1.0,9036.81,-1.0,6277.0,208.0,4.4,0.22,1.161,0.4,0,TCE
15981,7198881,2,0,0.566826,2.24472e-06,131.634,0.000776697,0.9522,0.003801,5.283,0.1335,200.5,5.58,62.27,2.064,0.7118,2490.0,264.0,9033.54,3835.43,6277.0,208.0,4.4,0.22,1.161,0.4,0,TCE
15982,7198906,1,0,0.566011,7.46557e-06,131.805,0.00383723,0.9495,0.05561,6.792,8.959e-05,23.21,2.116,16.42,7.631,4.486,0.0,-1.0,0.0,-1.0,6029.0,198.0,2.74,0.55,12.69,7.349,0,TCE
15983,7199935,3,0,105.341,0.00243022,182.959,0.0201909,0.7879,3.022,4.56,1.765,152.7,33.11,5.397,1.895,2.329,483.0,46.0,12.86,4.9,6130.0,167.0,4.15,0.21,1.393,0.358,0,TCE
15984,7199989,1,0,0.566758,3.65181e-05,131.893,0.0125856,0.8931,2.946,5.335,2.529,3.022,1.102,3.121,0.4481,0.9,3680.0,338.0,43428.74,15972.73,7027.0,230.0,3.96,0.2,2.231,0.537,0,TCE
15985,7200001,1,0,0.566766,1.22126e-05,131.851,0.00559374,0.5773,6.124,4.338,0.4215,20.19,2.993,8.57,0.5709,0.5647,2720.0,263.0,13015.04,5032.21,6708.0,241.0,4.36,0.19,1.215,0.389,0,TCE
15986,7204073,5,1,233.109,0.00378233,303.296,0.0102905,0.8916,0.3993,4.606,1.314,259.7,49.65,5.953,1.125,0.4924,181.0,7.87,0.25,0.04,4208.0,138.0,4.66,0.06,0.583,0.061,0,TCE
15987,7204233,1,0,33.304,0.00034872,149.455,0.00909348,0.872,0.8836,2.916,1.201,302.9,31.29,9.525,1.473,1.241,423.0,21.0,7.54,1.5,4899.0,174.0,4.62,0.07,0.713,0.091,0,TCE
15988,7204237,1,0,1.55484,4.27117e-05,132.665,0.0184089,0.9449,0.05428,13.8,2.16,79.02,7.101,12.15,2.431,0.7131,3020.0,277.0,19585.46,7200.93,8273.0,340.0,4.03,0.18,2.254,0.634,0,TCE
15989,7204722,1,0,36.4698,0.0103634,161.357,0.356642,0.5848,6.812,11.63,3.229,246.5,49.52,6.968,1.886,2.188,645.0,62.0,40.9,15.73,6224.0,241.0,4.28,0.2,1.15,0.32,0,TCE
15990,7213874,1,0,576.545,0.0193441,408.209,0.0236094,0.8213,1.093,6.53,2.61,688.1,156.4,5.638,2.945,1.85,219.0,0.00245,0.54,0.0,5780.0,0.0,4.44,0.0,1.0,0.0,0,TCE
15991,7214055,1,0,7.97329,0.000405984,139.17,0.0410831,0.9923,0.002947,22.49,1.88,32.19,4.156,11.47,1.89,0.6379,1810.0,201.0,2514.0,1119.42,8287.0,346.0,3.98,0.23,2.416,0.793,0,TCE
15992,7214090,1,0,0.577903,9.74381e-06,131.803,0.00174305,0.9064,0.561,1.392,0.4146,99.09,13.09,12.59,1.087,0.7122,2080.0,203.0,4443.89,1732.69,5730.0,190.0,4.5,0.2,0.908,0.273,0,TCE
15993,7214090,2,0,0.577904,1.18228e-05,131.515,0.00219687,0.9026,0.7977,1.477,0.501,78.23,12.68,10.64,0.9617,0.8173,2080.0,203.0,4443.88,1732.68,5730.0,190.0,4.5,0.2,0.908,0.273,0,TCE
15994,7257966,1,0,3.03519,6.01698e-06,132.332,0.000806394,0.8977,0.3595,0.735,0.2519,568.4,59.25,18.75,2.548,1.127,1140.0,88.2,403.97,124.64,5505.0,164.0,4.5,0.16,0.873,0.195,0,TCE
15995,7258024,1,0,371.744,0.0188449,388.126,0.0319008,1.0,0.2061,35.61,3.771,8908.0,2390.0,17.71,19.31,21.52,283.0,28.5,1.52,0.61,6082.0,202.0,4.34,0.21,1.142,0.355,0,TCE
15996,7258024,2,0,378.727,0.0179045,363.017,0.032544,1.0,0.3349,35.49,3.133,10910.0,3637.0,18.2,21.25,27.42,281.0,28.4,1.48,0.6,6082.0,202.0,4.34,0.21,1.142,0.355,0,TCE
15997,7280687,1,0,0.56676,0.000863554,131.719,0.341531,0.09979,1774.0,4.681,8.207,0.2507,2.606,0.1369,0.05135,2.337,2160.0,192.0,5126.91,1827.32,5532.0,166.0,4.4,0.19,1.047,0.269,0,TCE
15998,7280785,1,0,0.56681,8.67528e-06,131.67,0.00305466,0.5084,4.57,3.423,0.202,71.62,8.277,11.24,0.6434,0.5395,1790.0,82.1,2408.56,442.66,5128.0,153.0,4.55,0.08,0.749,0.081,0,TCE
15999,7280785,2,0,81.1404,0.000730793,135.172,0.00707907,0.8662,1.887,2.299,3.223,995.8,197.0,6.285,2.77,4.474,341.0,15.7,3.22,0.59,5128.0,153.0,4.55,0.08,0.749,0.081,0,TCE
16000,7280785,3,0,101.365,0.00153541,166.524,0.0101301,0.5545,11.97,3.306,2.907,1584.0,277.4,8.201,3.054,7.883,317.0,14.6,2.39,0.44,5128.0,153.0,4.55,0.08,0.749,0.081,0,TCE
16001,7281947,1,0,0.56676,1.49067e-05,131.851,0.00642051,0.4363,12.9,3.841,0.3904,24.0,4.509,6.805,0.5633,0.7859,2480.0,241.0,8890.79,3456.26,6321.0,217.0,4.42,0.2,1.125,0.329,0,TCE
16002,7281947,2,0,22.4082,0.000217169,150.684,0.00910601,0.02714,485.9,1.09,0.7581,556.4,123.0,9.336,2.674,6.981,727.0,70.6,66.01,25.66,6321.0,217.0,4.42,0.2,1.125,0.329,0,TCE
16003,7281947,3,0,32.6333,0.000361308,149.705,0.00929794,0.6956,15.61,1.679,3.043,620.6,106.4,10.32,3.002,12.33,641.0,62.3,39.99,15.54,6321.0,217.0,4.42,0.2,1.125,0.329,0,TCE
16004,7281951,1,0,0.566764,1.51987e-05,131.868,0.00599523,0.9238,0.6971,3.773,1.962,43.88,9.157,6.52,0.8588,0.7564,2330.0,248.0,7015.41,2985.05,6078.0,253.0,4.45,0.22,1.069,0.334,0,TCE
16005,7287118,1,0,0.58505,7.964e-06,132.01,0.00377816,0.1,58.91,4.359,0.2956,32.02,3.175,12.61,1.899,2.171,4900.0,901.0,136037.17,100090.91,8055.0,335.0,3.71,0.42,3.32,1.559,0,TCE
