,target_id,tce_plnt_num,tce_rogue_flag,period,tce_period_err,epoch,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err,label,catalog
0,2304168,2,0,431.719,0.0118025,219.298,0.0183838,0.9308,0.03871,13.22,1.144,488.4,53.7,10.32,8.768,4.568,494.0,104.0,14.09,11.85,7221.0,327.0,3.67,0.49,3.332,1.718,0,TCE
1,2304235,1,0,0.570607,5.55182e-06,132.049,0.000698924,0.9,0.2687,1.16,0.1159,75.15,5.45,20.39,27.83,20.18,0.0,-1.0,0.0,-1.0,4896.0,172.0,2.12,0.56,26.32,17.39,0,TCE
2,2304566,1,0,0.68948,4.75278e-05,131.833,0.0198384,0.3085,45.49,5.236,0.7365,3.794,1.923,2.574,1.168,3.268,0.0,-1.0,0.0,-1.0,7059.0,269.0,3.29,0.43,5.894,2.825,0,TCE
3,2304320,1,0,16.5408,4.28577e-05,133.952,0.00219308,0.8848,0.2235,2.715,0.3863,366.7,12.29,30.83,1.763,0.414,570.0,16.6,24.93,2.91,5064.0,101.0,4.57,0.05,0.769,0.049,0,TCE
4,2303365,2,0,0.520697,8.65428e-06,132.003,0.000916235,0.9008,0.4155,1.035,0.2327,123.6,13.35,18.95,4.686,2.725,0.0,-1.0,0.0,-1.0,7517.0,339.0,3.64,0.46,3.603,1.762,0,TCE
5,2303102,10,0,480.481,0.0209532,161.57,0.0307354,0.8825,0.1817,15.56,2.336,309.9,71.23,6.863,2.614,0.925,250.0,29.8,0.92,0.44,5465.0,164.0,4.21,0.28,1.257,0.352,0,TCE
6,2303903,1,0,3.70856,2.14868e-05,134.48,0.00368844,0.9648,0.04347,2.073,0.5001,302.4,40.42,10.77,1.789,0.4377,995.0,63.1,231.91,58.84,5420.0,162.0,4.6,0.12,0.771,0.147,0,TCE
7,2303365,1,0,0.520693,1.35563e-05,131.701,0.00119251,0.07207,122.3,0.5068,0.08617,82.17,15.97,9.115,3.439,5.554,0.0,-1.0,0.0,-1.0,7517.0,339.0,3.64,0.46,3.603,1.762,0,TCE
8,2304604,1,0,0.845263,1.27234e-05,131.673,0.00248917,0.9015,0.5586,2.335,0.6091,90.43,16.31,7.438,1.715,1.097,2290.0,235.0,6452.57,2650.68,5525.0,82.0,4.05,0.24,1.504,0.402,0,TCE
9,2305255,1,0,24.5694,0.00101919,155.963,0.0334343,1.0,0.06421,31.17,2.128,649.7,199.7,11.93,4.746,4.249,638.0,61.7,39.08,15.12,5977.0,197.0,4.46,0.2,0.956,0.293,0,TCE
10,757099,1,0,0.72393,2.19143e-05,131.691,0.00435858,0.1983,21.55,6.241,0.7262,72.85,15.8,4.838,1.783,2.102,2780.0,740.0,14129.44,15039.31,5519.0,182.0,3.82,0.64,2.109,1.251,0,TCE
11,892376,1,0,607.711,0.00898225,207.635,0.0119971,0.5504,1.577,12.58,1.461,1050.0,204.8,6.356,1.998,0.7978,125.0,6.21,0.06,0.01,3973.0,152.0,4.66,0.06,0.605,0.074,0,TCE
12,757450,1,0,8.88492,1.21522e-06,134.452,0.000103171,0.03954,1.407,2.074,0.0245,15940.0,41.34,431.2,10.45,0.5793,770.0,22.4,83.33,9.68,5332.0,106.0,4.5,0.05,0.843,0.045,0,TCE
13,892376,2,0,1.02188,8.71582e-06,131.812,0.00265237,0.8908,0.1889,5.994,0.5827,91.17,8.048,13.64,0.6947,0.1653,1050.0,52.2,289.74,57.53,3973.0,152.0,4.66,0.06,0.605,0.074,0,TCE
14,892376,4,0,405.727,0.011176,498.041,0.01988,0.376,22.59,4.279,2.972,1490.0,465.5,9.328,2.311,6.749,143.0,7.1,0.1,0.02,3973.0,152.0,4.66,0.06,0.605,0.074,0,TCE
15,892376,3,0,85.7411,-1.0,182.874,-1.0,0.1,-1.0,12.5,-1.0,839.5,-1.0,-1.0,1.696,-1.0,240.0,-1.0,0.79,-1.0,3973.0,152.0,4.66,0.06,0.605,0.074,0,TCE
16,892376,5,0,126.081,0.00299118,201.665,0.0195451,0.6123,1.692,12.64,1.72,787.6,155.1,7.368,1.758,0.8833,211.0,10.5,0.47,0.09,3973.0,152.0,4.66,0.06,0.605,0.074,0,TCE
17,892772,1,0,5.09259,3.04998e-05,133.454,0.00462016,0.8996,0.318,3.642,0.8181,239.7,16.49,15.34,1.411,0.5268,844.0,41.0,120.07,23.34,5037.0,181.0,4.55,0.07,0.751,0.079,0,TCE
18,892376,6,0,64.5178,-1.0,188.638,-1.0,0.1,-1.0,3.0,-1.0,675.4,-1.0,-1.0,1.523,-1.0,264.0,-1.0,1.15,-1.0,3973.0,152.0,4.66,0.06,0.605,0.074,0,TCE
19,892667,1,0,2.26201,2.61783e-05,132.194,0.00604153,0.6015,1.882,8.278,0.3247,30.41,3.029,10.1,0.9568,0.4297,1960.0,223.0,3503.24,1589.69,6609.0,227.0,4.11,0.25,1.654,0.523,0,TCE
20,893507,2,0,302.046,0.00238118,286.987,0.00483572,0.8486,0.3794,3.984,0.9227,902.0,134.0,9.986,5.796,3.641,337.0,93.0,3.05,3.37,5382.0,177.0,3.92,0.67,1.684,0.939,0,TCE
21,893507,1,1,380.787,0.00387104,401.972,0.00624961,0.7122,6.231,2.448,1.95,664.9,134.3,9.371,4.661,10.34,312.0,86.1,2.24,2.47,5382.0,177.0,3.92,0.67,1.684,0.939,0,TCE
22,893507,3,1,300.228,0.00730964,320.423,0.0189467,1.0,0.1927,6.649,5.302,525.5,919.3,6.023,7.792,31.36,338.0,93.2,3.07,3.39,5382.0,177.0,3.92,0.67,1.684,0.939,0,TCE
23,893507,4,0,285.254,0.00485145,251.518,0.014692,0.8903,0.1539,7.502,0.9743,506.6,120.3,6.531,4.487,2.668,343.0,94.8,3.29,3.63,5382.0,177.0,3.92,0.67,1.684,0.939,0,TCE
24,893507,5,0,308.893,0.00397659,271.39,0.0111556,0.9487,0.0169,7.801,0.6272,757.1,117.9,8.4,5.937,3.354,334.0,92.3,2.96,3.27,5382.0,177.0,3.92,0.67,1.684,0.939,0,TCE
25,893507,7,0,318.782,0.00424325,427.806,0.0064174,0.7597,2.187,4.667,1.756,493.1,84.05,8.012,4.081,4.425,331.0,91.4,2.84,3.13,5382.0,177.0,3.92,0.67,1.684,0.939,0,TCE
26,893507,6,0,279.221,0.00724037,368.703,0.0113632,0.7876,1.408,4.684,1.332,404.1,79.37,6.7,3.741,3.331,346.0,95.5,3.39,3.74,5382.0,177.0,3.92,0.67,1.684,0.939,0,TCE
27,893647,4,0,397.411,0.0105866,523.176,0.012857,0.001603,10250.0,4.062,3.98,1452.0,394.5,5.632,2.565,12.45,185.0,7.64,0.28,0.05,4856.0,146.0,4.58,0.06,0.696,0.068,0,TCE
28,893647,1,0,407.102,0.0055258,318.395,0.0112726,0.5458,3.934,6.663,2.165,1872.0,303.8,6.654,3.065,2.792,184.0,7.58,0.27,0.04,4856.0,146.0,4.58,0.06,0.696,0.068,0,TCE
29,893647,2,0,491.47,0.00849292,532.242,0.00974911,0.1711,18.93,8.641,2.508,2744.0,494.5,9.067,3.537,3.547,173.0,7.12,0.21,0.03,4856.0,146.0,4.58,0.06,0.696,0.068,0,TCE
30,893647,3,0,551.92,0.0064428,467.977,0.00833298,0.5629,2.157,7.047,1.482,2108.0,318.4,7.018,3.265,1.78,166.0,6.85,0.18,0.03,4856.0,146.0,4.58,0.06,0.696,0.068,0,TCE
31,1025986,1,0,275.072,0.00214832,315.24,0.00447162,0.8494,1.224,3.28,1.046,204.7,23.03,9.237,1.943,1.607,303.0,26.5,2.0,0.7,5604.0,84.0,4.23,0.21,1.187,0.23,0,TCE
32,1026032,1,0,8.46044,3.75289e-07,133.774,3.78959e-05,0.9838,0.0331,4.81,0.002506,74350.0,93.54,2292.0,31.59,5.796,804.0,51.8,98.85,25.46,5951.0,178.0,4.64,0.13,0.702,0.122,0,TCE
33,1026133,1,0,1.34637,1.72909e-05,132.808,0.00561441,0.9515,0.1267,6.164,0.8961,21.06,2.49,9.195,0.9081,0.3251,2420.0,234.0,8092.75,3131.62,7001.0,295.0,4.15,0.19,1.615,0.478,0,TCE
34,1026032,2,0,4.23022,7.59757e-07,133.998,0.000149752,1.0,0.02194,4.699,0.1529,28040.0,2895.0,1300.0,20.29,4.173,1010.0,65.2,249.07,64.16,5951.0,178.0,4.64,0.13,0.702,0.122,0,TCE
35,1026133,2,0,186.181,0.00557771,244.432,0.019264,0.7703,0.7162,11.02,1.236,278.0,36.75,8.237,2.939,1.125,468.0,45.2,11.32,4.38,7001.0,295.0,4.15,0.19,1.615,0.478,0,TCE
36,1026474,1,0,223.399,0.00293486,198.615,0.010702,0.2612,14.77,3.991,1.268,2546.0,547.0,6.067,3.347,4.88,196.0,9.01,0.35,0.06,4276.0,165.0,4.6,0.05,0.69,0.061,0,TCE
37,1026474,2,0,205.853,0.0226913,250.645,0.0637008,0.8497,0.1399,19.07,2.396,1451.0,436.0,3.485,3.088,0.6865,202.0,9.26,0.39,0.07,4276.0,165.0,4.6,0.05,0.69,0.061,0,TCE
38,1026957,1,0,21.7613,9.74148e-06,144.779,0.00038263,0.8218,0.1684,1.333,0.0997,1269.0,16.23,97.07,2.944,0.4042,486.0,13.9,13.19,1.51,4859.0,97.0,4.61,0.04,0.72,0.047,0,TCE
39,1028018,1,0,0.615074,1.12461e-05,131.685,0.0013927,0.7412,0.7235,4.725,0.4285,141.2,22.51,7.995,1.774,0.6456,2440.0,234.0,8397.24,3222.95,5543.0,83.0,4.13,0.22,1.378,0.33,0,TCE
40,1028246,1,0,105.276,0.00142228,147.316,0.0139857,0.2027,38.86,2.875,1.713,1652.0,916.9,4.624,37.12,63.82,1000.0,154.0,236.8,146.25,5443.0,130.0,2.76,0.34,9.096,4.243,0,TCE
41,1028246,2,0,192.927,0.0215467,212.184,0.0912399,0.678,49.89,2.958,11.72,319.4,522.1,0.9779,17.31,210.1,817.0,126.0,105.59,65.21,5443.0,130.0,2.76,0.34,9.096,4.243,0,TCE
42,1160891,1,0,0.940466,9.80481e-06,132.37,0.00200178,0.8274,0.5815,4.02,0.299,51.71,5.685,10.35,1.284,0.4068,2640.0,141.0,11479.31,2459.51,6842.0,92.0,4.17,0.11,1.6,0.289,0,TCE
43,1160891,2,0,0.940522,8.96457e-06,131.718,0.00219845,0.8994,0.3735,2.963,0.4141,53.33,6.724,10.95,1.36,0.4716,2640.0,141.0,11478.4,2459.31,6842.0,92.0,4.17,0.11,1.6,0.289,0,TCE
44,1160891,4,0,84.5154,0.00147942,210.647,0.0138398,0.8385,1.563,5.208,3.161,545.7,88.62,6.582,4.193,3.287,589.0,31.6,28.52,6.11,6842.0,92.0,4.17,0.11,1.6,0.289,0,TCE
45,1160891,3,0,65.6242,0.000622015,152.751,0.00630571,0.8539,1.489,2.712,1.922,573.1,84.25,7.389,4.334,3.516,641.0,34.3,39.96,8.56,6842.0,92.0,4.17,0.11,1.6,0.289,0,TCE
46,1161345,1,0,4.28765,1.24363e-06,133.417,0.000162565,0.9763,0.01963,1.319,0.04055,850.3,19.9,114.9,3.708,0.9015,942.0,39.1,186.42,30.97,5296.0,105.0,4.58,0.09,0.815,0.08,0,TCE
47,1162150,1,0,1.13056,1.07626e-05,131.639,0.00311156,0.8973,0.7701,2.329,0.6565,64.01,8.665,9.592,4.0,3.255,3940.0,1020.0,57035.08,58841.06,7090.0,297.0,3.49,0.61,4.311,2.535,0,TCE
48,1162150,2,0,0.710008,1.64275e-05,131.748,0.00428876,0.8926,1.275,1.924,0.6763,40.28,9.097,6.025,3.164,3.365,0.0,-1.0,0.0,-1.0,7090.0,297.0,3.49,0.61,4.311,2.535,0,TCE
49,1162150,3,0,0.710011,1.08735e-05,131.995,0.00368486,0.9005,0.7956,2.919,0.9224,55.88,8.139,9.393,3.744,3.14,0.0,-1.0,0.0,-1.0,7090.0,297.0,3.49,0.61,4.311,2.535,0,TCE
50,1162339,1,0,0.837073,1.5985e-05,132.287,0.00434647,0.8999,0.7446,3.325,0.7769,35.9,7.789,6.322,1.156,0.7757,2750.0,312.0,13499.01,6135.87,6644.0,235.0,4.1,0.25,1.656,0.521,0,TCE
51,1162339,2,0,417.691,0.0100864,168.622,0.0184341,0.8883,0.1013,6.117,0.9639,1516.0,234.8,8.279,7.457,2.51,347.0,39.4,3.41,1.55,6644.0,235.0,4.1,0.25,1.656,0.521,0,TCE
52,1162339,3,0,163.312,0.00221766,133.782,0.0114034,0.6544,2.264,6.753,1.65,866.4,124.7,7.7,5.166,2.931,474.0,53.9,11.93,5.42,6644.0,235.0,4.1,0.25,1.656,0.521,0,TCE
53,1162345,1,0,1.10913,1.07355e-05,131.912,0.00224553,0.9017,0.2541,3.708,0.2905,30.58,3.567,9.986,3.321,1.689,3990.0,694.0,60131.02,41806.87,6495.0,177.0,3.32,0.4,5.138,2.369,0,TCE
54,1162345,2,0,0.554544,1.03285e-05,131.642,0.00303833,0.7,2.582,4.881,0.5702,24.95,3.15,10.9,2.748,2.144,0.0,-1.0,0.0,-1.0,6495.0,177.0,3.32,0.4,5.138,2.369,0,TCE
55,1292087,1,0,1.0948,0.00850584,132.712,2.73182,0.7016,15.71,5.458,52.61,0.04125,2.637,0.01639,0.03265,1.062,2310.0,240.0,6781.02,2815.62,6328.0,208.0,4.15,0.22,1.502,0.456,0,TCE
56,1293031,1,0,1.07872,1.7139e-05,132.552,0.0019403,0.4867,4.949,0.5611,0.06059,33.11,7.904,5.714,3.244,2.416,3980.0,680.0,59512.66,40649.89,6341.0,195.0,3.3,0.4,5.302,2.276,0,TCE
57,1293031,2,0,1.07874,2.08848e-05,132.012,0.00687157,0.1368,43.13,5.598,0.3164,16.36,3.041,7.024,2.154,2.682,3980.0,680.0,59510.68,40648.54,6341.0,195.0,3.3,0.4,5.302,2.276,0,TCE
58,1293031,3,1,91.0423,0.00372555,205.214,0.0506003,0.8965,1.398,3.941,3.804,304.9,60.23,7.087,10.8,12.72,908.0,155.0,160.75,109.8,6341.0,195.0,3.3,0.4,5.302,2.276,0,TCE
59,1293046,1,0,36.2672,0.000281237,155.081,0.00652396,0.7065,3.696,1.963,0.7217,563.8,81.58,7.942,1.58,2.393,348.0,13.9,3.45,0.55,4264.0,128.0,4.64,0.05,0.62,0.062,0,TCE
60,1294670,1,0,1.34315,1.87694e-05,132.646,0.00829627,0.9308,0.243,6.656,1.678,78.67,8.203,10.52,2.063,0.7815,2700.0,246.0,12487.87,4556.91,7277.0,304.0,4.05,0.17,1.954,0.533,0,TCE
61,1294670,2,0,0.715635,1.13418e-05,131.762,0.00473136,0.8986,1.037,3.056,1.82,125.0,19.78,9.833,2.53,2.031,3330.0,303.0,28911.13,10549.86,7277.0,304.0,4.05,0.17,1.954,0.533,0,TCE
62,1294756,1,0,0.795291,1.05656e-05,131.971,0.00222787,0.9,0.08207,2.979,0.09999,4.678,0.6862,9.247,0.7523,0.3271,4530.0,798.0,99292.83,69993.07,8615.0,374.0,3.78,0.41,3.003,1.276,0,TCE
63,1294756,2,0,327.664,0.00444865,259.642,0.0257563,0.6798,2.239,11.95,1.771,232.4,46.11,7.166,4.889,2.939,608.0,107.0,32.39,22.83,8615.0,374.0,3.78,0.41,3.003,1.276,0,TCE
64,1294756,3,0,527.25,0.0118989,175.543,0.0121773,0.9271,0.02528,21.99,1.102,196.8,40.06,5.955,4.985,2.195,519.0,91.5,17.18,12.11,8615.0,374.0,3.78,0.41,3.003,1.276,0,TCE
65,1294756,4,0,193.3,0.00213508,232.194,0.0103426,0.7611,1.596,3.125,0.6131,162.6,22.94,8.464,4.174,2.648,725.0,128.0,65.46,46.14,8615.0,374.0,3.78,0.41,3.003,1.276,0,TCE
66,1294756,5,0,252.753,0.00384877,302.211,0.0104285,0.877,0.07675,23.4,0.6874,68.53,23.77,3.458,2.836,1.326,663.0,117.0,45.78,32.27,8615.0,374.0,3.78,0.41,3.003,1.276,0,TCE
67,1294756,6,0,400.264,0.0134195,333.658,0.0168703,0.6881,0.7469,12.74,0.8134,264.4,36.15,7.009,5.224,2.407,569.0,100.0,24.8,17.48,8615.0,374.0,3.78,0.41,3.003,1.276,0,TCE
68,1294756,7,0,546.484,0.0103677,246.699,0.0144268,0.943,0.009064,14.82,0.8281,353.9,42.66,8.149,6.8,2.922,513.0,90.4,16.38,11.54,8615.0,374.0,3.78,0.41,3.003,1.276,0,TCE
69,1294869,1,0,273.376,0.0101376,301.969,0.0256383,0.8152,0.9454,6.965,2.346,714.6,124.8,6.752,2.469,1.448,253.0,22.2,0.97,0.34,5641.0,186.0,4.57,0.18,0.825,0.217,0,TCE
70,1294756,8,0,278.183,0.0048988,251.695,0.0107602,0.9038,0.1181,10.7,0.6569,98.26,25.42,4.127,3.455,1.588,642.0,113.0,40.29,28.4,8615.0,374.0,3.78,0.41,3.003,1.276,0,TCE
71,1296164,1,0,1.96109,2.00325e-05,132.264,0.00471684,0.008097,514.2,7.659,0.3802,41.64,4.751,10.17,1.141,0.9054,2200.0,229.0,5526.23,2302.06,6977.0,296.0,4.1,0.21,1.751,0.537,0,TCE
72,1296721,1,0,3.91356,0.000167647,132.234,0.0344828,0.9768,0.01455,16.8,1.985,68.84,9.228,8.165,1.422,0.2924,1400.0,109.0,903.69,280.72,6071.0,82.0,4.18,0.18,1.295,0.242,0,TCE
73,1296164,2,0,65.2354,0.000684425,154.518,0.00784906,0.9637,0.03598,3.252,0.6008,264.8,39.82,7.866,3.578,1.179,684.0,71.2,51.66,21.52,6977.0,296.0,4.1,0.21,1.751,0.537,0,TCE
74,1429120,1,0,0.760615,7.36917e-05,132.294,0.034398,0.5,31.37,6.13,1.492,3.679,2.356,1.803,0.3007,1.056,2820.0,331.0,14993.34,7025.39,7143.0,335.0,4.27,0.23,1.512,0.544,0,TCE
75,1297272,1,0,197.902,0.00152915,328.609,0.00547244,0.5992,1.636,4.875,0.7182,1239.0,170.0,7.291,52.89,26.57,891.0,41.0,149.1,27.42,4830.0,100.0,2.4,0.03,14.56,3.411,0,TCE
76,1429653,1,0,2.33829,2.58441e-05,133.073,0.00693738,0.9063,0.1263,10.26,0.8516,98.99,6.486,15.5,2.253,0.4744,2150.0,122.0,5066.77,1148.05,7106.0,95.0,4.09,0.12,1.94,0.351,0,TCE
77,1429653,2,0,2.3379,9.34769e-05,132.579,0.0824503,0.9857,0.009314,18.76,5.389,120.4,18.16,13.86,2.864,0.5977,2150.0,122.0,5067.9,1148.31,7106.0,95.0,4.09,0.12,1.94,0.351,0,TCE
78,1431114,1,0,419.412,0.019666,205.811,0.0369909,0.8991,0.143,22.04,2.414,223.5,30.32,7.568,1.443,0.2932,193.0,8.04,0.33,0.06,4949.0,133.0,4.53,0.07,0.792,0.074,0,TCE
79,1430590,2,0,1.38627,0.00934593,132.118,3.13726,0.8318,54.29,12.37,100.3,0.04736,1.767,0.02736,0.08103,2.462,3160.0,672.0,23612.69,20073.87,6809.0,286.0,3.67,0.49,3.331,1.743,0,TCE
80,1430590,1,0,1.38664,1.39013e-05,132.731,0.0040764,0.8965,0.5198,3.317,0.4283,26.77,3.369,9.393,2.001,1.306,3160.0,672.0,23604.29,20065.61,6809.0,286.0,3.67,0.49,3.331,1.743,0,TCE
81,1431114,2,0,401.306,0.0113848,242.182,0.0215534,0.8579,0.5107,10.05,2.22,309.0,57.11,6.866,1.628,0.7368,196.0,8.16,0.35,0.06,4949.0,133.0,4.53,0.07,0.792,0.074,0,TCE
82,1431501,1,0,502.717,0.0132378,317.149,0.0165427,0.8049,2.187,5.939,2.353,212.5,38.98,5.673,2.48,2.429,299.0,24.3,1.88,0.61,6072.0,82.0,4.06,0.19,1.535,0.327,0,TCE
83,1431122,1,0,4.29891,1.40993e-05,132.863,0.00223517,0.8116,1.016,2.271,0.3918,229.7,13.53,18.71,1.683,1.046,1050.0,59.9,283.64,64.93,5300.0,87.0,4.38,0.13,0.986,0.124,0,TCE
84,1431794,1,0,1.25119,1.36914e-05,131.756,0.00745296,0.9621,0.01236,8.854,0.6304,148.7,8.716,17.13,3.604,1.295,3020.0,413.0,19734.69,10777.84,7329.0,307.0,3.92,0.3,2.349,0.839,0,TCE
85,1431794,2,0,0.515958,-1.0,131.614,-1.0,0.1,-1.0,1.5,-1.0,399.1,-1.0,-1.0,4.744,-1.0,4060.0,-1.0,64294.8,-1.0,7329.0,307.0,3.92,0.3,2.349,0.839,0,TCE
86,1432149,1,0,0.583206,9.12162e-06,131.873,0.0015073,0.8997,0.2346,2.544,0.1483,22.24,2.634,10.33,1.106,0.3637,3690.0,360.0,43884.86,17121.58,7466.0,314.0,4.04,0.2,2.001,0.533,0,TCE
87,1432091,1,0,4.68485,0.00024959,134.196,0.0414207,0.01338,601.4,24.59,2.697,56.13,9.79,5.543,0.9384,1.873,1190.0,117.0,476.35,186.6,5497.0,82.0,4.18,0.23,1.277,0.317,0,TCE
88,1432214,1,0,161.788,3.4751e-05,214.039,0.000172862,0.2581,0.01797,5.303,0.01273,87700.0,137.5,714.8,36.08,6.223,375.0,21.1,4.69,1.06,6018.0,90.0,4.33,0.12,1.212,0.209,0,TCE
89,1432214,2,0,161.778,0.00305048,230.891,0.0144991,0.5612,2.994,7.741,1.574,993.5,89.21,11.3,3.952,2.222,375.0,21.1,4.69,1.06,6018.0,90.0,4.33,0.12,1.212,0.209,0,TCE
90,1432789,2,0,4.57836,4.39968e-05,132.296,0.00686136,0.8797,0.7943,4.045,1.188,132.6,14.0,9.901,1.642,1.099,1210.0,73.0,500.23,121.1,5782.0,78.0,4.28,0.14,1.22,0.196,0,TCE
91,1432789,1,0,9.93142,6.04086e-05,136.493,0.00478729,0.8647,0.1738,6.048,0.537,394.9,16.55,23.99,2.801,0.5803,932.0,56.4,178.14,43.13,5782.0,78.0,4.28,0.14,1.22,0.196,0,TCE
92,1433399,3,0,253.126,0.00376724,332.459,0.0513087,0.8391,0.1275,13.0,2.163,822.9,133.8,12.32,5.84,1.163,434.0,27.7,8.41,2.15,6865.0,82.0,4.08,0.14,1.815,0.331,0,TCE
93,1433399,4,0,540.098,0.0154707,154.356,0.166503,0.8977,0.04954,27.35,8.189,2113.0,452.8,9.539,9.707,2.037,337.0,21.5,3.06,0.78,6865.0,82.0,4.08,0.14,1.815,0.331,0,TCE
94,1433399,1,0,2.12646,2.74082e-05,133.578,0.00550894,0.7245,1.231,13.07,0.7209,29.57,6.438,4.84,1.063,0.4065,2140.0,136.0,4926.04,1258.32,6865.0,82.0,4.08,0.14,1.815,0.331,0,TCE
95,1433399,2,0,563.384,0.0189869,449.988,0.0588061,0.9921,0.1883,33.52,2.969,5120.0,684.7,13.51,22.15,25.74,333.0,21.2,2.89,0.74,6865.0,82.0,4.08,0.14,1.815,0.331,0,TCE
96,1433399,6,0,57.1158,-1.0,158.078,-1.0,0.1,-1.0,9.0,-1.0,241.4,-1.0,-1.0,2.846,-1.0,713.0,-1.0,61.24,-1.0,6865.0,82.0,4.08,0.14,1.815,0.331,0,TCE
97,1433899,1,0,1.04148,1.6375e-05,131.667,0.00633789,0.6718,3.088,4.912,0.4342,55.29,8.156,7.788,0.6326,0.6083,1530.0,87.7,1308.39,299.24,5338.0,159.0,4.55,0.1,0.805,0.133,0,TCE
98,1433399,5,0,225.495,0.0106389,274.757,0.0290329,0.9848,0.04535,12.88,1.429,907.6,126.2,12.36,8.422,5.206,451.0,28.8,9.81,2.51,6865.0,82.0,4.08,0.14,1.815,0.331,0,TCE
99,1433962,1,0,1.59262,7.14502e-06,132.338,0.00286465,0.9688,0.005401,5.621,0.2383,334.0,14.91,28.77,1.676,0.1473,1050.0,38.6,291.72,42.74,4506.0,135.0,4.63,0.04,0.651,0.053,0,TCE
100,1433980,1,0,1.59272,-1.0,132.264,-1.0,0.1,-1.0,5.0,-1.0,77630.0,-1.0,-1.0,49.77,-1.0,2260.0,-1.0,6123.72,-1.0,6574.0,227.0,4.06,0.26,1.768,0.583,0,TCE
101,1434395,1,0,2.22272,7.70446e-06,131.9,0.00103102,0.9015,0.1331,2.846,0.2783,216.6,17.74,14.15,37.37,17.0,0.0,-1.0,0.0,-1.0,4996.0,250.0,2.35,0.03,20.85,8.811,0,TCE
102,1434660,1,0,3.69337,6.95721e-05,131.773,0.0114567,0.5131,3.195,16.71,0.6284,21.13,3.161,6.509,1.27,0.5711,2240.0,206.0,5954.54,2194.57,7526.0,90.0,3.88,0.21,2.657,0.686,0,TCE
103,1433980,2,0,1.59286,-1.0,133.006,-1.0,0.1,-1.0,5.0,-1.0,91490.0,-1.0,-1.0,54.06,-1.0,2260.0,-1.0,6123.02,-1.0,6574.0,227.0,4.06,0.26,1.768,0.583,0,TCE
104,1434660,2,0,155.635,0.00998197,158.34,0.0499707,1.0,0.02195,34.91,67.94,417.1,2255.0,14.59,10.27,22.24,644.0,59.3,40.61,14.97,7526.0,90.0,3.88,0.21,2.657,0.686,0,TCE
105,1434660,3,0,0.634203,7.78347e-06,131.574,0.00106288,0.8447,0.3322,1.005,0.0733,70.81,7.325,15.45,2.526,0.766,4030.0,371.0,62388.98,22993.7,7526.0,90.0,3.88,0.21,2.657,0.686,0,TCE
106,1434660,4,1,224.052,0.016786,341.316,0.0508515,0.1254,34.66,29.41,3.675,219.2,38.4,6.929,3.991,3.157,570.0,52.5,24.98,9.21,7526.0,90.0,3.88,0.21,2.657,0.686,0,TCE
107,1434660,5,0,0.634198,9.2317e-06,131.786,0.0014315,0.9,0.3293,1.173,0.155,57.07,7.156,13.27,2.335,0.8266,4030.0,371.0,62389.61,22993.93,7526.0,90.0,3.88,0.21,2.657,0.686,0,TCE
108,1434800,2,0,75.7973,0.00152059,193.952,0.0123401,0.8243,1.775,2.927,1.658,450.9,96.97,6.7,3.89,3.271,621.0,60.7,35.21,13.76,6814.0,284.0,4.13,0.19,1.643,0.492,0,TCE
109,1434800,3,0,60.6495,0.00116713,135.692,0.0156969,0.9195,0.2035,5.798,1.371,251.0,44.32,6.732,3.08,1.159,669.0,65.4,47.41,18.53,6814.0,284.0,4.13,0.19,1.643,0.492,0,TCE
110,1434800,1,0,0.999208,1.12285e-05,131.741,0.0033458,0.5265,3.548,5.274,0.2591,39.74,4.101,10.85,1.076,0.5821,2630.0,257.0,11308.02,4419.02,6814.0,284.0,4.13,0.19,1.643,0.492,0,TCE
111,1435448,1,0,305.082,0.0126114,316.571,0.0377534,0.7763,6.344,2.766,4.255,733.8,239.4,6.405,4.237,10.78,333.0,24.1,2.9,0.84,6047.0,82.0,4.17,0.17,1.425,0.26,0,TCE
112,1434976,1,0,438.225,0.00969451,308.756,0.0138227,0.5122,5.421,6.835,1.411,743.1,111.9,6.676,1.957,2.415,169.0,4.61,0.19,0.02,4613.0,83.0,4.62,0.05,0.715,0.039,0,TCE
113,1570924,1,0,322.161,0.00542309,427.4,0.00544524,0.6115,6.85,2.822,1.696,1289.0,288.8,5.055,2.836,5.382,209.0,8.9,0.46,0.08,4961.0,136.0,4.54,0.07,0.762,0.078,0,TCE
114,1435448,2,0,373.217,0.0140028,239.173,0.0294218,0.5769,14.88,6.699,9.411,1813.0,421.0,8.49,6.306,17.13,311.0,22.6,2.21,0.64,6047.0,82.0,4.17,0.17,1.425,0.26,0,TCE
115,1571152,1,0,0.608133,1.97524e-05,131.565,0.00163725,0.6332,0.5938,1.488,0.04504,18.85,4.93,5.133,0.727,0.176,3090.0,182.0,21450.89,5066.78,7015.0,166.0,4.2,0.12,1.58,0.275,0,TCE
116,1570924,3,0,223.374,0.0031336,295.466,0.00836828,0.6488,6.59,2.871,1.697,893.0,171.5,6.481,2.389,5.114,237.0,10.1,0.74,0.13,4961.0,136.0,4.54,0.07,0.762,0.078,0,TCE
