,koi_duration,koi_depth,koi_prad,koi_ror,tce_duration,tce_depth,tce_prad,koi_steff,koi_srad,koi_smass,koi_slogg,tce_steff,tce_sradius,tce_slogg,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_model_snr,koi_max_mult_ev
2065,3.06,83.1,1.1,0.008609,,,,6453.0,1.17,1.053,4.326,,,,0.0,0.0,1.0,1.0,22.5,18.492785
2066,4.03,886.4,2.78,0.03163,,,,4891.0,0.805,0.776,4.516,,,,0.0,0.0,0.0,0.0,17.3,13.4371195
2067,2.5418,1765.9,2.25,0.038237,,,,3834.0,0.539,0.541,4.708,,,,0.0,0.0,0.0,0.0,101.1,82.67765
2068,2.591,92.9,0.73,0.008644,,,,5168.0,0.769,0.793,4.566,,,,0.0,0.0,0.0,0.0,14.4,12.782846
2069,2.357,418.5,2.45,0.019126,,,,6418.0,1.171,1.241,4.395,,,,0.0,0.0,1.0,0.0,12.8,11.577439
2070,1.672,115.8,2.11,0.01042,,,,6063.0,1.855,1.058,3.926,,,,0.0,1.0,1.0,0.0,20.0,16.127527
2071,1.9817,2651.8,23.45,0.313479,,,,5316.0,0.685,0.658,4.585,,,,0.0,1.0,0.0,0.0,88.7,44.80835
2072,1.5789,259.1,1.32,0.01472,,,,5547.0,0.82,0.918,4.571,,,,0.0,0.0,1.0,1.0,45.2,21.799551
2073,2.233,151.0,1.03,0.011165,,,,5370.0,0.845,0.771,4.471,,,,0.0,0.0,1.0,0.0,14.0,13.973922
2076,1.7075,1112.6,2.35,0.030114,,,,5262.0,0.714,0.786,4.623,,,,0.0,0.0,0.0,1.0,23.8,17.614754
2077,4.047,2312.8,2.47,0.044275,,,,3780.0,0.511,0.531,4.746,,,,0.0,0.0,0.0,0.0,106.5,84.951836
2078,6.271,389.0,2.94,0.024747,,,,5392.0,1.087,0.888,4.314,,,,0.0,0.0,0.0,0.0,21.3,16.902508
2079,5.438,336.4,1.75,0.017929,,,,5853.0,0.895,0.99,4.529,,,,0.0,0.0,0.0,0.0,15.4,13.206011
2080,2.116,369.6,1.83,0.0174,,,,5495.0,0.961,0.932,4.442,,,,0.0,0.0,0.0,0.0,15.7,14.116614
2081,2.61,75.8,0.7,0.007855,,,,5481.0,0.815,0.914,4.574,,,,0.0,0.0,0.0,0.0,16.3,14.0594635
2082,2.231,199.1,1.15,0.013311,,,,5485.0,0.788,0.716,4.5,,,,0.0,0.0,1.0,0.0,15.0,12.935102
2083,4.466,610.4,1.9,0.022303,,,,5437.0,0.781,0.829,4.571,,,,0.0,0.0,0.0,0.0,179.5,175.61543
2084,3.699,525.8,2.11,0.021927,,,,5328.0,0.883,0.796,4.447,,,,0.0,1.0,1.0,1.0,20.5,16.26874
2085,1.793,259.6,17.94,0.22532,,,,5632.0,0.729,0.816,4.616,,,,0.0,0.0,1.0,0.0,18.3,15.419067
2086,3.902,184.9,0.96,0.011998,,,,4825.0,0.732,0.785,4.603,,,,0.0,0.0,0.0,0.0,21.9,17.049992
2087,4.369,661.8,2.34,0.023227,,,,5681.0,0.923,1.038,4.524,,,,0.0,0.0,0.0,0.0,23.3,17.465052
2088,4.48,86.3,29.27,0.088515,,,,6534.0,3.028,1.484,3.647,,,,0.0,1.0,1.0,1.0,28.7,23.182957
2089,2.864,301.6,1.79,0.015997,,,,6117.0,1.027,1.008,4.42,,,,0.0,0.0,0.0,0.0,19.9,17.404188
2090,2.942,371.0,1.93,0.018314,,,,6122.0,0.964,1.041,4.487,,,,0.0,0.0,0.0,0.0,14.7,13.063752
2091,2.721,145.6,1.53,0.011314,,,,5887.0,1.235,1.09,4.292,,,,0.0,0.0,0.0,0.0,18.4,14.404189
2092,1.7763,345.2,1.59,0.016885,,,,5591.0,0.86,0.977,4.559,,,,0.0,0.0,0.0,0.0,18.8,16.305918
2093,1.9033,1537.7,2.13,0.036335,,,,3879.0,0.537,0.537,4.708,,,,0.0,0.0,0.0,0.0,32.4,24.248087
2094,3.358,100.8,0.87,0.009176,,,,5420.0,0.868,0.874,4.502,,,,0.0,0.0,0.0,0.0,12.9,11.28038
2095,4.815,214.5,2.01,0.013429,,,,5855.0,1.373,1.161,4.227,,,,0.0,0.0,0.0,0.0,19.5,16.049892
2096,1.2188,240.7,1.4,0.014073,,,,5440.0,0.913,0.942,4.491,,,,0.0,0.0,0.0,0.0,36.7,31.984018
2097,10.7643,110990.0,46.07,0.499257,,,,5931.0,0.845,0.933,4.554,,,,0.0,1.0,0.0,0.0,534.5,1372.7269
2098,16.9895,29840.8,24.4,0.168735,,,,5989.0,1.324,1.063,4.221,,,,0.0,1.0,0.0,0.0,897.0,938.0211
2100,4.064,3859.0,5.97,0.054672,,,,5780.0,1.0,1.0,4.438,,,,0.0,0.0,0.0,0.0,9.7,
2101,6.8214,2518.7,4.7,0.045589,,,,5593.0,0.945,0.918,4.45,,,,0.0,0.0,0.0,0.0,63.1,61.356983
2102,3.395,258.6,1.5,0.014437,,,,5406.0,0.95,0.893,4.433,,,,0.0,0.0,1.0,0.0,17.4,15.206182
2103,3.028,650.8,1.91,0.023783,,,,5062.0,0.735,0.789,4.601,,,,0.0,0.0,0.0,0.0,4.6,
2104,3.401,636.6,1.85,0.023111,,,,5395.0,0.734,0.821,4.615,,,,0.0,0.0,0.0,0.0,15.8,12.803437
2105,7.332,479.8,3.12,0.025685,,,,6325.0,1.112,1.157,4.409,,,,0.0,0.0,0.0,0.0,28.5,19.017454
2106,5.548,437.9,2.94,0.024216,,,,6325.0,1.112,1.157,4.409,,,,0.0,0.0,0.0,0.0,28.8,23.985958
2108,2.457,188.7,1.13,0.012288,,,,5009.0,0.84,0.797,4.491,,,,0.0,0.0,0.0,0.0,19.4,15.526697
2109,2.1801,1387.2,2.13,0.036155,,,,3834.0,0.539,0.541,4.708,,,,0.0,0.0,0.0,0.0,57.4,42.68845
2110,10.262,535.8,18.13,0.201507,,,,5435.0,0.824,0.937,4.578,,,,0.0,0.0,1.0,0.0,24.7,18.712393
2111,2.054,153.6,1.09,0.011502,,,,5762.0,0.867,0.859,4.495,,,,0.0,1.0,1.0,0.0,15.7,13.811562
2112,1.774,42.4,0.6,0.005931,,,,5640.0,0.921,0.962,4.492,,,,0.0,0.0,0.0,0.0,15.6,12.880582
2113,3.577,70.5,0.95,0.007643,,,,5767.0,1.135,0.91,4.287,,,,0.0,0.0,0.0,0.0,19.2,15.339475
2114,1.8061,269.4,1.66,0.014975,,,,5845.0,1.013,1.102,4.469,,,,0.0,0.0,0.0,0.0,22.9,19.88047
2115,9.568,168.7,1.13,0.011943,,,,6058.0,0.867,0.95,4.54,,,,0.0,0.0,0.0,0.0,15.7,13.311803
2116,2.5213,396.6,1.5,0.023676,,,,4102.0,0.581,0.599,4.687,,,,0.0,0.0,0.0,0.0,18.9,16.683186
2119,5.882,181.0,2.08,0.017606,,,,5791.0,1.083,1.03,4.381,,,,0.0,0.0,0.0,0.0,20.4,16.824768
2120,9.88,67.9,2.57,0.009567,,,,5192.0,2.46,1.309,3.773,,,,0.0,1.0,0.0,0.0,5.7,11.411535
2121,4.016,499.5,2.39,0.020538,,,,6245.0,1.065,1.049,4.406,,,,0.0,0.0,0.0,0.0,16.7,14.250783
2122,9.745,719.1,29.55,0.288798,,,,5930.0,0.937,0.988,4.489,,,,0.0,1.0,1.0,1.0,23.6,20.772655
2123,3.817,249.1,2.6,0.029185,,,,5836.0,0.816,0.884,4.561,,,,0.0,0.0,1.0,0.0,14.9,12.355037
2124,5.762,891.6,2.59,0.026709,,,,5418.0,0.888,1.005,4.543,,,,0.0,0.0,0.0,0.0,20.4,15.94036
2125,3.8763,87.3,0.72,0.008442,,,,5437.0,0.781,0.829,4.571,,,,0.0,0.0,0.0,0.0,32.4,29.897533
2126,3.829,137.6,1.93,0.012475,,,,6150.0,1.417,1.23,4.223,,,,0.0,0.0,0.0,0.0,16.4,13.618851
2128,1.843,542.4,28.47,0.251685,,,,6347.0,1.036,1.032,4.423,,,,0.0,0.0,0.0,0.0,20.2,17.672268
2129,2.381,139.1,1.33,0.010865,,,,6306.0,1.121,1.166,4.405,,,,0.0,0.0,1.0,0.0,14.2,13.067234
2131,1.3672,114.6,1.21,0.012523,,,,5580.0,0.886,0.989,4.538,,,,0.0,0.0,0.0,0.0,16.9,16.33386
2132,1.0925,212.6,1.19,0.013695,,,,5178.0,0.797,0.896,4.585,,,,0.0,0.0,0.0,0.0,20.9,17.469727
2133,4.043,36.7,1.01,0.005592,,,,6440.0,1.655,1.204,4.081,,,,0.0,0.0,0.0,0.0,12.5,
2135,2.632,1298.6,12.94,0.039601,,,,6244.0,2.992,1.482,3.657,,,,0.0,0.0,0.0,0.0,132.7,235.59987
2136,1.2335,275.3,51.34,0.014924,,,,4448.0,31.5,1.789,1.694,,,,0.0,1.0,0.0,0.0,16.7,13.803261
2137,1.8464,2338.0,2.54,0.045876,,,,3808.0,0.508,0.534,4.754,,,,0.0,0.0,0.0,0.0,132.1,141.97963
2138,1.1168,242.1,0.79,0.016787,,,,3605.0,0.433,0.47,4.837,,,,0.0,0.0,0.0,0.0,20.7,16.621637
2139,3.171,756.7,2.66,0.031071,,,,5151.0,0.785,0.758,4.528,,,,0.0,0.0,0.0,0.0,15.0,13.1382675
2140,1.2232,22462.0,6.51,0.135797,,,,3440.0,0.439,0.465,4.82,,,,0.0,1.0,0.0,0.0,172.2,110.819664
2141,1.35,54.7,0.73,0.0069,,,,6046.0,0.972,1.053,4.486,,,,0.0,0.0,1.0,0.0,13.0,10.087545
2143,1.021,245.5,1.51,0.014449,,,,6045.0,0.955,1.038,4.494,,,,0.0,0.0,1.0,0.0,22.1,17.523087
2144,2.388,453.0,1.8,0.020167,,,,5402.0,0.816,0.901,4.568,,,,0.0,1.0,1.0,0.0,24.5,19.44362
2145,4.222,290.1,1.92,0.01566,,,,6321.0,1.125,1.207,4.417,,,,0.0,0.0,0.0,0.0,25.2,21.030302
2146,2.296,143.8,1.32,0.010894,,,,5688.0,1.111,0.969,4.333,,,,0.0,0.0,0.0,0.0,17.1,14.634054
2147,4.52,116.6,0.81,0.009839,,,,5138.0,0.756,0.717,4.536,,,,0.0,0.0,1.0,0.0,23.0,18.046244
2148,4.62,481.2,1.95,0.021238,,,,5009.0,0.84,0.797,4.491,,,,0.0,0.0,0.0,0.0,18.0,16.161253
2149,4.912,227.0,24.2,0.197356,,,,6386.0,1.123,1.161,4.402,,,,0.0,0.0,0.0,1.0,65.3,21.570005
2151,2.344,357.3,1.75,0.021621,,,,4769.0,0.742,0.724,4.557,,,,0.0,0.0,0.0,0.0,17.7,14.789656
2152,1.5997,852.8,1.57,0.0267,,,,3834.0,0.539,0.541,4.708,,,,0.0,0.0,0.0,0.0,63.6,48.26403
2153,4.718,763.8,2.64,0.029051,,,,4996.0,0.831,0.791,4.497,,,,0.0,0.0,0.0,0.0,21.4,18.937853
2154,5.613,56.1,0.98,0.006866,,,,6175.0,1.307,1.244,4.299,,,,0.0,0.0,0.0,0.0,22.4,13.230062
2155,4.759,433.4,2.42,0.019863,,,,5995.0,1.118,1.022,4.351,,,,0.0,0.0,0.0,0.0,17.0,15.20904
2156,4.318,87.6,1.24,0.008634,,,,6194.0,1.314,1.098,4.242,,,,0.0,0.0,0.0,0.0,20.3,14.468613
2157,5.266,72.8,1.12,0.007832,,,,6194.0,1.314,1.098,4.242,,,,0.0,0.0,0.0,0.0,15.2,11.76338
2158,31.28,1704.1,30.39,0.305437,,,,5778.0,0.911,1.028,4.531,,,,1.0,0.0,1.0,1.0,38.1,26.97966
2159,4.726,1120.1,3.32,0.032127,,,,5593.0,0.945,0.918,4.45,,,,0.0,0.0,0.0,0.0,34.1,78.22098
2160,2.0674,487.4,2.63,0.020209,,,,6139.0,1.193,1.19,4.359,,,,0.0,0.0,0.0,0.0,35.4,165.79648
2161,2.7468,45034.0,44.14,0.457262,,,,5717.0,0.884,0.984,4.538,,,,0.0,1.0,0.0,0.0,92.0,523.9879
2162,11.106,2575.6,9.52,0.05206,,,,5616.0,1.674,1.032,4.004,,,,0.0,0.0,0.0,0.0,175.2,125.39901
2163,6.106,76.8,1.5,0.008182,,,,5616.0,1.674,1.032,4.004,,,,0.0,0.0,0.0,0.0,17.0,12.301436
2164,3.989,68.0,1.36,0.007455,,,,5616.0,1.674,1.032,4.004,,,,0.0,0.0,0.0,0.0,25.5,19.553331
2165,3.343,102.6,1.01,0.009257,,,,5772.0,1.003,0.824,4.351,,,,0.0,0.0,0.0,0.0,18.5,15.718208
2166,3.381,92.9,1.0,0.009122,,,,5772.0,1.003,0.824,4.351,,,,0.0,0.0,0.0,0.0,12.7,11.67936
2167,4.385,771.5,2.53,0.027989,,,,5569.0,0.829,0.928,4.566,,,,0.0,0.0,0.0,0.0,17.2,17.103079
2169,3.733,12.2,0.27,0.003223,,,,5417.0,0.772,0.803,4.567,,,,0.0,0.0,0.0,0.0,7.4,
2170,2.933,28.7,0.83,0.005248,,,,6057.0,1.457,0.95,4.088,,,,0.0,1.0,1.0,0.0,21.7,15.700155
2171,1.885,366.7,1.94,0.021379,,,,4996.0,0.831,0.791,4.497,,,,0.0,0.0,0.0,0.0,15.2,13.456439
2172,1.0273,224.9,1.25,0.015587,,,,4847.0,0.737,0.756,4.581,,,,0.0,0.0,0.0,0.0,20.6,15.014907
2173,4.521,573.3,2.88,0.024587,,,,5514.0,1.071,0.926,4.345,,,,0.0,0.0,0.0,0.0,18.9,16.700882
2174,7.336,297.3,2.41,0.015658,,,,5842.0,1.41,1.072,4.17,,,,0.0,0.0,0.0,0.0,15.4,14.687093
2175,4.878,773.6,1.95,0.024537,,,,4806.0,0.729,0.709,4.564,,,,0.0,0.0,0.0,0.0,15.7,11.2587805
2176,3.32,187.5,1.52,0.012616,,,,6398.0,1.101,1.141,4.411,,,,0.0,0.0,0.0,0.0,15.6,13.853771
2177,3.843,211.2,1.61,0.013392,,,,6398.0,1.101,1.141,4.411,,,,0.0,0.0,0.0,0.0,15.3,11.730205
2178,2.905,162.3,1.41,0.011749,,,,6398.0,1.101,1.141,4.411,,,,0.0,0.0,0.0,0.0,15.2,12.560768
2180,3.565,123.3,1.19,0.010297,,,,5774.0,1.054,0.903,4.347,,,,0.0,0.0,1.0,1.0,14.0,15.864739
2181,7.005,413.6,1.62,0.020582,,,,5383.0,0.72,0.769,4.609,,,,0.0,1.0,1.0,1.0,23.4,18.615725
2182,2.344,795.8,2.34,0.025362,,,,5215.0,0.845,0.787,4.481,,,,0.0,0.0,0.0,0.0,19.9,16.32204
2184,2.866,136.2,1.06,0.014889,,,,4983.0,0.651,0.715,4.66,,,,0.0,0.0,0.0,0.0,22.5,19.187426
2185,2.013,163.4,1.19,0.011605,,,,5629.0,0.937,0.864,4.43,,,,0.0,0.0,0.0,0.0,14.3,12.08894
2186,3.5374,912.8,3.28,0.035168,,,,5052.0,0.855,0.805,4.48,,,,0.0,0.0,0.0,0.0,26.7,21.142654
2188,4.031,326.0,1.86,0.016896,,,,5518.0,1.008,0.932,4.4,,,,0.0,0.0,0.0,0.0,21.6,18.114197
2189,1.639,458.1,2.01,0.01917,,,,5263.0,0.961,0.852,4.404,,,,0.0,1.0,0.0,0.0,16.9,13.83129
2190,1.913,168.9,1.33,0.012319,,,,5992.0,0.985,0.852,4.382,,,,0.0,0.0,1.0,0.0,12.2,12.768257
2191,18.43,68.4,0.87,0.007583,,,,6154.0,1.053,1.049,4.416,,,,0.0,0.0,0.0,0.0,6.9,
2192,1.6449,85.4,0.55,0.008438,,,,4239.0,0.6,0.611,4.667,,,,0.0,0.0,0.0,0.0,19.1,15.193795
2193,1.2667,778.6,3.28,0.034126,,,,5982.0,0.879,0.967,4.535,,,,0.0,0.0,0.0,0.0,20.1,16.464874
2194,3.83,1023.8,2.75,0.036114,,,,4652.0,0.697,0.734,4.617,,,,0.0,0.0,0.0,0.0,21.2,18.140097
2195,2.3052,813.8,1.53,0.025959,,,,3834.0,0.539,0.541,4.708,,,,0.0,0.0,0.0,0.0,27.6,20.641129
2196,1.768,245.3,0.8,0.014483,,,,3808.0,0.508,0.534,4.754,,,,0.0,0.0,0.0,0.0,11.8,12.358115
2197,4.735,128.2,1.64,0.010939,,,,5864.0,1.369,1.08,4.199,,,,0.0,0.0,1.0,0.0,42.9,20.16172
2198,2.756,240.6,1.58,0.01398,,,,5550.0,1.032,0.941,4.384,,,,0.0,0.0,0.0,0.0,16.5,14.501732
2201,3.616,582.3,20.75,0.185777,,,,6237.0,1.023,0.964,4.403,,,,0.0,1.0,1.0,0.0,20.2,18.288544
2203,4.758,258.5,1.35,0.015075,,,,5616.0,0.822,0.907,4.564,,,,0.0,0.0,1.0,1.0,15.7,14.021101
2204,1.0896,39.7,1.38,0.006034,,,,8621.0,2.094,2.018,4.101,,,,0.0,1.0,1.0,0.0,21.6,12.858594
2205,2.845,177.8,1.56,0.012063,,,,5657.0,1.182,0.975,4.282,,,,0.0,0.0,0.0,0.0,17.7,15.337785
2207,3.363,145.6,1.04,0.011738,,,,5482.0,0.813,0.833,4.539,,,,0.0,1.0,0.0,1.0,17.6,14.511017
2208,1.023,305.7,1.77,0.016086,,,,6046.0,1.007,1.111,4.478,,,,0.0,0.0,0.0,1.0,13.2,16.721176
2209,2.019,452.7,24.49,0.21603,,,,6184.0,1.038,1.1,4.448,,,,0.0,1.0,1.0,0.0,16.4,14.039556
2210,8.99,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,
2211,3.37,55.7,1.45,0.006909,,,,6732.0,1.927,1.23,3.958,,,,0.0,0.0,0.0,0.0,15.9,16.847519
2212,7.643,187.8,2.5,0.014415,,,,5623.0,1.588,1.104,4.079,,,,0.0,0.0,0.0,0.0,22.5,16.417692
2214,1.2893,488.4,2.27,0.025116,,,,5237.0,0.826,0.927,4.572,,,,0.0,0.0,0.0,0.0,17.3,14.189094
2215,10.049,89.5,3.34,0.008535,,,,4924.0,3.588,1.066,3.356,,,,0.0,0.0,0.0,0.0,26.1,15.596798
2216,3.0008,128.3,1.62,0.011717,,,,6123.0,1.263,1.066,4.263,,,,0.0,0.0,0.0,0.0,23.8,20.523762
2217,4.255,417.5,1.3,0.017991,,,,4643.0,0.663,0.652,4.61,,,,0.0,0.0,1.0,1.0,62.8,19.70566
2218,4.635,568.5,45.49,0.227885,,,,8828.0,1.828,2.053,4.227,,,,0.0,0.0,1.0,0.0,14.0,11.674108
2220,3.681,66.8,1.84,0.007563,,,,6381.0,2.232,1.436,3.897,,,,0.0,0.0,0.0,0.0,14.2,13.307933
2221,1.659,200.8,1.26,0.01316,,,,5796.0,0.876,0.93,4.522,,,,0.0,0.0,1.0,1.0,15.3,13.958138
2223,3.726,1282.6,2.74,0.032084,,,,5262.0,0.783,0.875,4.59,,,,0.0,1.0,1.0,0.0,19.9,17.682653
2225,1.6762,315.5,1.87,0.016327,,,,6156.0,1.05,1.114,4.443,,,,0.0,0.0,0.0,0.0,24.5,22.259916
2226,8.15361,123521.0,82.46,0.500096,,,,5923.0,1.51,1.09,4.118,,,,0.0,1.0,0.0,0.0,2619.2,11200.769
2227,2.427,277.1,1.63,0.016467,,,,5455.0,0.909,0.795,4.421,,,,0.0,0.0,0.0,0.0,19.0,14.586295
2228,3.517,311.0,1.51,0.021497,,,,4563.0,0.642,0.634,4.624,,,,0.0,0.0,0.0,0.0,16.0,12.921604
2229,2.437,786.7,2.47,0.027248,,,,5550.0,0.831,0.923,4.562,,,,0.0,0.0,0.0,0.0,22.6,20.92898
2230,6.197,70.7,1.75,0.008175,,,,5877.0,1.963,1.187,3.927,,,,0.0,0.0,0.0,0.0,27.1,19.42282
2231,3.633,75.7,1.04,0.008144,,,,6161.0,1.169,1.251,4.399,,,,0.0,0.0,0.0,0.0,18.8,16.492445
2233,6.468,462.8,2.96,0.034391,,,,4821.0,0.788,0.765,4.529,,,,0.0,0.0,0.0,0.0,13.5,11.957226
2234,6.019,382.3,2.43,0.020107,,,,6071.0,1.107,1.005,4.353,,,,0.0,0.0,0.0,0.0,19.6,16.268265
2235,2.196,510.0,2.01,0.021721,,,,5989.0,0.848,0.935,4.553,,,,0.0,0.0,0.0,0.0,6.5,
2236,2.442,388.8,1.46,0.017664,,,,5026.0,0.759,0.8,4.58,,,,0.0,0.0,0.0,0.0,15.8,13.026427
2237,1.5832,1826.9,1.57,0.038907,,,,3547.0,0.369,0.396,4.899,,,,0.0,0.0,0.0,0.0,112.2,110.62994
2239,3.716,2292.1,2.64,0.046863,,,,3744.0,0.516,0.529,4.737,,,,0.0,0.0,0.0,0.0,80.1,71.954796
2240,1.041,465.6,1.62,0.01944,,,,4897.0,0.764,0.742,4.542,,,,0.0,0.0,1.0,0.0,26.4,17.91903
2242,3.058,240.0,1.49,0.014207,,,,5999.0,0.959,1.045,4.494,,,,0.0,0.0,0.0,0.0,15.9,14.638098
2243,2.028,796.9,1.8,0.025083,,,,4788.0,0.656,0.639,4.61,,,,0.0,1.0,1.0,1.0,59.8,14.13782
2244,5.7297,3714.7,5.53,0.05504,,,,5638.0,0.92,1.006,4.513,,,,0.0,0.0,0.0,0.0,288.6,283.08282
2245,10.39,112.7,0.99,0.010253,,,,5826.0,0.885,0.767,4.43,,,,0.0,0.0,1.0,1.0,29.2,22.90613
2246,8.2,140.3,1.33,0.011289,,,,5897.0,1.081,0.97,4.357,,,,0.0,0.0,0.0,0.0,24.0,20.072153
2247,5.712,124.1,3.21,0.010181,,,,5822.0,2.886,1.464,3.683,,,,0.0,0.0,0.0,0.0,25.4,17.58158
2248,3.206,205.2,1.4,0.013086,,,,5573.0,0.982,0.957,4.434,,,,0.0,0.0,0.0,0.0,15.4,12.343142
2249,1.782,68.1,0.72,0.007979,,,,5099.0,0.832,0.781,4.491,,,,0.0,0.0,1.0,0.0,19.2,17.064955
2250,1.781,172.0,1.25,0.012282,,,,6319.0,0.93,0.919,4.465,,,,0.0,1.0,1.0,0.0,21.2,16.966082
2251,1.9094,204.5,0.88,0.012708,,,,4500.0,0.633,0.626,4.632,,,,0.0,0.0,0.0,0.0,21.4,16.953804
2252,3.283,219.7,0.91,0.013131,,,,4500.0,0.633,0.626,4.632,,,,0.0,0.0,0.0,0.0,14.9,12.210572
2253,3.4303,346.5,2.21,0.0169,,,,5790.0,1.198,0.997,4.279,,,,0.0,0.0,0.0,0.0,289.6,246.85002
2254,1.964,97.8,1.07,0.009233,,,,6204.0,1.065,1.021,4.394,,,,0.0,0.0,1.0,1.0,16.0,13.185811
2255,2.021,420.6,1.57,0.018071,,,,4732.0,0.795,0.78,4.53,,,,0.0,0.0,1.0,0.0,17.5,15.604272
2256,7.274,72.6,3.36,0.009246,,,,4938.0,3.324,1.136,3.45,,,,0.0,0.0,0.0,0.0,20.6,14.347328
2257,0.8323,357.4,0.67,0.017336,,,,3460.0,0.356,0.385,4.92,,,,0.0,0.0,0.0,0.0,20.4,14.735321
2258,1.3692,290.5,1.37,0.015357,,,,4948.0,0.816,0.782,4.508,,,,0.0,0.0,0.0,0.0,21.4,19.042215
2259,3.144,325.8,1.43,0.017113,,,,5352.0,0.764,0.857,4.599,,,,0.0,0.0,0.0,0.0,14.9,12.935628
2260,2.848,189.9,1.36,0.013681,,,,5753.0,0.911,0.875,4.461,,,,0.0,0.0,1.0,0.0,17.0,13.794086
2261,2.219,323.0,1.71,0.016307,,,,5812.0,0.963,1.079,4.504,,,,0.0,0.0,0.0,0.0,17.9,15.281276
2262,3.546,575.0,2.27,0.025772,,,,5644.0,0.806,0.9,4.575,,,,0.0,0.0,0.0,0.0,17.5,15.356581
2263,3.353,359.5,1.97,0.017642,,,,6081.0,1.023,1.122,4.468,,,,0.0,0.0,1.0,0.0,19.0,17.16906
2264,2.6848,302.5,1.32,0.015352,,,,4821.0,0.788,0.765,4.529,,,,0.0,0.0,0.0,0.0,22.2,14.977744
2265,1.218,488.3,2.46,0.020585,,,,6310.0,1.095,1.143,4.417,,,,0.0,0.0,1.0,0.0,20.4,17.22923
2266,3.266,420.7,1.47,0.019481,,,,5195.0,0.69,0.688,4.598,,,,0.0,0.0,0.0,0.0,20.0,17.175404
2267,1.1717,165.9,91.91,0.143947,,,,5944.0,5.847,2.214,3.25,,,,0.0,1.0,0.0,0.0,37.1,30.237457
2268,1.4243,105.1,0.89,0.009377,,,,5083.0,0.872,0.815,4.468,,,,0.0,0.0,0.0,0.0,17.7,15.74991
2269,3.926,137.9,1.15,0.01123,,,,5926.0,0.939,1.03,4.506,,,,0.0,0.0,0.0,0.0,17.6,13.107499
2270,6.557,323.1,1.74,0.01646,,,,6091.0,0.967,1.045,4.487,,,,0.0,0.0,0.0,0.0,18.1,14.759786
2271,6.905,915.9,2.34,0.026732,,,,4898.0,0.803,0.774,4.518,,,,0.0,0.0,0.0,0.0,23.9,16.574022
2272,4.599,74.8,1.08,0.008631,,,,5749.0,1.15,1.014,4.323,,,,0.0,0.0,1.0,1.0,29.3,20.843405
2273,4.548,217.1,1.66,0.016887,,,,5190.0,0.899,0.823,4.446,,,,0.0,0.0,0.0,0.0,16.1,13.981552
2274,4.551,652.7,2.38,0.023158,,,,5774.0,0.941,1.038,4.508,,,,0.0,0.0,0.0,0.0,18.3,14.582436
2275,6.527,38.0,1.42,0.006012,,,,6054.0,2.163,1.429,3.923,,,,0.0,0.0,0.0,0.0,20.9,13.523925
2276,1.978,100.7,1.13,0.009642,,,,6306.0,1.076,1.126,4.426,,,,0.0,0.0,1.0,0.0,17.4,15.634558
2277,2.469,215.1,1.48,0.013531,,,,6074.0,1.005,0.873,4.375,,,,0.0,0.0,0.0,0.0,18.4,15.455015
2279,2.7096,2794.7,2.83,0.048233,,,,3879.0,0.537,0.537,4.708,,,,0.0,0.0,0.0,0.0,137.2,104.526276
2280,0.8592,171.9,1.11,0.012036,,,,5430.0,0.847,0.896,4.535,,,,0.0,1.0,0.0,0.0,26.8,13.651684
2281,1.7504,2313.2,2.73,0.043356,,,,3757.0,0.576,0.581,4.681,,,,0.0,0.0,0.0,0.0,64.4,55.220226
2282,3.673,53.6,0.92,0.006836,,,,6187.0,1.238,1.23,4.341,,,,0.0,0.0,0.0,0.0,13.2,12.898838
2283,4.65,945.9,3.52,0.028036,,,,5800.0,1.149,1.021,4.327,,,,0.0,0.0,0.0,0.0,20.7,16.991114
2284,1.973,281.0,1.37,0.015334,,,,5547.0,0.82,0.918,4.571,,,,0.0,0.0,0.0,0.0,11.4,11.01746
2285,4.307,913.3,1.58,0.03645,,,,3554.0,0.398,0.426,4.867,,,,0.0,0.0,0.0,0.0,17.0,14.57548
2287,5.4573,5423.5,9.16,0.081431,,,,6108.0,1.03,1.132,4.466,,,,0.0,1.0,1.0,1.0,222.8,553.4832
2289,3.974,259.5,1.54,0.017701,,,,4873.0,0.796,0.836,4.558,,,,0.0,0.0,0.0,0.0,19.7,15.581302
2290,3.873,116.6,1.32,0.009905,,,,6113.0,1.218,1.194,4.341,,,,0.0,0.0,0.0,0.0,16.3,15.665018
2291,1.3916,351.5,2.07,0.017257,,,,6147.0,1.096,1.193,4.435,,,,0.0,0.0,0.0,0.0,23.0,20.19543
2292,1.992,371.9,1.84,0.019378,,,,5094.0,0.87,0.813,4.469,,,,0.0,0.0,0.0,0.0,18.0,15.037362
2294,2.268,197.7,1.27,0.013131,,,,5734.0,0.883,0.982,4.538,,,,0.0,0.0,1.0,1.0,17.2,15.146826
2295,7.82,261.8,1.01,0.014211,,,,4583.0,0.654,0.724,4.65,,,,0.0,1.0,1.0,1.0,35.9,17.49624
2296,3.0063,55.0,0.91,0.006981,,,,5790.0,1.198,0.997,4.279,,,,0.0,0.0,0.0,0.0,32.2,26.348282
2297,2.861,185.3,0.99,0.012462,,,,5399.0,0.725,0.805,4.619,,,,0.0,0.0,1.0,0.0,13.6,11.011869
